benefit_enrollment_id,worker_id,benefit_plan_id,benefit_type,country,region,coverage_level,enrollment_status,effective_date,end_date,employee_contribution_pct,employer_contribution_pct
BE000011622,W00003036,BP000028,Life Insurance,Germany,EMEA,Employee,Enrolled,2023-08-20,,0.0,1.0
BE000011623,W00003037,BP000027,Vision,Germany,EMEA,Individual,Enrolled,2024-05-21,,0.2,0.8
BE000011624,W00003037,BP000025,Medical,Germany,EMEA,Individual,Enrolled,2021-09-19,,0.15,0.85
BE000011625,W00003037,BP000031,Wellness Program,Germany,EMEA,Employee,Enrolled,2025-11-20,,0.0,1.0
BE000011626,W00003037,BP000030,Retirement,Germany,EMEA,Employee,Enrolled,2022-02-19,,0.05,0.95
BE000011627,W00003037,BP000028,Life Insurance,Germany,EMEA,Employee,Enrolled,2024-05-05,,0.0,1.0
BE000011628,W00003037,BP000026,Dental,Germany,EMEA,Individual,Enrolled,2024-12-27,,0.2,0.8
BE000011629,W00003038,BP000101,Disability,United States,Americas,Employee,Enrolled,2024-12-16,,0.1,0.9
BE000011630,W00003038,BP000100,Life Insurance,United States,Americas,Employee,Enrolled,2021-07-14,,0.0,1.0
BE000011631,W00003038,BP000104,Employee Assistance Program,United States,Americas,Employee,Enrolled,2021-02-21,,0.0,1.0
BE000011632,W00003038,BP000097,Medical,United States,Americas,Individual,Enrolled,2025-05-15,,0.15,0.85
BE000011633,W00003038,BP000102,Retirement,United States,Americas,Employee,Enrolled,2025-07-10,,0.05,0.95
BE000011634,W00003040,BP000046,Retirement,Japan,APAC,Employee,Enrolled,2021-03-18,,0.05,0.95
BE000011635,W00003040,BP000042,Dental,Japan,APAC,Individual,Enrolled,2025-08-13,,0.2,0.8
BE000011636,W00003040,BP000047,Wellness Program,Japan,APAC,Employee,Enrolled,2023-08-06,,0.0,1.0
BE000011637,W00003040,BP000043,Vision,Japan,APAC,Individual,Waived,2024-09-27,,0.2,0.8
BE000011638,W00003040,BP000045,Disability,Japan,APAC,Employee,Enrolled,2023-08-10,,0.1,0.9
BE000011639,W00003040,BP000041,Medical,Japan,APAC,Individual,Enrolled,2023-06-24,,0.15,0.85
BE000011640,W00003041,BP000039,Wellness Program,India,APAC,Employee,Enrolled,2022-11-27,,0.0,1.0
BE000011641,W00003041,BP000033,Medical,India,APAC,Individual,Enrolled,2023-12-29,,0.15,0.85
BE000011642,W00003041,BP000035,Vision,India,APAC,Individual,Enrolled,2024-02-20,,0.2,0.8
BE000011643,W00003041,BP000036,Life Insurance,India,APAC,Employee,Terminated,2025-12-04,2026-05-01,0.0,1.0
BE000011644,W00003042,BP000003,Vision,Australia,APAC,Individual,Enrolled,2021-01-09,,0.2,0.8
BE000011645,W00003042,BP000006,Retirement,Australia,APAC,Employee,Enrolled,2024-03-29,,0.05,0.95
BE000011646,W00003042,BP000005,Disability,Australia,APAC,Employee,Waived,2021-07-29,,0.1,0.9
BE000011647,W00003042,BP000002,Dental,Australia,APAC,Individual,Enrolled,2024-06-11,,0.2,0.8
BE000011648,W00003042,BP000004,Life Insurance,Australia,APAC,Employee,Enrolled,2024-01-25,,0.0,1.0
BE000011649,W00003042,BP000001,Medical,Australia,APAC,Individual,Enrolled,2021-10-19,,0.15,0.85
BE000011650,W00003043,BP000060,Life Insurance,Netherlands,EMEA,Employee,Enrolled,2025-08-18,,0.0,1.0
BE000011651,W00003043,BP000061,Disability,Netherlands,EMEA,Employee,Waived,2024-01-12,,0.1,0.9
BE000011652,W00003043,BP000064,Employee Assistance Program,Netherlands,EMEA,Employee,Enrolled,2023-10-03,,0.0,1.0
BE000011653,W00003043,BP000058,Dental,Netherlands,EMEA,Individual,Enrolled,2025-10-28,,0.2,0.8
BE000011654,W00003043,BP000062,Retirement,Netherlands,EMEA,Employee,Enrolled,2024-01-27,,0.05,0.95
BE000011655,W00003044,BP000102,Retirement,United States,Americas,Employee,Terminated,2023-08-12,2025-05-10,0.05,0.95
BE000011656,W00003044,BP000097,Medical,United States,Americas,Individual,Enrolled,2024-02-15,,0.15,0.85
BE000011657,W00003044,BP000099,Vision,United States,Americas,Individual,Waived,2024-01-26,,0.2,0.8
BE000011658,W00003044,BP000100,Life Insurance,United States,Americas,Employee,Enrolled,2022-08-17,,0.0,1.0
BE000011659,W00003044,BP000098,Dental,United States,Americas,Individual,Enrolled,2024-09-22,,0.2,0.8
BE000011660,W00003044,BP000104,Employee Assistance Program,United States,Americas,Employee,Terminated,2024-04-07,2026-07-28,0.0,1.0
BE000011661,W00003045,BP000033,Medical,India,APAC,Individual,Enrolled,2023-04-13,,0.15,0.85
BE000011662,W00003045,BP000039,Wellness Program,India,APAC,Employee,Waived,2024-10-05,,0.0,1.0
BE000011663,W00003045,BP000036,Life Insurance,India,APAC,Employee,Waived,2022-12-03,,0.0,1.0
BE000011664,W00003045,BP000037,Disability,India,APAC,Employee,Enrolled,2022-04-02,,0.1,0.9
BE000011665,W00003045,BP000035,Vision,India,APAC,Individual,Enrolled,2025-11-24,,0.2,0.8
BE000011666,W00003046,BP000094,Retirement,United Kingdom,EMEA,Employee,Waived,2023-01-16,,0.05,0.95
BE000011667,W00003046,BP000093,Disability,United Kingdom,EMEA,Employee,Enrolled,2021-10-25,,0.1,0.9
BE000011668,W00003046,BP000090,Dental,United Kingdom,EMEA,Individual,Terminated,2022-01-02,2022-11-15,0.2,0.8
BE000011669,W00003047,BP000087,Wellness Program,United Arab Emirates,EMEA,Employee,Enrolled,2024-03-04,,0.0,1.0
BE000011670,W00003047,BP000081,Medical,United Arab Emirates,EMEA,Individual,Enrolled,2025-01-16,,0.15,0.85
BE000011671,W00003047,BP000084,Life Insurance,United Arab Emirates,EMEA,Employee,Enrolled,2022-09-24,,0.0,1.0
BE000011672,W00003048,BP000013,Disability,Brazil,Americas,Employee,Enrolled,2024-09-17,,0.1,0.9
BE000011673,W00003048,BP000012,Life Insurance,Brazil,Americas,Employee,Enrolled,2025-11-20,,0.0,1.0
BE000011674,W00003048,BP000009,Medical,Brazil,Americas,Individual,Terminated,2021-01-04,2021-06-11,0.15,0.85
BE000011675,W00003051,BP000064,Employee Assistance Program,Netherlands,EMEA,Employee,Enrolled,2021-12-18,,0.0,1.0
BE000011676,W00003051,BP000060,Life Insurance,Netherlands,EMEA,Employee,Enrolled,2025-07-14,,0.0,1.0
BE000011677,W00003051,BP000063,Wellness Program,Netherlands,EMEA,Employee,Enrolled,2023-02-27,,0.0,1.0
BE000011678,W00003051,BP000059,Vision,Netherlands,EMEA,Individual,Enrolled,2021-10-16,,0.2,0.8
BE000011679,W00003052,BP000033,Medical,India,APAC,Individual,Enrolled,2022-03-20,,0.15,0.85
BE000011680,W00003052,BP000034,Dental,India,APAC,Individual,Enrolled,2024-02-13,,0.2,0.8
BE000011681,W00003052,BP000039,Wellness Program,India,APAC,Employee,Waived,2021-10-08,,0.0,1.0
BE000011682,W00003052,BP000036,Life Insurance,India,APAC,Employee,Enrolled,2021-09-24,,0.0,1.0
BE000011683,W00003052,BP000038,Retirement,India,APAC,Employee,Waived,2024-04-16,,0.05,0.95
BE000011684,W00003052,BP000035,Vision,India,APAC,Individual,Enrolled,2024-04-29,,0.2,0.8
BE000011685,W00003053,BP000051,Vision,Mexico,Americas,Individual,Enrolled,2025-01-30,,0.2,0.8
BE000011686,W00003053,BP000050,Dental,Mexico,Americas,Individual,Enrolled,2023-09-08,,0.2,0.8
BE000011687,W00003053,BP000049,Medical,Mexico,Americas,Individual,Enrolled,2021-09-21,,0.15,0.85
BE000011688,W00003053,BP000054,Retirement,Mexico,Americas,Employee,Enrolled,2021-06-03,,0.05,0.95
BE000011689,W00003054,BP000055,Wellness Program,Mexico,Americas,Employee,Enrolled,2024-10-10,,0.0,1.0
BE000011690,W00003054,BP000050,Dental,Mexico,Americas,Individual,Enrolled,2021-09-01,,0.2,0.8
BE000011691,W00003054,BP000052,Life Insurance,Mexico,Americas,Employee,Enrolled,2021-06-08,,0.0,1.0
BE000011692,W00003054,BP000051,Vision,Mexico,Americas,Individual,Waived,2024-04-06,,0.2,0.8
BE000011693,W00003055,BP000035,Vision,India,APAC,Individual,Enrolled,2024-10-06,,0.2,0.8
BE000011694,W00003055,BP000039,Wellness Program,India,APAC,Employee,Enrolled,2025-09-11,,0.0,1.0
BE000011695,W00003055,BP000038,Retirement,India,APAC,Employee,Enrolled,2021-09-03,,0.05,0.95
BE000011696,W00003055,BP000033,Medical,India,APAC,Individual,Enrolled,2023-08-12,,0.15,0.85
BE000011697,W00003055,BP000040,Employee Assistance Program,India,APAC,Employee,Enrolled,2023-12-31,,0.0,1.0
BE000011698,W00003055,BP000036,Life Insurance,India,APAC,Employee,Waived,2025-05-31,,0.0,1.0
BE000011699,W00003056,BP000063,Wellness Program,Netherlands,EMEA,Employee,Enrolled,2024-06-16,,0.0,1.0
BE000011700,W00003056,BP000062,Retirement,Netherlands,EMEA,Employee,Waived,2022-02-07,,0.05,0.95
BE000011701,W00003056,BP000064,Employee Assistance Program,Netherlands,EMEA,Employee,Waived,2025-12-01,,0.0,1.0
BE000011702,W00003057,BP000097,Medical,United States,Americas,Individual,Enrolled,2022-08-21,,0.15,0.85
BE000011703,W00003057,BP000104,Employee Assistance Program,United States,Americas,Employee,Enrolled,2023-09-15,,0.0,1.0
BE000011704,W00003057,BP000101,Disability,United States,Americas,Employee,Enrolled,2025-06-01,,0.1,0.9
BE000011705,W00003057,BP000098,Dental,United States,Americas,Individual,Enrolled,2025-01-08,,0.2,0.8
BE000011706,W00003057,BP000103,Wellness Program,United States,Americas,Employee,Enrolled,2022-10-25,,0.0,1.0
BE000011707,W00003057,BP000099,Vision,United States,Americas,Individual,Enrolled,2021-12-25,,0.2,0.8
BE000011708,W00003058,BP000036,Life Insurance,India,APAC,Employee,Enrolled,2024-01-04,,0.0,1.0
BE000011709,W00003058,BP000040,Employee Assistance Program,India,APAC,Employee,Enrolled,2023-12-19,,0.0,1.0
BE000011710,W00003058,BP000033,Medical,India,APAC,Individual,Enrolled,2024-11-04,,0.15,0.85
BE000011711,W00003058,BP000038,Retirement,India,APAC,Employee,Enrolled,2021-03-15,,0.05,0.95
BE000011712,W00003059,BP000082,Dental,United Arab Emirates,EMEA,Individual,Enrolled,2024-05-17,,0.2,0.8
BE000011713,W00003059,BP000086,Retirement,United Arab Emirates,EMEA,Employee,Enrolled,2022-12-23,,0.05,0.95
BE000011714,W00003059,BP000081,Medical,United Arab Emirates,EMEA,Individual,Enrolled,2023-11-11,,0.15,0.85
BE000011715,W00003060,BP000028,Life Insurance,Germany,EMEA,Employee,Enrolled,2023-12-31,,0.0,1.0
BE000011716,W00003060,BP000026,Dental,Germany,EMEA,Individual,Waived,2021-09-20,,0.2,0.8
BE000011717,W00003060,BP000025,Medical,Germany,EMEA,Individual,Enrolled,2021-12-16,,0.15,0.85
BE000011718,W00003061,BP000096,Employee Assistance Program,United Kingdom,EMEA,Employee,Enrolled,2023-01-18,,0.0,1.0
BE000011719,W00003061,BP000093,Disability,United Kingdom,EMEA,Employee,Enrolled,2024-02-20,,0.1,0.9
BE000011720,W00003061,BP000090,Dental,United Kingdom,EMEA,Individual,Enrolled,2024-08-16,,0.2,0.8
BE000011721,W00003061,BP000089,Medical,United Kingdom,EMEA,Individual,Enrolled,2022-05-16,,0.15,0.85
BE000011722,W00003061,BP000095,Wellness Program,United Kingdom,EMEA,Employee,Enrolled,2022-11-11,,0.0,1.0
BE000011723,W00003062,BP000036,Life Insurance,India,APAC,Employee,Enrolled,2024-02-11,,0.0,1.0
BE000011724,W00003062,BP000034,Dental,India,APAC,Individual,Enrolled,2021-07-10,,0.2,0.8
BE000011725,W00003062,BP000040,Employee Assistance Program,India,APAC,Employee,Enrolled,2022-04-05,,0.0,1.0
BE000011726,W00003062,BP000038,Retirement,India,APAC,Employee,Enrolled,2023-05-06,,0.05,0.95
BE000011727,W00003063,BP000003,Vision,Australia,APAC,Individual,Enrolled,2022-05-13,,0.2,0.8
BE000011728,W00003063,BP000008,Employee Assistance Program,Australia,APAC,Employee,Enrolled,2021-09-04,,0.0,1.0
BE000011729,W00003063,BP000006,Retirement,Australia,APAC,Employee,Enrolled,2022-03-14,,0.05,0.95
BE000011730,W00003064,BP000088,Employee Assistance Program,United Arab Emirates,EMEA,Employee,Waived,2022-09-25,,0.0,1.0
BE000011731,W00003064,BP000081,Medical,United Arab Emirates,EMEA,Individual,Enrolled,2021-12-10,,0.15,0.85
BE000011732,W00003064,BP000086,Retirement,United Arab Emirates,EMEA,Employee,Enrolled,2025-11-25,,0.05,0.95
BE000011733,W00003064,BP000084,Life Insurance,United Arab Emirates,EMEA,Employee,Enrolled,2024-10-20,,0.0,1.0
BE000011734,W00003064,BP000085,Disability,United Arab Emirates,EMEA,Employee,Enrolled,2022-12-29,,0.1,0.9
BE000011735,W00003065,BP000021,Disability,Canada,Americas,Employee,Waived,2022-09-20,,0.1,0.9
BE000011736,W00003065,BP000019,Vision,Canada,Americas,Individual,Waived,2025-10-28,,0.2,0.8
BE000011737,W00003065,BP000024,Employee Assistance Program,Canada,Americas,Employee,Enrolled,2021-12-25,,0.0,1.0
BE000011738,W00003065,BP000023,Wellness Program,Canada,Americas,Employee,Enrolled,2022-05-01,,0.0,1.0
BE000011739,W00003065,BP000017,Medical,Canada,Americas,Individual,Enrolled,2022-03-19,,0.15,0.85
BE000011740,W00003066,BP000094,Retirement,United Kingdom,EMEA,Employee,Waived,2022-11-19,,0.05,0.95
BE000011741,W00003066,BP000091,Vision,United Kingdom,EMEA,Individual,Enrolled,2022-06-02,,0.2,0.8
BE000011742,W00003066,BP000090,Dental,United Kingdom,EMEA,Individual,Enrolled,2025-10-12,,0.2,0.8
BE000011743,W00003066,BP000093,Disability,United Kingdom,EMEA,Employee,Enrolled,2022-12-03,,0.1,0.9
BE000011744,W00003066,BP000092,Life Insurance,United Kingdom,EMEA,Employee,Enrolled,2024-10-29,,0.0,1.0
BE000011745,W00003067,BP000015,Wellness Program,Brazil,Americas,Employee,Enrolled,2023-07-02,,0.0,1.0
BE000011746,W00003067,BP000013,Disability,Brazil,Americas,Employee,Enrolled,2023-08-21,,0.1,0.9
BE000011747,W00003067,BP000011,Vision,Brazil,Americas,Individual,Enrolled,2024-06-20,,0.2,0.8
BE000011748,W00003067,BP000014,Retirement,Brazil,Americas,Employee,Enrolled,2024-11-13,,0.05,0.95
BE000011749,W00003067,BP000010,Dental,Brazil,Americas,Individual,Enrolled,2024-03-22,,0.2,0.8
BE000011750,W00003068,BP000102,Retirement,United States,Americas,Employee,Enrolled,2022-06-09,,0.05,0.95
BE000011751,W00003068,BP000097,Medical,United States,Americas,Individual,Enrolled,2024-01-30,,0.15,0.85
BE000011752,W00003068,BP000098,Dental,United States,Americas,Individual,Enrolled,2023-02-06,,0.2,0.8
BE000011753,W00003068,BP000100,Life Insurance,United States,Americas,Employee,Waived,2024-02-13,,0.0,1.0
BE000011754,W00003068,BP000103,Wellness Program,United States,Americas,Employee,Enrolled,2023-10-11,,0.0,1.0
BE000011755,W00003068,BP000104,Employee Assistance Program,United States,Americas,Employee,Enrolled,2024-06-07,,0.0,1.0
BE000011756,W00003069,BP000057,Medical,Netherlands,EMEA,Individual,Enrolled,2023-03-29,,0.15,0.85
BE000011757,W00003069,BP000061,Disability,Netherlands,EMEA,Employee,Enrolled,2025-08-03,,0.1,0.9
BE000011758,W00003069,BP000059,Vision,Netherlands,EMEA,Individual,Enrolled,2021-01-12,,0.2,0.8
BE000011759,W00003069,BP000058,Dental,Netherlands,EMEA,Individual,Enrolled,2024-01-31,,0.2,0.8
BE000011760,W00003069,BP000063,Wellness Program,Netherlands,EMEA,Employee,Enrolled,2025-01-26,,0.0,1.0
BE000011761,W00003069,BP000060,Life Insurance,Netherlands,EMEA,Employee,Enrolled,2021-07-18,,0.0,1.0
BE000011762,W00003071,BP000039,Wellness Program,India,APAC,Employee,Enrolled,2021-05-11,,0.0,1.0
BE000011763,W00003071,BP000034,Dental,India,APAC,Individual,Waived,2025-02-07,,0.2,0.8
BE000011764,W00003071,BP000033,Medical,India,APAC,Individual,Enrolled,2024-10-23,,0.15,0.85
BE000011765,W00003071,BP000037,Disability,India,APAC,Employee,Waived,2024-08-06,,0.1,0.9
BE000011766,W00003072,BP000061,Disability,Netherlands,EMEA,Employee,Enrolled,2024-01-02,,0.1,0.9
BE000011767,W00003072,BP000063,Wellness Program,Netherlands,EMEA,Employee,Enrolled,2022-07-08,,0.0,1.0
BE000011768,W00003072,BP000059,Vision,Netherlands,EMEA,Individual,Enrolled,2024-04-05,,0.2,0.8
BE000011769,W00003072,BP000062,Retirement,Netherlands,EMEA,Employee,Enrolled,2021-10-09,,0.05,0.95
BE000011770,W00003073,BP000055,Wellness Program,Mexico,Americas,Employee,Enrolled,2022-09-22,,0.0,1.0
BE000011771,W00003073,BP000050,Dental,Mexico,Americas,Individual,Enrolled,2024-05-09,,0.2,0.8
BE000011772,W00003073,BP000051,Vision,Mexico,Americas,Individual,Enrolled,2022-09-01,,0.2,0.8
BE000011773,W00003073,BP000052,Life Insurance,Mexico,Americas,Employee,Waived,2024-05-08,,0.0,1.0
BE000011774,W00003073,BP000056,Employee Assistance Program,Mexico,Americas,Employee,Enrolled,2021-03-12,,0.0,1.0
BE000011775,W00003073,BP000053,Disability,Mexico,Americas,Employee,Enrolled,2024-08-16,,0.1,0.9
BE000011776,W00003074,BP000001,Medical,Australia,APAC,Individual,Enrolled,2021-11-07,,0.15,0.85
BE000011777,W00003074,BP000008,Employee Assistance Program,Australia,APAC,Employee,Enrolled,2025-03-03,,0.0,1.0
BE000011778,W00003074,BP000005,Disability,Australia,APAC,Employee,Terminated,2022-06-13,2023-04-30,0.1,0.9
BE000011779,W00003074,BP000002,Dental,Australia,APAC,Individual,Enrolled,2024-10-28,,0.2,0.8
BE000011780,W00003074,BP000007,Wellness Program,Australia,APAC,Employee,Enrolled,2022-09-29,,0.0,1.0
BE000011781,W00003074,BP000006,Retirement,Australia,APAC,Employee,Enrolled,2025-05-16,,0.05,0.95
BE000011782,W00003075,BP000035,Vision,India,APAC,Individual,Enrolled,2023-05-21,,0.2,0.8
BE000011783,W00003075,BP000034,Dental,India,APAC,Individual,Enrolled,2021-05-26,,0.2,0.8
BE000011784,W00003075,BP000039,Wellness Program,India,APAC,Employee,Enrolled,2023-10-05,,0.0,1.0
BE000011785,W00003075,BP000036,Life Insurance,India,APAC,Employee,Enrolled,2025-12-05,,0.0,1.0
BE000011786,W00003076,BP000030,Retirement,Germany,EMEA,Employee,Terminated,2024-03-18,2025-11-03,0.05,0.95
BE000011787,W00003076,BP000027,Vision,Germany,EMEA,Individual,Enrolled,2024-04-29,,0.2,0.8
BE000011788,W00003076,BP000028,Life Insurance,Germany,EMEA,Employee,Enrolled,2021-05-10,,0.0,1.0
BE000011789,W00003076,BP000025,Medical,Germany,EMEA,Individual,Enrolled,2022-09-12,,0.15,0.85
BE000011790,W00003076,BP000031,Wellness Program,Germany,EMEA,Employee,Enrolled,2021-11-29,,0.0,1.0
BE000011791,W00003076,BP000026,Dental,Germany,EMEA,Individual,Enrolled,2024-03-29,,0.2,0.8
BE000011792,W00003078,BP000058,Dental,Netherlands,EMEA,Individual,Terminated,2021-04-07,2022-10-16,0.2,0.8
BE000011793,W00003078,BP000063,Wellness Program,Netherlands,EMEA,Employee,Enrolled,2021-08-21,,0.0,1.0
BE000011794,W00003078,BP000057,Medical,Netherlands,EMEA,Individual,Enrolled,2023-09-08,,0.15,0.85
BE000011795,W00003078,BP000059,Vision,Netherlands,EMEA,Individual,Enrolled,2021-01-18,,0.2,0.8
BE000011796,W00003078,BP000062,Retirement,Netherlands,EMEA,Employee,Enrolled,2025-11-16,,0.05,0.95
BE000011797,W00003078,BP000060,Life Insurance,Netherlands,EMEA,Employee,Enrolled,2025-12-03,,0.0,1.0
BE000011798,W00003079,BP000049,Medical,Mexico,Americas,Individual,Enrolled,2023-07-28,,0.15,0.85
BE000011799,W00003079,BP000054,Retirement,Mexico,Americas,Employee,Enrolled,2025-11-15,,0.05,0.95
BE000011800,W00003079,BP000051,Vision,Mexico,Americas,Individual,Enrolled,2022-04-17,,0.2,0.8
BE000011801,W00003079,BP000055,Wellness Program,Mexico,Americas,Employee,Enrolled,2021-02-26,,0.0,1.0
BE000011802,W00003079,BP000056,Employee Assistance Program,Mexico,Americas,Employee,Enrolled,2023-02-07,,0.0,1.0
BE000011803,W00003079,BP000053,Disability,Mexico,Americas,Employee,Enrolled,2023-11-13,,0.1,0.9
BE000011804,W00003080,BP000030,Retirement,Germany,EMEA,Employee,Waived,2025-01-09,,0.05,0.95
BE000011805,W00003080,BP000032,Employee Assistance Program,Germany,EMEA,Employee,Enrolled,2021-10-12,,0.0,1.0
BE000011806,W00003080,BP000025,Medical,Germany,EMEA,Individual,Enrolled,2021-12-30,,0.15,0.85
BE000011807,W00003082,BP000091,Vision,United Kingdom,EMEA,Individual,Enrolled,2023-12-31,,0.2,0.8
BE000011808,W00003082,BP000089,Medical,United Kingdom,EMEA,Individual,Waived,2025-12-27,,0.15,0.85
BE000011809,W00003082,BP000094,Retirement,United Kingdom,EMEA,Employee,Enrolled,2025-11-16,,0.05,0.95
BE000011810,W00003082,BP000092,Life Insurance,United Kingdom,EMEA,Employee,Enrolled,2023-08-27,,0.0,1.0
BE000011811,W00003082,BP000095,Wellness Program,United Kingdom,EMEA,Employee,Enrolled,2025-03-20,,0.0,1.0
BE000011812,W00003082,BP000093,Disability,United Kingdom,EMEA,Employee,Enrolled,2024-09-19,,0.1,0.9
BE000011813,W00003083,BP000012,Life Insurance,Brazil,Americas,Employee,Enrolled,2025-10-18,,0.0,1.0
BE000011814,W00003083,BP000016,Employee Assistance Program,Brazil,Americas,Employee,Enrolled,2023-04-23,,0.0,1.0
BE000011815,W00003083,BP000013,Disability,Brazil,Americas,Employee,Enrolled,2022-05-10,,0.1,0.9
BE000011816,W00003083,BP000010,Dental,Brazil,Americas,Individual,Enrolled,2021-08-18,,0.2,0.8
BE000011817,W00003084,BP000008,Employee Assistance Program,Australia,APAC,Employee,Enrolled,2024-03-29,,0.0,1.0
BE000011818,W00003084,BP000007,Wellness Program,Australia,APAC,Employee,Enrolled,2021-04-08,,0.0,1.0
BE000011819,W00003084,BP000003,Vision,Australia,APAC,Individual,Enrolled,2024-02-27,,0.2,0.8
BE000011820,W00003084,BP000006,Retirement,Australia,APAC,Employee,Enrolled,2024-12-20,,0.05,0.95
BE000011821,W00003085,BP000098,Dental,United States,Americas,Individual,Enrolled,2024-10-15,,0.2,0.8
BE000011822,W00003085,BP000099,Vision,United States,Americas,Individual,Enrolled,2022-02-04,,0.2,0.8
BE000011823,W00003085,BP000100,Life Insurance,United States,Americas,Employee,Enrolled,2024-02-01,,0.0,1.0
BE000011824,W00003085,BP000104,Employee Assistance Program,United States,Americas,Employee,Enrolled,2023-10-20,,0.0,1.0
BE000011825,W00003085,BP000097,Medical,United States,Americas,Individual,Enrolled,2023-03-14,,0.15,0.85
BE000011826,W00003085,BP000101,Disability,United States,Americas,Employee,Enrolled,2021-07-08,,0.1,0.9
BE000011827,W00003086,BP000053,Disability,Mexico,Americas,Employee,Enrolled,2021-05-17,,0.1,0.9
BE000011828,W00003086,BP000052,Life Insurance,Mexico,Americas,Employee,Enrolled,2025-06-07,,0.0,1.0
BE000011829,W00003086,BP000049,Medical,Mexico,Americas,Individual,Enrolled,2023-04-09,,0.15,0.85
BE000011830,W00003088,BP000027,Vision,Germany,EMEA,Individual,Enrolled,2023-11-02,,0.2,0.8
BE000011831,W00003088,BP000031,Wellness Program,Germany,EMEA,Employee,Enrolled,2022-12-13,,0.0,1.0
BE000011832,W00003088,BP000028,Life Insurance,Germany,EMEA,Employee,Waived,2024-12-04,,0.0,1.0
BE000011833,W00003088,BP000032,Employee Assistance Program,Germany,EMEA,Employee,Enrolled,2021-05-23,,0.0,1.0
BE000011834,W00003088,BP000029,Disability,Germany,EMEA,Employee,Terminated,2025-05-22,2026-05-07,0.1,0.9
BE000011835,W00003089,BP000004,Life Insurance,Australia,APAC,Employee,Enrolled,2024-01-27,,0.0,1.0
BE000011836,W00003089,BP000002,Dental,Australia,APAC,Individual,Enrolled,2025-08-27,,0.2,0.8
BE000011837,W00003089,BP000006,Retirement,Australia,APAC,Employee,Enrolled,2025-10-22,,0.05,0.95
BE000011838,W00003089,BP000001,Medical,Australia,APAC,Individual,Enrolled,2023-10-18,,0.15,0.85
BE000011839,W00003090,BP000034,Dental,India,APAC,Individual,Enrolled,2022-06-06,,0.2,0.8
BE000011840,W00003090,BP000036,Life Insurance,India,APAC,Employee,Enrolled,2024-04-11,,0.0,1.0
BE000011841,W00003090,BP000038,Retirement,India,APAC,Employee,Terminated,2024-06-25,2025-10-25,0.05,0.95
BE000011842,W00003091,BP000020,Life Insurance,Canada,Americas,Employee,Waived,2024-11-19,,0.0,1.0
BE000011843,W00003091,BP000019,Vision,Canada,Americas,Individual,Enrolled,2023-06-07,,0.2,0.8
BE000011844,W00003091,BP000022,Retirement,Canada,Americas,Employee,Enrolled,2021-06-16,,0.05,0.95
BE000011845,W00003091,BP000024,Employee Assistance Program,Canada,Americas,Employee,Enrolled,2025-04-24,,0.0,1.0
BE000011846,W00003092,BP000030,Retirement,Germany,EMEA,Employee,Enrolled,2022-01-24,,0.05,0.95
BE000011847,W00003092,BP000027,Vision,Germany,EMEA,Individual,Enrolled,2022-11-27,,0.2,0.8
BE000011848,W00003092,BP000032,Employee Assistance Program,Germany,EMEA,Employee,Enrolled,2024-05-23,,0.0,1.0
BE000011849,W00003094,BP000064,Employee Assistance Program,Netherlands,EMEA,Employee,Enrolled,2022-08-11,,0.0,1.0
BE000011850,W00003094,BP000059,Vision,Netherlands,EMEA,Individual,Enrolled,2024-12-24,,0.2,0.8
BE000011851,W00003094,BP000057,Medical,Netherlands,EMEA,Individual,Enrolled,2025-01-21,,0.15,0.85
BE000011852,W00003094,BP000060,Life Insurance,Netherlands,EMEA,Employee,Enrolled,2025-04-27,,0.0,1.0
BE000011853,W00003094,BP000061,Disability,Netherlands,EMEA,Employee,Enrolled,2023-04-05,,0.1,0.9
BE000011854,W00003094,BP000058,Dental,Netherlands,EMEA,Individual,Enrolled,2023-03-01,,0.2,0.8
BE000011855,W00003095,BP000013,Disability,Brazil,Americas,Employee,Enrolled,2024-08-26,,0.1,0.9
BE000011856,W00003095,BP000014,Retirement,Brazil,Americas,Employee,Enrolled,2025-07-04,,0.05,0.95
BE000011857,W00003095,BP000012,Life Insurance,Brazil,Americas,Employee,Enrolled,2022-05-29,,0.0,1.0
BE000011858,W00003095,BP000015,Wellness Program,Brazil,Americas,Employee,Enrolled,2024-09-05,,0.0,1.0
BE000011859,W00003095,BP000011,Vision,Brazil,Americas,Individual,Enrolled,2024-10-27,,0.2,0.8
BE000011860,W00003095,BP000010,Dental,Brazil,Americas,Individual,Enrolled,2022-03-11,,0.2,0.8
BE000011861,W00003096,BP000006,Retirement,Australia,APAC,Employee,Enrolled,2023-03-25,,0.05,0.95
BE000011862,W00003096,BP000007,Wellness Program,Australia,APAC,Employee,Enrolled,2023-06-25,,0.0,1.0
BE000011863,W00003096,BP000004,Life Insurance,Australia,APAC,Employee,Waived,2022-11-28,,0.0,1.0
BE000011864,W00003096,BP000001,Medical,Australia,APAC,Individual,Enrolled,2023-10-25,,0.15,0.85
BE000011865,W00003096,BP000003,Vision,Australia,APAC,Individual,Enrolled,2025-12-07,,0.2,0.8
BE000011866,W00003097,BP000061,Disability,Netherlands,EMEA,Employee,Enrolled,2025-02-14,,0.1,0.9
BE000011867,W00003097,BP000059,Vision,Netherlands,EMEA,Individual,Enrolled,2023-08-08,,0.2,0.8
