job_requisition_id,requisition_title,job_profile_id,job_family,career_level,business_unit,company_id,location_id,country,region,cost_center_id,supervisory_org_id,hiring_manager_worker_id,recruiter_worker_id,requisition_status,approval_status,requisition_reason,employment_type,worker_type,target_openings,filled_openings,opened_date,closed_date,target_start_date,time_to_fill_days,primary_recruiting_source,priority,gen_ai_critical_requisition,confidential_requisition
JR00001134,Senior Manager - Operations,JP000514,Operations,Senior Manager,Consulting,C029,LOC000605,Australia,APAC,CC002222,SO002335,W00003821,W00001695,Filled,Approved,Replacement,Regular,Employee,2,2,2024-12-29,2025-02-12,2025-06-13,45,Direct Apply,Medium,False,False
JR00001135,Analyst - Finance,JP000046,Finance,Analyst,Internal Services,C016,LOC000337,India,APAC,CC000570,SO002064,W00003252,W00001372,Filled,Approved,Growth,Regular,Employee,3,3,2025-03-17,2025-04-25,2025-04-21,39,LinkedIn,Critical,False,False
JR00001136,Analyst - Information Technology,JP000367,Information Technology,Analyst,Internal Services,C023,LOC000439,Australia,APAC,CC000793,SO002346,W00000890,W00002410,Open,Approved,Replacement,Intern,Intern,11,0,2022-04-05,,2022-08-28,,LinkedIn,High,True,False
JR00001137,Consultant - Corporate Tax,JP000201,Corporate Tax,Consultant,Tax,C023,LOC000622,Australia,APAC,CC001866,SO001945,W00004352,W00001717,Filled,Approved,Campus Hiring,Intern,Intern,25,25,2023-12-08,2024-02-26,2024-04-04,80,Direct Apply,High,False,False
JR00001138,Senior Manager - Mergers and Acquisitions,JP000561,Mergers and Acquisitions,Senior Manager,Deals,C001,LOC000365,Mexico,Americas,CC001065,SO001807,W00003423,W00004017,On Hold,Approved,Replacement,Regular,Employee,1,0,2023-05-28,,2023-08-15,,Employee Referral,Medium,False,False
JR00001139,Director - Mergers and Acquisitions,JP000586,Mergers and Acquisitions,Director,Deals,C034,LOC000126,Australia,APAC,CC001979,SO001844,W00004843,W00003457,Filled,Rejected,Replacement,Contractor,Contractor,1,1,2023-12-05,2024-02-13,2024-04-18,70,Agency,Medium,False,False
JR00001140,Senior Manager - Corporate Tax,JP000130,Corporate Tax,Senior Manager,Tax,C007,LOC000160,Canada,Americas,CC002493,SO000346,W00000040,W00004752,Filled,Approved,Replacement,Regular,Employee,1,1,2021-02-08,2021-03-16,2021-07-09,36,Employee Referral,Medium,False,False
JR00001141,Manager - Corporate Tax,JP000043,Corporate Tax,Manager,Tax,C008,LOC000615,Australia,APAC,CC001022,SO001789,W00003835,W00000100,Filled,Approved,Replacement,Regular,Employee,2,2,2024-11-01,2024-11-28,2025-02-19,27,Direct Apply,Medium,False,False
JR00001142,Manager - Corporate Tax,JP000098,Corporate Tax,Manager,Tax,C033,LOC000514,Germany,EMEA,CC001398,SO001405,W00001994,W00003085,Closed Without Hire,Approved,Growth,Contractor,Contractor,1,0,2025-08-04,2025-09-18,2025-12-11,45,Employee Referral,Medium,False,False
JR00001143,Manager - Operations,JP000042,Operations,Manager,Consulting,C037,LOC000127,United States,Americas,CC002227,SO001624,W00001356,W00004020,Open,Approved,Growth,Regular,Employee,2,1,2024-05-26,,2024-10-14,,LinkedIn,Medium,False,False
JR00001144,Senior Manager - Legal,JP000329,Legal,Senior Manager,Internal Services,C014,LOC000147,Germany,EMEA,CC001603,SO002435,W00002727,W00002715,Filled,Approved,Replacement,Regular,Employee,1,1,2024-06-17,2024-09-17,2024-10-05,92,Direct Apply,Medium,False,False
JR00001145,Senior Consultant - Human Capital,JP000489,Human Capital,Senior Consultant,Consulting,C004,LOC000590,India,APAC,CC000132,SO001511,W00001989,W00000246,Open,Approved,Replacement,Regular,Employee,2,0,2021-04-30,,2021-08-13,,LinkedIn,High,False,False
JR00001146,Senior Consultant - Technology Consulting,JP000502,Technology Consulting,Senior Consultant,Consulting,C008,LOC000191,Australia,APAC,CC000467,SO002445,W00000989,W00004190,Filled,Approved,Campus Hiring,Intern,Intern,23,23,2023-03-18,2023-07-16,2023-06-11,120,Executive Search,Critical,True,False
JR00001147,Senior Consultant - Finance,JP000598,Finance,Senior Consultant,Internal Services,C018,LOC000519,Germany,EMEA,CC000047,SO001225,W00003824,W00000371,Open,Approved,Replacement,Regular,Employee,1,0,2021-06-18,,2021-10-04,,Agency,Low,False,False
JR00001148,Consultant - Mergers and Acquisitions,JP000461,Mergers and Acquisitions,Consultant,Deals,C004,LOC000105,India,APAC,CC001157,SO001596,W00003291,W00001699,Open,Approved,Growth,Contractor,Contractor,1,0,2022-08-29,,2022-12-04,,Employee Referral,High,False,False
JR00001149,Manager - Operations,JP000475,Operations,Manager,Consulting,C004,LOC000083,India,APAC,CC002454,SO000563,W00003062,W00003770,Filled,Approved,Replacement,Contractor,Contractor,1,1,2022-05-31,2022-09-01,2022-11-26,93,Direct Apply,Medium,False,False
JR00001150,Senior Consultant - Mergers and Acquisitions,JP000276,Mergers and Acquisitions,Senior Consultant,Deals,C036,LOC000704,United States,Americas,CC000514,SO002216,W00004725,W00003121,Filled,Approved,Replacement,Regular,Employee,1,1,2025-03-15,2025-05-07,2025-07-03,53,Talent Community,High,False,False
JR00001151,Senior Manager - Information Technology,JP000054,Information Technology,Senior Manager,Internal Services,C016,LOC000329,India,APAC,CC001679,SO000704,W00004779,W00003242,Filled,Approved,Growth,Regular,Employee,1,1,2021-07-28,2021-09-05,2021-09-15,39,Direct Apply,Medium,True,False
JR00001152,Analyst - Audit Assurance,JP000350,Audit Assurance,Analyst,Audit,C007,LOC000652,Canada,Americas,CC000355,SO000639,W00003999,W00000765,Filled,Approved,Campus Hiring,Intern,Intern,10,10,2023-07-12,2023-08-25,2023-12-27,44,Employee Referral,Medium,False,False
JR00001153,Senior Consultant - Human Resources,JP000225,Human Resources,Senior Consultant,Internal Services,C031,LOC000030,Netherlands,EMEA,CC001559,SO000039,W00002118,W00004467,Open,Approved,Growth,Regular,Employee,1,0,2022-12-25,,2023-01-25,,LinkedIn,High,False,False
JR00001154,Analyst - Regulatory Risk,JP000010,Regulatory Risk,Analyst,Risk Advisory,C002,LOC000557,Brazil,Americas,CC001373,SO001825,W00001926,W00000195,Filled,Approved,Backfill,Regular,Employee,1,1,2024-01-16,2024-03-02,2024-07-09,46,Employee Referral,Medium,False,False
JR00001155,Senior Consultant - Operations,JP000354,Operations,Senior Consultant,Consulting,C003,LOC000189,Germany,EMEA,CC001891,SO002403,W00001568,W00004070,Canceled,Rejected,Replacement,Regular,Employee,1,0,2021-03-01,2021-04-02,2021-08-16,32,Direct Apply,Critical,False,False
JR00001156,Senior Manager - Information Technology,JP000122,Information Technology,Senior Manager,Internal Services,C036,LOC000545,United States,Americas,CC000238,SO002430,W00004298,W00001801,Canceled,Approved,Replacement,Fixed Term,Employee,1,0,2025-02-16,2025-05-09,2025-07-05,82,LinkedIn,Critical,True,False
JR00001157,Consultant - Regulatory Risk,JP000081,Regulatory Risk,Consultant,Risk Advisory,C015,LOC000364,United Kingdom,EMEA,CC001879,SO000802,W00001780,W00000402,Filled,Approved,Campus Hiring,Intern,Intern,20,20,2024-08-05,2024-10-18,2025-01-08,74,Employee Referral,Medium,False,False
JR00001158,Analyst - Legal,JP000430,Legal,Analyst,Internal Services,C035,LOC000395,India,APAC,CC001648,SO000937,W00002527,W00001964,Open,Approved,Replacement,Regular,Employee,1,0,2025-06-13,,2025-11-03,,Agency,Low,False,False
JR00001159,Analyst - Information Technology,JP000166,Information Technology,Analyst,Internal Services,C031,LOC000032,Netherlands,EMEA,CC001341,SO000337,W00000097,W00003273,Canceled,Approved,Replacement,Regular,Employee,2,0,2021-01-25,2021-02-04,2021-03-15,10,Employee Referral,Medium,True,False
JR00001160,Analyst - Operations,JP000459,Operations,Analyst,Consulting,C010,LOC000475,Spain,EMEA,CC000741,SO001055,W00004792,W00003817,Open,Approved,Backfill,Regular,Employee,3,0,2021-12-23,,2022-04-06,,Direct Apply,Medium,False,False
JR00001161,Analyst - Cyber Risk,JP000161,Cyber Risk,Analyst,Risk Advisory,C010,LOC000492,Spain,EMEA,CC002352,SO002049,W00000806,W00004714,Filled,Approved,Internal Mobility,Regular,Employee,1,1,2023-11-20,2023-12-29,2023-12-23,39,Internal Mobility,Critical,True,False
JR00001162,Analyst - Legal,JP000186,Legal,Analyst,Internal Services,C021,LOC000748,India,APAC,CC000544,SO001396,W00001214,W00001944,Open,Approved,Internal Mobility,Regular,Employee,1,0,2022-02-11,,2022-04-11,,Direct Apply,Medium,False,False
JR00001163,Senior Manager - Mergers and Acquisitions,JP000561,Mergers and Acquisitions,Senior Manager,Deals,C029,LOC000458,Australia,APAC,CC002408,SO000480,W00002710,W00000480,Filled,Approved,Replacement,Regular,Employee,1,1,2023-12-22,2024-03-21,2024-04-08,90,Campus,Medium,False,False
JR00001164,Partner - Finance,JP000524,Finance,Partner,Internal Services,C024,LOC000168,India,APAC,CC000552,SO000596,W00004958,W00000743,Filled,Approved,Replacement,Regular,Employee,1,1,2025-11-18,2025-12-30,2025-12-31,42,Agency,Medium,False,False
JR00001165,Consultant - Strategy Consulting,JP000480,Strategy Consulting,Consultant,Consulting,C004,LOC000692,India,APAC,CC002044,SO001448,W00000552,W00001603,Open,Approved,Strategic Skill Build,Regular,Employee,4,0,2021-07-25,,2021-10-07,,Direct Apply,Critical,True,False
JR00001166,Senior Consultant - Operations,JP000145,Operations,Senior Consultant,Consulting,C022,LOC000701,Mexico,Americas,CC000484,SO000680,W00000676,W00003888,Closed Without Hire,Approved,Campus Hiring,Intern,Intern,24,0,2025-12-26,2025-12-31,2025-12-31,5,Employee Referral,Medium,False,False
JR00001167,Manager - Strategy Consulting,JP000386,Strategy Consulting,Manager,Consulting,C017,LOC000542,Australia,APAC,CC001146,SO002353,W00003950,W00001906,Open,Approved,Internal Mobility,Regular,Employee,3,2,2021-04-12,,2021-09-24,,Executive Search,Critical,True,False
JR00001168,Analyst - Cyber Risk,JP000178,Cyber Risk,Analyst,Risk Advisory,C024,LOC000087,India,APAC,CC000547,SO001165,W00001662,W00001028,Filled,Approved,Growth,Fixed Term,Employee,1,1,2021-01-26,2021-03-12,2021-03-04,45,Direct Apply,Critical,True,False
JR00001169,Manager - Technology Consulting,JP000387,Technology Consulting,Manager,Consulting,C018,LOC000519,Germany,EMEA,CC000293,SO001506,W00001497,W00004079,Canceled,Approved,Backfill,Contractor,Contractor,1,0,2023-10-05,2023-10-20,2024-01-30,15,LinkedIn,Critical,True,False
JR00001170,Analyst - Operations,JP000554,Operations,Analyst,Consulting,C034,LOC000480,Australia,APAC,CC002331,SO000273,W00000288,W00001502,Canceled,Rejected,Growth,Regular,Employee,2,0,2022-06-02,2022-08-10,2022-09-30,69,Direct Apply,High,False,False
JR00001171,Consultant - Marketing,JP000067,Marketing,Consultant,Internal Services,C026,LOC000358,India,APAC,CC002157,SO001047,W00004643,W00004809,Filled,Approved,Growth,Contractor,Contractor,1,1,2021-12-13,2022-02-13,2022-05-03,62,Direct Apply,High,False,False
JR00001172,Consultant - Human Capital,JP000005,Human Capital,Consultant,Consulting,C017,LOC000585,Australia,APAC,CC000940,SO002493,W00000138,W00001903,Canceled,Approved,Replacement,Regular,Employee,1,0,2024-01-20,2024-02-06,2024-07-13,17,LinkedIn,Medium,False,False
JR00001173,Consultant - Marketing,JP000012,Marketing,Consultant,Internal Services,C013,LOC000741,United Arab Emirates,EMEA,CC001640,SO001424,W00003299,W00001741,On Hold,Approved,Replacement,Regular,Employee,1,0,2024-02-08,,2024-06-24,,Agency,Medium,False,False
JR00001174,Senior Manager - Data and Analytics,JP000146,Data and Analytics,Senior Manager,Consulting,C011,LOC000504,Germany,EMEA,CC000526,SO000387,W00004999,W00003382,Open,Approved,Strategic Skill Build,Regular,Employee,7,0,2024-05-01,,2024-06-09,,Talent Community,Critical,True,False
JR00001175,Senior Consultant - Finance,JP000598,Finance,Senior Consultant,Internal Services,C018,LOC000284,Germany,EMEA,CC000633,SO000839,W00003810,W00002249,Filled,Approved,Campus Hiring,Intern,Intern,9,9,2022-03-09,2022-04-12,2022-07-30,34,Employee Referral,High,False,False
JR00001176,Consultant - Regulatory Risk,JP000463,Regulatory Risk,Consultant,Risk Advisory,C028,LOC000034,Germany,EMEA,CC000951,SO001011,W00002938,W00003528,Filled,Approved,Replacement,Regular,Employee,1,1,2025-10-29,2025-12-31,2025-12-31,63,Direct Apply,Critical,False,False
JR00001177,Analyst - Human Resources,JP000357,Human Resources,Analyst,Internal Services,C020,LOC000476,United Kingdom,EMEA,CC001584,SO001118,W00000634,W00003120,Open,Pending Approval,Replacement,Regular,Employee,1,0,2024-09-19,,2025-01-17,,LinkedIn,High,False,False
JR00001178,Consultant - Legal,JP000449,Legal,Consultant,Internal Services,C040,LOC000015,Netherlands,EMEA,CC002414,SO001675,W00000128,W00000435,Filled,Approved,Growth,Regular,Employee,1,1,2021-02-18,2021-05-05,2021-07-20,76,Direct Apply,High,False,False
JR00001179,Consultant - Marketing,JP000109,Marketing,Consultant,Internal Services,C002,LOC000557,Brazil,Americas,CC000554,SO001566,W00003855,W00001965,On Hold,Approved,Internal Mobility,Regular,Employee,2,0,2021-06-04,,2021-08-12,,LinkedIn,Medium,False,False
JR00001180,Senior Consultant - Marketing,JP000047,Marketing,Senior Consultant,Internal Services,C016,LOC000526,India,APAC,CC000166,SO001892,W00004366,W00001357,Open,Approved,Replacement,Regular,Employee,3,2,2022-03-02,,2022-05-28,,Direct Apply,Medium,False,False
JR00001181,Senior Consultant - Data and Analytics,JP000253,Data and Analytics,Senior Consultant,Consulting,C011,LOC000051,Germany,EMEA,CC002053,SO001103,W00003730,W00002632,Open,Approved,Growth,Contractor,Contractor,1,0,2023-06-13,,2023-07-20,,Direct Apply,Medium,True,False
JR00001182,Consultant - Regulatory Risk,JP000152,Regulatory Risk,Consultant,Risk Advisory,C018,LOC000054,Germany,EMEA,CC001535,SO000376,W00003267,W00003931,Filled,Approved,Growth,Regular,Employee,1,1,2024-10-31,2024-12-11,2025-04-22,41,Internal Mobility,Medium,False,False
JR00001183,Senior Consultant - Technology Consulting,JP000008,Technology Consulting,Senior Consultant,Consulting,C035,LOC000410,India,APAC,CC000837,SO001292,W00004015,W00001103,Filled,Approved,Replacement,Intern,Intern,9,9,2024-06-24,2024-08-10,2024-09-05,47,Employee Referral,Critical,True,False
JR00001184,Consultant - Human Capital,JP000021,Human Capital,Consultant,Consulting,C031,LOC000354,Netherlands,EMEA,CC001069,SO001710,W00004664,W00000349,Open,Approved,Replacement,Regular,Employee,1,0,2023-03-06,,2023-07-21,,Direct Apply,Critical,False,False
JR00001185,Senior Consultant - Regulatory Risk,JP000060,Regulatory Risk,Senior Consultant,Risk Advisory,C034,LOC000092,Australia,APAC,CC001623,SO001546,W00001985,W00001456,Filled,Approved,Campus Hiring,Intern,Intern,5,5,2021-10-18,2022-01-17,2022-01-16,91,Internal Mobility,Medium,False,False
JR00001186,Senior Manager - Audit Assurance,JP000273,Audit Assurance,Senior Manager,Audit,C018,LOC000361,Germany,EMEA,CC001804,SO002401,W00003216,W00002243,Filled,Approved,Backfill,Intern,Intern,9,9,2024-05-02,2024-07-08,2024-08-08,67,Campus,Medium,False,False
JR00001187,Analyst - Data and Analytics,JP000445,Data and Analytics,Analyst,Consulting,C033,LOC000571,Germany,EMEA,CC001350,SO001713,W00003986,W00001629,Open,Approved,Backfill,Intern,Intern,14,10,2025-07-23,,2025-10-27,,Direct Apply,Medium,True,False
JR00001188,Analyst - Cyber Risk,JP000161,Cyber Risk,Analyst,Risk Advisory,C002,LOC000557,Brazil,Americas,CC001558,SO000983,W00000513,W00000062,Filled,Approved,Growth,Contractor,Contractor,1,1,2024-04-01,2024-06-13,2024-09-03,73,Direct Apply,Critical,True,False
JR00001189,Analyst - Strategy Consulting,JP000456,Strategy Consulting,Analyst,Consulting,C027,LOC000735,United States,Americas,CC001017,SO002196,W00003085,W00003782,Filled,Pending Approval,Replacement,Regular,Employee,1,1,2023-09-23,2024-01-16,2023-11-10,115,Direct Apply,Medium,True,False
JR00001190,Analyst - Finance,JP000332,Finance,Analyst,Internal Services,C003,LOC000379,Germany,EMEA,CC000437,SO002135,W00000855,W00004029,On Hold,Approved,Internal Mobility,Regular,Employee,1,0,2023-11-23,,2024-02-13,,Employee Referral,Low,False,False
JR00001191,Analyst - Human Resources,JP000107,Human Resources,Analyst,Internal Services,C008,LOC000719,Australia,APAC,CC000150,SO001530,W00004306,W00000815,Filled,Approved,Backfill,Intern,Intern,7,7,2021-03-12,2021-04-22,2021-06-03,41,Direct Apply,Medium,False,False
JR00001192,Analyst - Data and Analytics,JP000114,Data and Analytics,Analyst,Consulting,C002,LOC000505,Brazil,Americas,CC001472,SO002122,W00003120,W00003301,Filled,Approved,Growth,Regular,Employee,3,3,2022-03-28,2022-07-17,2022-06-02,111,Agency,Critical,True,False
JR00001193,Senior Manager - Marketing,JP000086,Marketing,Senior Manager,Internal Services,C026,LOC000125,India,APAC,CC001195,SO000940,W00004144,W00003285,On Hold,Approved,Replacement,Regular,Employee,1,0,2022-12-25,,2023-04-10,,Direct Apply,Medium,False,False
JR00001194,Analyst - Mergers and Acquisitions,JP000073,Mergers and Acquisitions,Analyst,Deals,C011,LOC000081,Germany,EMEA,CC002008,SO002224,W00003917,W00001744,Filled,Approved,Backfill,Contractor,Contractor,1,1,2021-07-18,2021-11-01,2021-10-29,106,Internal Mobility,Medium,False,False
JR00001195,Analyst - Corporate Tax,JP000427,Corporate Tax,Analyst,Tax,C027,LOC000584,United States,Americas,CC000814,SO000195,W00000547,W00003188,Filled,Approved,Strategic Skill Build,Regular,Employee,2,2,2022-05-23,2022-07-10,2022-08-27,48,Agency,Medium,False,False
JR00001196,Analyst - Cyber Risk,JP000048,Cyber Risk,Analyst,Risk Advisory,C024,LOC000602,India,APAC,CC002009,SO002225,W00004743,W00002482,Canceled,Rejected,Growth,Contractor,Contractor,1,0,2021-12-15,2022-01-09,2022-05-02,25,Employee Referral,Medium,True,False
JR00001197,Senior Consultant - Marketing,JP000321,Marketing,Senior Consultant,Internal Services,C029,LOC000446,Australia,APAC,CC002416,SO002247,W00003643,W00003182,Filled,Pending Approval,Replacement,Regular,Employee,3,3,2024-11-20,2025-03-02,2024-12-24,102,Direct Apply,High,False,False
JR00001198,Analyst - Information Technology,JP000411,Information Technology,Analyst,Internal Services,C004,LOC000567,India,APAC,CC000245,SO000536,W00004802,W00002906,Filled,Approved,Strategic Skill Build,Regular,Employee,5,5,2022-12-25,2023-01-31,2023-04-16,37,LinkedIn,High,True,False
JR00001199,Consultant - Mergers and Acquisitions,JP000254,Mergers and Acquisitions,Consultant,Deals,C024,LOC000405,India,APAC,CC000969,SO000977,W00002370,W00000604,On Hold,Approved,Replacement,Regular,Employee,1,0,2024-06-26,,2024-11-22,,Employee Referral,Medium,False,False
JR00001200,Consultant - Information Technology,JP000392,Information Technology,Consultant,Internal Services,C036,LOC000192,United States,Americas,CC001986,SO002486,W00003798,W00003378,Closed Without Hire,Approved,Replacement,Intern,Intern,14,0,2025-03-11,2025-07-10,2025-08-29,121,Agency,Critical,True,False
JR00001201,Analyst - Corporate Tax,JP000167,Corporate Tax,Analyst,Tax,C036,LOC000115,United States,Americas,CC002400,SO001982,W00004447,W00001239,Draft,Draft,Growth,Regular,Employee,1,0,2023-02-17,,2023-04-27,,Direct Apply,Medium,False,False
JR00001202,Senior Consultant - Regulatory Risk,JP000590,Regulatory Risk,Senior Consultant,Risk Advisory,C030,LOC000094,India,APAC,CC000335,SO002208,W00003142,W00004430,Filled,Pending Approval,Backfill,Regular,Employee,1,1,2024-05-26,2024-09-20,2024-10-24,117,Direct Apply,Medium,False,False
JR00001203,Analyst - Audit Assurance,JP000360,Audit Assurance,Analyst,Audit,C002,LOC000610,Brazil,Americas,CC000027,SO002328,W00003195,W00003881,Filled,Approved,Growth,Regular,Employee,1,1,2024-02-06,2024-02-27,2024-07-05,21,LinkedIn,Medium,False,False
JR00001204,Intern - Cyber Risk,JP000247,Cyber Risk,Intern,Risk Advisory,C023,LOC000498,Australia,APAC,CC002129,SO001053,W00004072,W00002767,Filled,Approved,Replacement,Intern,Intern,15,15,2022-12-13,2023-03-24,2023-01-30,101,Direct Apply,Medium,True,False
JR00001205,Director - Data and Analytics,JP000443,Data and Analytics,Director,Consulting,C023,LOC000680,Australia,APAC,CC000793,SO000429,W00000100,W00002506,Filled,Approved,Replacement,Regular,Employee,1,1,2024-05-17,2024-06-17,2024-09-27,31,Direct Apply,Critical,True,False
JR00001206,Consultant - Strategy Consulting,JP000082,Strategy Consulting,Consultant,Consulting,C003,LOC000450,Germany,EMEA,CC000858,SO002331,W00002927,W00002772,Filled,Approved,Growth,Fixed Term,Employee,1,1,2021-12-15,2022-03-07,2022-04-29,82,Direct Apply,Medium,True,False
JR00001207,Senior Manager - Corporate Tax,JP000355,Corporate Tax,Senior Manager,Tax,C013,LOC000389,United Arab Emirates,EMEA,CC001795,SO000604,W00002971,W00001592,Filled,Approved,Replacement,Regular,Employee,1,1,2025-12-26,2025-12-31,2025-12-31,5,Direct Apply,Medium,False,False
JR00001208,Analyst - Legal,JP000279,Legal,Analyst,Internal Services,C013,LOC000144,United Arab Emirates,EMEA,CC001929,SO001967,W00004404,W00002099,On Hold,Approved,Strategic Skill Build,Regular,Employee,3,0,2023-01-30,,2023-06-12,,LinkedIn,Medium,False,False
JR00001209,Consultant - Human Resources,JP000211,Human Resources,Consultant,Internal Services,C037,LOC000434,United States,Americas,CC001944,SO002028,W00003695,W00001823,Filled,Approved,Replacement,Regular,Employee,1,1,2021-07-15,2021-11-09,2021-12-24,117,Direct Apply,Medium,False,False
JR00001210,Senior Manager - Cyber Risk,JP000206,Cyber Risk,Senior Manager,Risk Advisory,C039,LOC000250,United States,Americas,CC001980,SO001861,W00002506,W00000101,Filled,Approved,Backfill,Regular,Employee,1,1,2025-11-20,2025-12-31,2025-12-31,41,Direct Apply,Medium,True,False
JR00001211,Senior Consultant - Marketing,JP000493,Marketing,Senior Consultant,Internal Services,C027,LOC000509,United States,Americas,CC000917,SO002040,W00000224,W00000570,Filled,Approved,Growth,Regular,Employee,3,3,2023-12-29,2024-02-20,2024-05-30,53,Direct Apply,Medium,False,False
JR00001212,Senior Manager - Human Capital,JP000470,Human Capital,Senior Manager,Consulting,C018,LOC000154,Germany,EMEA,CC001196,SO001837,W00000679,W00001152,Filled,Approved,Campus Hiring,Regular,Employee,21,21,2022-07-10,2022-09-14,2022-10-03,66,Agency,Medium,False,False
JR00001213,Analyst - Information Technology,JP000011,Information Technology,Analyst,Internal Services,C040,LOC000683,Netherlands,EMEA,CC001596,SO000560,W00001192,W00002263,Canceled,Rejected,Replacement,Regular,Employee,1,0,2024-01-23,2024-04-02,2024-05-22,70,Direct Apply,Medium,True,False
JR00001214,Analyst - Strategy Consulting,JP000550,Strategy Consulting,Analyst,Consulting,C001,LOC000356,Mexico,Americas,CC001372,SO001218,W00002449,W00002855,Filled,Approved,Replacement,Regular,Employee,1,1,2023-08-27,2023-11-27,2023-12-05,92,Employee Referral,High,True,False
JR00001215,Consultant - Marketing,JP000040,Marketing,Consultant,Internal Services,C015,LOC000546,United Kingdom,EMEA,CC001792,SO000878,W00000674,W00003644,Closed Without Hire,Approved,Replacement,Regular,Employee,1,0,2023-09-29,2023-12-12,2023-11-08,74,Direct Apply,Medium,False,False
JR00001216,Consultant - Data and Analytics,JP000249,Data and Analytics,Consultant,Consulting,C021,LOC000113,India,APAC,CC000135,SO000044,W00004695,W00000409,Filled,Approved,Strategic Skill Build,Contractor,Contractor,2,2,2024-11-14,2025-02-19,2025-02-25,97,Agency,Medium,True,False
JR00001217,Senior Consultant - Operations,JP000458,Operations,Senior Consultant,Consulting,C027,LOC000670,United States,Americas,CC002409,SO001465,W00004664,W00003755,Filled,Approved,Growth,Regular,Employee,1,1,2023-04-06,2023-06-04,2023-06-07,59,Direct Apply,Critical,False,True
JR00001218,Analyst - Technology Consulting,JP000175,Technology Consulting,Analyst,Consulting,C030,LOC000101,India,APAC,CC001463,SO001793,W00003150,W00001141,Open,Approved,Internal Mobility,Regular,Employee,2,1,2025-08-17,,2025-12-31,,LinkedIn,Critical,True,False
JR00001219,Senior Consultant - Human Resources,JP000344,Human Resources,Senior Consultant,Internal Services,C023,LOC000456,Australia,APAC,CC000818,SO000139,W00002751,W00000158,Filled,Approved,Growth,Regular,Employee,2,2,2025-11-04,2025-11-29,2025-12-05,25,Direct Apply,High,False,False
JR00001220,Senior Manager - Mergers and Acquisitions,JP000399,Mergers and Acquisitions,Senior Manager,Deals,C013,LOC000350,United Arab Emirates,EMEA,CC001718,SO001906,W00000664,W00000836,Open,Approved,Growth,Contractor,Contractor,1,0,2023-10-30,,2024-02-10,,Employee Referral,High,False,False
JR00001221,Senior Consultant - Regulatory Risk,JP000507,Regulatory Risk,Senior Consultant,Risk Advisory,C011,LOC000021,Germany,EMEA,CC001452,SO002016,W00004956,W00000128,Filled,Approved,Growth,Regular,Employee,1,1,2022-08-20,2022-12-15,2022-10-01,117,Employee Referral,Medium,False,False
JR00001222,Analyst - Operations,JP000002,Operations,Analyst,Consulting,C016,LOC000337,India,APAC,CC002138,SO001121,W00003062,W00003332,Filled,Approved,Replacement,Regular,Employee,1,1,2024-01-15,2024-04-28,2024-05-18,104,Direct Apply,Medium,False,False
JR00001223,Senior Consultant - Regulatory Risk,JP000590,Regulatory Risk,Senior Consultant,Risk Advisory,C014,LOC000550,Germany,EMEA,CC001982,SO000632,W00003277,W00003760,Filled,Approved,Replacement,Regular,Employee,1,1,2025-09-30,2025-11-26,2025-12-04,57,Direct Apply,High,False,False
JR00001224,Senior Consultant - Legal,JP000070,Legal,Senior Consultant,Internal Services,C039,LOC000603,United States,Americas,CC000711,SO000019,W00004553,W00000773,Filled,Approved,Replacement,Regular,Employee,1,1,2022-04-08,2022-05-30,2022-05-26,52,Campus,Medium,False,False
JR00001225,Consultant - Marketing,JP000244,Marketing,Consultant,Internal Services,C038,LOC000209,Japan,APAC,CC000885,SO002434,W00004323,W00003205,Filled,Approved,Replacement,Regular,Employee,2,2,2022-05-04,2022-06-07,2022-07-18,34,Employee Referral,High,False,False
JR00001226,Director - Marketing,JP000531,Marketing,Director,Internal Services,C040,LOC000383,Netherlands,EMEA,CC001479,SO000918,W00004282,W00002007,Filled,Approved,Replacement,Fixed Term,Employee,2,2,2022-01-17,2022-02-09,2022-03-04,23,Direct Apply,Low,False,False
JR00001227,Analyst - Strategy Consulting,JP000469,Strategy Consulting,Analyst,Consulting,C020,LOC000580,United Kingdom,EMEA,CC000212,SO000375,W00000107,W00000415,Canceled,Approved,Growth,Contractor,Contractor,1,0,2022-10-20,2023-01-16,2023-01-12,88,Executive Search,Critical,True,False
JR00001228,Analyst - Mergers and Acquisitions,JP000544,Mergers and Acquisitions,Analyst,Deals,C033,LOC000280,Germany,EMEA,CC002020,SO002292,W00003857,W00000929,Filled,Approved,Growth,Regular,Employee,2,2,2021-12-18,2022-03-03,2022-03-12,75,Executive Search,High,False,False
JR00001229,Consultant - Marketing,JP000119,Marketing,Consultant,Internal Services,C016,LOC000385,India,APAC,CC002363,SO000137,W00002150,W00003424,Open,Approved,Backfill,Regular,Employee,2,1,2025-10-26,,2025-12-31,,Direct Apply,Medium,False,False
JR00001230,Manager - Marketing,JP000482,Marketing,Manager,Internal Services,C014,LOC000188,Germany,EMEA,CC000408,SO000597,W00004113,W00004370,Filled,Approved,Growth,Regular,Employee,1,1,2021-03-17,2021-05-08,2021-06-05,52,Agency,High,False,False
JR00001231,Senior Manager - Marketing,JP000016,Marketing,Senior Manager,Internal Services,C031,LOC000097,Netherlands,EMEA,CC002014,SO000337,W00001345,W00001580,Canceled,Approved,Campus Hiring,Regular,Employee,16,0,2023-11-01,2024-01-01,2023-12-10,61,LinkedIn,Medium,False,False
