offer_id,application_id,candidate_id,job_requisition_id,offer_date,offer_status,response_date,expected_start_date,decline_reason,offered_currency,offered_base_pay_amount,offered_base_pay_frequency,sign_on_bonus_amount,bonus_target_percentage,compensation_grade_id,market_position_ratio,salary_band_min,salary_band_mid,salary_band_max,gen_ai_skill_match,gen_ai_premium_applied,gen_ai_premium_amount,avg_interview_score,avg_gen_ai_assessment_score,final_recommendation,completed_interview_count
OFF000004353,APP000029575,CAN00002830,JR00000683,2023-09-09,Accepted,2023-09-29,2023-11-02,,INR,433000,Annual,100000,0.5,CG000585,1.07,160000,405000,645000,,False,0,70.0,49.0,Neutral,3
OFF000004354,APP000029581,CAN00019291,JR00001977,2025-10-18,Accepted,2025-10-25,2025-11-18,,USD,536000,Annual,12000,0.25,CG001744,1.166,225000,410000,595000,High,True,57400,86.0,83.33,Hire,3
OFF000004355,APP000029589,CAN00013786,JR00002149,2023-10-01,Accepted,2023-10-14,2023-12-03,,EUR,72900,Annual,0,0.03,CG001064,1.14,48000,64000,81000,Low,False,0,99.67,46.0,Strong Hire,3
OFF000004356,APP000029605,CAN00017853,JR00001171,2022-01-18,Pending,,,,INR,36300,Annual,3000,0.05,CG000651,1.194,20000,29000,37000,Critical,True,1700,95.0,91.0,Strong Hire,1
OFF000004357,APP000029607,CAN00015622,JR00001210,2026-01-13,Accepted,2026-01-19,2026-02-19,,USD,278000,Annual,5000,0.18,CG001671,1.03,175000,270000,360000,Low,False,0,53.0,65.0,Do Not Hire,1
OFF000004358,APP000029631,CAN00002363,JR00000100,2021-10-07,Accepted,2021-10-28,2021-11-20,,GBP,70700,Annual,0,0.03,CG001505,1.056,50000,67000,83000,Medium,False,0,60.67,67.33,Neutral,3
OFF000004359,APP000029632,CAN00010463,JR00001122,2022-03-05,Accepted,2022-03-24,2022-04-07,,AUD,81000,Annual,2500,0.05,CG000111,1.079,52000,75000,97000,Medium,False,0,85.5,68.0,Strong Hire,2
OFF000004360,APP000029634,CAN00020573,JR00001903,2024-10-01,Accepted,2024-10-05,2024-12-03,,USD,272000,Annual,0,0.18,CG001626,1.131,155000,240000,325000,Medium,False,0,88.0,76.0,Hire,1
OFF000004361,APP000029643,CAN00004628,JR00000480,2025-09-27,Accepted,2025-10-02,2025-11-22,,EUR,59600,Annual,0,0.03,CG000434,1.046,43000,57000,72000,Medium,False,0,55.0,73.25,Neutral,4
OFF000004362,APP000029650,CAN00017432,JR00001462,2022-02-19,Accepted,2022-02-25,2022-04-02,,CAD,1419000,Annual,120000,0.5,CG000324,1.143,460000,1150000,1835000,High,True,105000,75.0,88.33,Hire,3
OFF000004363,APP000029658,CAN00009797,JR00000301,2021-07-02,Pending,,,,GBP,88800,Annual,0,0.05,CG001524,1.07,58000,83000,110000,Medium,False,0,65.0,55.0,Neutral,0
OFF000004364,APP000029664,CAN00016255,JR00001841,2021-07-09,Declined,2021-07-11,,Location Constraint,AUD,689000,Annual,0,0.4,CG000080,1.076,255000,640000,1025000,,False,0,65.0,55.0,Neutral,0
OFF000004365,APP000029678,CAN00012999,JR00000838,2026-01-04,Declined,2026-01-11,,Accepted Another Offer,JPY,327000,Annual,0,0.25,CG000700,1.147,155000,285000,415000,Medium,False,0,97.5,76.0,Strong Hire,2
OFF000004366,APP000029681,CAN00005264,JR00000999,2023-07-09,Accepted,2023-07-28,2023-08-18,,GBP,228000,Annual,15000,0.18,CG001590,1.143,130000,200000,275000,Medium,False,0,99.0,70.0,Hire,1
OFF000004367,APP000029688,CAN00024751,JR00000573,2023-05-02,Accepted,2023-05-20,2023-06-17,,EUR,1114000,Annual,25000,0.5,CG000513,1.109,400000,1005000,1610000,Low,False,0,87.0,54.5,Hire,2
OFF000004368,APP000029689,CAN00014458,JR00002302,2025-08-31,Accepted,2025-09-09,2025-11-01,,USD,181000,Annual,6000,0.08,CG001642,1.194,98000,140000,180000,Critical,True,13400,95.5,88.5,Hire,2
OFF000004369,APP000029693,CAN00023790,JR00000310,2022-04-26,Accepted,2022-05-16,2022-06-29,,EUR,64900,Annual,0,0.03,CG000992,1.048,47000,62000,78000,Medium,False,0,55.0,78.0,Do Not Hire,1
OFF000004370,APP000029694,CAN00003769,JR00000294,2024-07-23,Accepted,2024-08-10,2024-08-21,,MXN,108000,Annual,10000,0.18,CG000870,1.148,61000,94000,125000,Low,False,0,98.5,52.0,Hire,4
OFF000004371,APP000029696,CAN00024493,JR00000776,2021-09-16,Accepted,2021-10-06,2021-11-13,,AUD,153000,Annual,5000,0.12,CG000113,1.134,89000,135000,185000,Medium,False,0,90.0,64.0,Hire,1
OFF000004372,APP000029699,CAN00018804,JR00000474,2022-12-08,Pending,,,,GBP,34400,Annual,0,0.0,CG001531,1.111,23000,31000,38000,Low,False,0,84.0,52.5,Hire,4
OFF000004373,APP000029702,CAN00019993,JR00002412,2021-12-23,Accepted,2021-12-31,2022-01-27,,INR,44500,Annual,5000,0.08,CG000607,1.113,28000,40000,51000,Medium,False,0,85.5,70.5,Hire,2
OFF000004374,APP000029703,CAN00008413,JR00000573,2023-04-14,Accepted,2023-04-27,2023-06-24,,EUR,1234000,Annual,120000,0.5,CG000513,1.169,400000,1005000,1610000,High,True,58800,99.5,83.0,Hire,2
OFF000004375,APP000029704,CAN00008621,JR00001428,2023-07-27,Accepted,2023-08-16,2023-09-20,,ZAR,85200,Annual,15000,0.18,CG001194,1.065,52000,80000,110000,,False,0,67.25,49.25,Neutral,4
OFF000004376,APP000029707,CAN00016529,JR00000050,2024-08-22,Declined,2024-08-24,,Compensation Expectations,EUR,690000,Annual,0,0.4,CG000485,1.062,260000,650000,1040000,Medium,False,0,67.67,73.0,Neutral,3
OFF000004377,APP000029711,CAN00006582,JR00000462,2022-01-27,Accepted,2022-02-11,2022-03-02,,JPY,27100,Annual,0,0.0,CG000721,1.084,19000,25000,31000,Low,False,0,71.0,58.5,Neutral,4
OFF000004378,APP000029717,CAN00004888,JR00000047,2025-02-10,Accepted,2025-02-23,2025-03-07,,INR,90000,Annual,0,0.18,CG000564,1.047,56000,86000,115000,Low,False,0,69.25,54.25,Hire,4
OFF000004379,APP000029721,CAN00000095,JR00001104,2025-12-31,Accepted,2026-01-07,2026-02-15,,EUR,348000,Annual,48000,0.25,CG001078,1.123,160000,295000,425000,High,True,16600,67.33,82.67,Do Not Hire,3
OFF000004380,APP000029729,CAN00013363,JR00000037,2024-11-12,Accepted,2024-11-30,2024-12-03,,EUR,149000,Annual,6000,0.08,CG000967,1.198,80000,115000,150000,High,True,11000,98.5,86.0,Hire,4
OFF000004381,APP000029747,CAN00019775,JR00000859,2022-04-15,Accepted,2022-05-01,2022-05-19,,INR,478000,Annual,75000,0.5,CG000594,1.061,180000,450000,715000,Medium,False,0,68.0,66.75,Neutral,4
OFF000004382,APP000029751,CAN00006787,JR00002376,2024-12-27,Accepted,2024-12-29,2025-02-04,,INR,267000,Annual,50000,0.4,CG000620,1.091,99000,245000,395000,Medium,False,0,76.67,81.0,Neutral,3
OFF000004383,APP000029753,CAN00015191,JR00000741,2023-07-20,Accepted,2023-07-30,2023-09-23,,EUR,77300,Annual,0,0.08,CG001327,1.045,52000,74000,96000,,False,0,55.0,71.0,Do Not Hire,1
OFF000004384,APP000029758,CAN00020118,JR00002147,2023-08-10,Accepted,2023-08-21,2023-09-21,,AUD,27100,Annual,0,0.0,CG000037,1.041,20000,26000,33000,Low,False,0,55.0,63.0,Do Not Hire,1
OFF000004385,APP000029777,CAN00018083,JR00002487,2022-11-27,Pending,,,,EUR,88900,Annual,5000,0.08,CG001255,1.139,55000,78000,100000,,False,0,94.33,59.33,Hire,3
OFF000004386,APP000029778,CAN00009207,JR00001019,2022-10-30,Accepted,2022-11-03,2022-12-13,,GBP,800000,Annual,30000,0.4,CG001565,1.143,270000,680000,1090000,High,True,23300,75.0,87.0,Neutral,3
OFF000004387,APP000029797,CAN00004779,JR00001282,2022-01-15,Accepted,2022-01-31,2022-03-14,,USD,117000,Annual,5000,0.05,CG001641,1.117,73000,105000,135000,Medium,False,0,90.0,72.0,Strong Hire,1
OFF000004388,APP000029800,CAN00016897,JR00001564,2025-03-11,Accepted,2025-03-25,2025-04-12,,AUD,322000,Annual,10000,0.25,CG000016,1.092,165000,295000,430000,Medium,False,0,81.25,74.5,Hire,4
OFF000004389,APP000029801,CAN00010185,JR00000340,2021-07-04,Accepted,2021-07-23,2021-08-23,,USD,404000,Annual,40000,0.25,CG001636,1.137,195000,355000,520000,Low,False,0,90.5,53.0,Hire,4
OFF000004390,APP000029807,CAN00013347,JR00002030,2024-07-06,Accepted,2024-07-21,2024-09-11,,ZAR,138000,Annual,15000,0.25,CG001186,1.149,65000,120000,170000,,False,0,99.0,64.0,Hire,2
OFF000004391,APP000029812,CAN00024489,JR00001521,2021-05-10,Accepted,2021-05-30,2021-06-19,,INR,60200,Annual,0,0.12,CG000608,1.115,35000,54000,73000,,False,0,96.25,60.5,Hire,4
OFF000004392,APP000029813,CAN00020321,JR00002264,2022-07-25,Accepted,2022-08-09,2022-10-02,,EUR,92200,Annual,0,0.05,CG000453,1.048,62000,88000,115000,Low,False,0,60.0,49.0,Do Not Hire,2
OFF000004393,APP000029826,CAN00005492,JR00001748,2024-07-04,Accepted,2024-07-14,2024-09-27,,GBP,29400,Annual,5000,0.0,CG001612,1.051,21000,28000,35000,Medium,False,0,65.0,55.0,Neutral,0
OFF000004394,APP000029832,CAN00004320,JR00000759,2025-09-13,Accepted,2025-09-15,2025-10-10,,USD,299000,Annual,6000,0.18,CG001626,1.186,155000,240000,325000,High,True,14200,92.0,85.0,Hire,1
OFF000004395,APP000029836,CAN00021377,JR00000050,2025-11-18,Accepted,2025-12-04,2026-01-04,,EUR,743000,Annual,25000,0.4,CG000485,1.143,260000,650000,1040000,Low,False,0,95.0,60.0,Hire,1
OFF000004396,APP000029839,CAN00001783,JR00000437,2025-04-20,Accepted,2025-05-06,2025-05-06,,EUR,155000,Annual,10000,0.12,CG001013,1.105,91000,140000,190000,Medium,False,0,85.33,65.67,Hire,3
OFF000004397,APP000029845,CAN00010059,JR00002187,2023-11-08,Accepted,2023-11-28,2023-12-17,,GBP,190000,Annual,15000,0.12,CG001508,1.118,110000,170000,230000,Low,False,0,85.5,45.5,Hire,2
OFF000004398,APP000029853,CAN00003724,JR00000312,2023-01-06,Accepted,2023-01-09,2023-03-01,,JPY,604000,Annual,25000,0.4,CG000755,1.088,220000,555000,890000,Low,False,0,72.75,44.5,Neutral,4
OFF000004399,APP000029854,CAN00012551,JR00001616,2026-02-05,Accepted,2026-02-18,2026-04-13,,MXN,35000,Annual,6000,0.03,CG000866,1.2,20000,27000,33000,High,True,2600,100.0,80.5,Hire,2
OFF000004400,APP000029856,CAN00010185,JR00000828,2021-05-15,Accepted,2021-06-03,2021-08-06,,USD,378000,Annual,10000,0.25,CG001690,1.081,195000,350000,510000,,False,0,73.67,55.67,Neutral,3
OFF000004401,APP000029859,CAN00011684,JR00001207,2026-03-04,Accepted,2026-03-17,2026-03-21,,AED,192000,Annual,15000,0.18,CG001365,1.064,115000,180000,240000,Medium,False,0,77.5,75.25,Hire,4
OFF000004402,APP000029863,CAN00004448,JR00001503,2025-10-15,Accepted,2025-10-24,2025-11-13,,EUR,326000,Annual,15000,0.25,CG001015,1.144,160000,285000,415000,Medium,False,0,95.0,75.0,Strong Hire,2
OFF000004403,APP000029864,CAN00016641,JR00000871,2023-04-01,Accepted,2023-04-11,2023-06-15,,INR,37700,Annual,3000,0.05,CG000570,1.197,21000,30000,39000,High,True,1800,97.67,84.33,Strong Hire,3
OFF000004404,APP000029865,CAN00013760,JR00001714,2022-08-31,Declined,2022-09-06,,Accepted Another Offer,USD,876000,Annual,0,0.4,CG001637,1.108,315000,790000,1260000,Low,False,0,83.67,50.0,Hire,3
OFF000004405,APP000029870,CAN00018531,JR00002028,2025-02-05,Accepted,2025-02-18,2025-03-26,,AUD,31300,Annual,2500,0.0,CG000046,1.079,22000,29000,36000,Medium,False,0,69.33,74.67,Neutral,3
OFF000004406,APP000029878,CAN00020682,JR00000756,2022-07-22,Accepted,2022-08-09,2022-10-03,,USD,191000,Annual,0,0.12,CG001688,1.126,110000,170000,230000,Medium,False,0,89.0,74.0,Hire,4
OFF000004407,APP000029883,CAN00005206,JR00000899,2024-04-30,Accepted,2024-05-12,2024-06-16,,ZAR,157000,Annual,10000,0.25,CG001105,1.12,76000,140000,200000,Medium,False,0,99.67,74.0,Hire,3
OFF000004408,APP000029885,CAN00006052,JR00001204,2023-04-24,Accepted,2023-05-13,2023-06-06,,AUD,32000,Annual,5000,0.0,CG000046,1.103,22000,29000,36000,Medium,False,0,84.0,72.0,Hire,4
OFF000004409,APP000029887,CAN00005374,JR00001358,2026-02-09,Declined,2026-02-23,,Timing Conflict,INR,68500,Annual,0,0.12,CG000671,1.186,36000,55000,75000,High,True,3300,91.75,81.75,Hire,4
OFF000004410,APP000029897,CAN00019192,JR00002215,2022-06-06,Accepted,2022-06-22,2022-08-08,,EUR,1050000,Annual,100000,0.5,CG001062,1.071,395000,980000,1570000,Medium,False,0,65.0,55.0,Neutral,0
OFF000004411,APP000029898,CAN00014259,JR00002452,2023-12-09,Accepted,2023-12-23,2023-12-25,,MXN,481000,Annual,25000,0.5,CG000927,1.058,180000,455000,730000,Low,False,0,65.0,55.0,Neutral,0
OFF000004412,APP000029902,CAN00015995,JR00000859,2022-07-02,Accepted,2022-07-13,2022-08-08,,INR,474000,Annual,100000,0.5,CG000594,1.054,180000,450000,715000,Medium,False,0,62.0,76.5,Neutral,2
OFF000004413,APP000029918,CAN00015525,JR00001238,2025-02-11,Accepted,2025-02-25,2025-03-06,,GBP,340000,Annual,40000,0.25,CG001555,1.096,170000,310000,445000,,False,0,77.0,44.0,Hire,1
OFF000004414,APP000029921,CAN00015934,JR00002167,2025-12-01,Accepted,2025-12-15,2026-02-02,,INR,23300,Annual,0,0.03,CG000551,1.058,16000,22000,27000,,False,0,65.0,55.0,Neutral,0
OFF000004415,APP000029924,CAN00009411,JR00000603,2024-10-26,Declined,2024-10-29,,Timing Conflict,ZAR,11100,Annual,0,0.0,CG001189,1.111,8000,10000,13000,Low,False,0,83.0,57.67,Hire,3
OFF000004416,APP000029943,CAN00006055,JR00002062,2023-10-10,Accepted,2023-10-27,2024-01-01,,GBP,88300,Annual,0,0.05,CG001551,1.077,57000,82000,105000,Low,False,0,86.33,56.33,Hire,3
OFF000004417,APP000029952,CAN00000400,JR00002201,2025-11-04,Accepted,2025-11-19,2026-01-18,,USD,401000,Annual,40000,0.25,CG001636,1.13,195000,355000,520000,,False,0,90.0,37.0,Hire,1
OFF000004418,APP000029961,CAN00002267,JR00002221,2024-04-22,Pending,,,,BRL,31600,Annual,0,0.03,CG000227,1.091,22000,29000,37000,Medium,False,0,73.0,79.33,Hire,3
OFF000004419,APP000029963,CAN00017535,JR00001591,2024-07-05,Accepted,2024-07-15,2024-09-14,,EUR,84200,Annual,0,0.05,CG000489,1.123,53000,75000,98000,,False,0,87.0,63.0,Hire,2
OFF000004420,APP000029968,CAN00015090,JR00000534,2025-01-26,Accepted,2025-02-07,2025-03-04,,BRL,115000,Annual,5000,0.18,CG000150,1.145,66000,100000,135000,,False,0,99.33,49.33,Strong Hire,3
OFF000004421,APP000029971,CAN00018701,JR00000574,2023-08-19,Declined,2023-09-07,,Accepted Another Offer,INR,12600,Annual,0,0.0,CG000541,1.198,8000,10000,13000,High,True,600,98.33,86.67,Hire,3
OFF000004422,APP000029979,CAN00024953,JR00000859,2022-05-08,Accepted,2022-05-25,2022-06-02,,INR,583000,Annual,90000,0.5,CG000594,1.2,180000,450000,715000,High,True,43200,99.75,84.0,Strong Hire,4
OFF000004423,APP000029980,CAN00004719,JR00000562,2024-11-03,Accepted,2024-11-10,2025-01-13,,BRL,35800,Annual,2500,0.03,CG000155,1.119,24000,32000,40000,,False,0,90.5,61.5,Hire,2
OFF000004424,APP000029984,CAN00016882,JR00000911,2024-07-22,Declined,2024-08-05,,Location Constraint,EUR,79000,Annual,0,0.08,CG001300,1.068,52000,74000,96000,Low,False,0,64.0,47.0,Neutral,1
OFF000004425,APP000029990,CAN00023665,JR00001638,2021-05-06,Accepted,2021-05-11,2021-07-31,,INR,29500,Annual,6000,0.03,CG000560,1.139,18000,24000,30000,High,True,2200,65.0,55.0,Neutral,0
OFF000004426,APP000029996,CAN00015126,JR00001324,2022-02-03,Accepted,2022-02-23,2022-04-09,,BRL,41400,Annual,6000,0.03,CG000155,1.197,24000,32000,40000,High,True,3100,97.33,83.33,Strong Hire,3
OFF000004427,APP000030002,CAN00024408,JR00000215,2025-07-27,Accepted,2025-08-11,2025-10-11,,MXN,28200,Annual,2500,0.03,CG000848,1.085,19000,26000,32000,Medium,False,0,75.0,80.25,Neutral,4
OFF000004428,APP000030003,CAN00008772,JR00000376,2025-11-20,Accepted,2025-11-22,2025-12-14,,EUR,65800,Annual,0,0.03,CG000506,1.161,41000,54000,68000,High,True,3100,85.5,77.5,Hire,2
OFF000004429,APP000030006,CAN00018093,JR00001621,2025-11-06,Accepted,2025-11-10,2025-12-25,,EUR,79100,Annual,0,0.03,CG000425,1.145,48000,64000,80000,High,True,5900,83.0,78.0,Hire,1
OFF000004430,APP000030009,CAN00024217,JR00000741,2023-06-30,Accepted,2023-07-14,2023-09-05,,EUR,89400,Annual,6000,0.08,CG001327,1.151,52000,74000,96000,High,True,4300,78.5,80.25,Hire,4
OFF000004431,APP000030013,CAN00019773,JR00002150,2024-07-08,Accepted,2024-07-21,2024-07-26,,INR,271000,Annual,75000,0.4,CG000638,1.044,105000,260000,415000,Low,False,0,65.0,55.0,Neutral,0
OFF000004432,APP000030017,CAN00009695,JR00001061,2025-01-18,Accepted,2025-01-25,2025-02-18,,INR,32200,Annual,2500,0.05,CG000606,1.073,21000,30000,39000,Medium,False,0,87.5,67.0,Strong Hire,2
OFF000004433,APP000030030,CAN00024448,JR00001182,2024-12-02,Pending,,,,EUR,94100,Annual,5000,0.05,CG000462,1.148,57000,82000,105000,,False,0,98.5,52.0,Hire,2
OFF000004434,APP000030031,CAN00002666,JR00002102,2025-07-21,Accepted,2025-08-06,2025-09-13,,INR,23700,Annual,2500,0.03,CG000578,1.079,16000,22000,27000,Low,False,0,72.0,43.0,Neutral,1
OFF000004435,APP000030033,CAN00004185,JR00002152,2025-03-17,Pending,,,,JPY,388000,Annual,30000,0.25,CG000799,1.174,165000,295000,430000,High,True,41600,86.0,86.0,Hire,2
OFF000004436,APP000030045,CAN00012612,JR00000155,2024-07-15,Accepted,2024-07-20,2024-08-12,,USD,414000,Annual,40000,0.25,CG001645,1.048,220000,395000,575000,Low,False,0,56.0,36.0,Do Not Hire,1
OFF000004437,APP000030046,CAN00004684,JR00001841,2021-05-27,Accepted,2021-06-03,2021-06-23,,AUD,700000,Annual,75000,0.4,CG000080,1.094,255000,640000,1025000,Medium,False,0,65.0,55.0,Neutral,0
OFF000004438,APP000030052,CAN00009074,JR00000456,2024-11-13,Accepted,2024-11-19,2025-01-28,,GBP,156000,Annual,3000,0.08,CG001534,1.156,86000,125000,160000,High,True,11600,82.0,80.0,Hire,3
OFF000004439,APP000030062,CAN00022683,JR00001120,2025-09-23,Accepted,2025-10-12,2025-12-16,,EUR,145000,Annual,6000,0.08,CG000427,1.118,82000,120000,155000,High,True,10700,64.0,88.67,Do Not Hire,3
OFF000004440,APP000030070,CAN00014548,JR00000998,2025-11-29,Accepted,2025-12-16,2025-12-17,,USD,389000,Annual,40000,0.25,CG001627,1.097,195000,355000,520000,Low,False,0,77.5,46.5,Hire,2
OFF000004441,APP000030076,CAN00021744,JR00001004,2025-08-24,Accepted,2025-09-02,2025-10-20,,EUR,84800,Annual,2500,0.05,CG001002,1.06,56000,80000,105000,,False,0,67.67,42.0,Neutral,3
OFF000004442,APP000030084,CAN00005642,JR00001841,2021-05-16,Declined,2021-05-27,,Accepted Another Offer,AUD,680000,Annual,0,0.4,CG000080,1.062,255000,640000,1025000,Medium,False,0,81.0,71.5,Hire,2
OFF000004443,APP000030095,CAN00015046,JR00000088,2026-01-24,Accepted,2026-02-01,2026-03-07,,EUR,1055000,Annual,50000,0.5,CG000513,1.05,400000,1005000,1610000,Low,False,0,60.0,53.33,Do Not Hire,3
OFF000004444,APP000030096,CAN00005860,JR00002461,2025-03-06,Accepted,2025-03-22,2025-05-12,,MXN,38300,Annual,0,0.05,CG000876,1.093,25000,35000,46000,Medium,False,0,75.75,72.25,Hire,4
OFF000004445,APP000030097,CAN00022969,JR00000093,2025-10-02,Accepted,2025-10-18,2025-11-26,,INR,23200,Annual,0,0.03,CG000668,1.053,16000,22000,27000,,False,0,61.67,48.0,Do Not Hire,3
OFF000004446,APP000030100,CAN00022878,JR00000500,2026-01-12,Accepted,2026-01-30,2026-02-24,,INR,49000,Annual,6000,0.08,CG000571,1.167,28000,40000,52000,High,True,2300,85.0,86.5,Hire,2
OFF000004447,APP000030102,CAN00022449,JR00002170,2021-05-27,Declined,2021-05-29,,Accepted Another Offer,MXN,32800,Annual,0,0.03,CG000902,1.126,20000,27000,33000,High,True,2400,71.0,85.67,Hire,3
OFF000004448,APP000030109,CAN00005943,JR00002158,2023-08-03,Accepted,2023-08-16,2023-08-18,,AED,275000,Annual,40000,0.25,CG001465,1.1,140000,250000,365000,Low,False,0,80.0,53.0,Hire,2
OFF000004449,APP000030111,CAN00005971,JR00001961,2023-09-24,Accepted,2023-09-27,2023-10-16,,GBP,1270000,Annual,100000,0.5,CG001539,1.032,495000,1230000,1970000,Medium,False,0,51.0,74.0,Do Not Hire,1
OFF000004450,APP000030114,CAN00024448,JR00000234,2025-06-23,Accepted,2025-07-02,2025-08-15,,EUR,82700,Annual,0,0.05,CG000471,1.061,55000,78000,100000,,False,0,62.67,68.0,Neutral,3
OFF000004451,APP000030117,CAN00014880,JR00001329,2025-10-07,Accepted,2025-10-28,2025-11-26,,AUD,64100,Annual,5000,0.03,CG000065,1.145,42000,56000,69000,,False,0,96.0,64.67,Strong Hire,3
OFF000004452,APP000030118,CAN00020084,JR00002471,2023-03-20,Accepted,2023-03-22,2023-04-19,,BRL,150000,Annual,12000,0.18,CG000258,1.163,76000,115000,160000,High,True,16000,88.33,86.67,Strong Hire,3
OFF000004453,APP000030119,CAN00021283,JR00001841,2021-08-10,Accepted,2021-08-20,2021-09-28,,AUD,675000,Annual,25000,0.4,CG000080,1.054,255000,640000,1025000,Medium,False,0,61.33,70.33,Neutral,3
OFF000004454,APP000030121,CAN00013245,JR00002203,2024-10-20,Accepted,2024-11-07,2024-11-19,,MXN,40700,Annual,5000,0.05,CG000822,1.132,25000,36000,47000,Medium,False,0,92.5,68.0,Hire,4
OFF000004455,APP000030126,CAN00002849,JR00000391,2025-02-24,Accepted,2025-03-11,2025-03-22,,MXN,107000,Annual,10000,0.18,CG000870,1.136,61000,94000,125000,Medium,False,0,94.5,79.5,Strong Hire,4
OFF000004456,APP000030128,CAN00008537,JR00001480,2024-07-11,Accepted,2024-07-18,2024-08-20,,EUR,27200,Annual,0,0.0,CG000946,1.046,19000,26000,32000,Medium,False,0,59.67,82.67,Do Not Hire,3
OFF000004457,APP000030134,CAN00019640,JR00000985,2025-03-16,Declined,2025-03-23,,Role Fit,EUR,216000,Annual,0,0.18,CG001077,1.079,130000,200000,265000,Low,False,0,65.0,55.0,Neutral,0
OFF000004458,APP000030137,CAN00016163,JR00001466,2024-06-02,Accepted,2024-06-12,2024-08-08,,EUR,67600,Annual,2500,0.03,CG000461,1.146,44000,59000,74000,Medium,False,0,97.0,76.25,Hire,4
OFF000004459,APP000030143,CAN00009990,JR00001596,2025-07-02,Accepted,2025-07-07,2025-08-03,,INR,44800,Annual,2500,0.08,CG000580,1.12,28000,40000,52000,Low,False,0,86.0,46.33,Hire,3
OFF000004460,APP000030147,CAN00023693,JR00000034,2024-06-20,Accepted,2024-07-10,2024-08-20,,AUD,1503000,Annual,30000,0.5,CG000054,1.2,465000,1160000,1860000,High,True,111000,100.0,84.5,Hire,2
OFF000004461,APP000030149,CAN00011926,JR00000474,2022-01-26,Accepted,2022-01-30,2022-02-18,,GBP,39000,Annual,3000,0.0,CG001531,1.165,23000,31000,38000,High,True,2900,85.33,88.33,Hire,3
OFF000004462,APP000030153,CAN00010736,JR00000490,2021-04-23,Accepted,2021-04-28,2021-05-09,,EUR,90400,Annual,0,0.05,CG000534,1.144,56000,79000,105000,Low,False,0,95.5,46.75,Hire,4
OFF000004463,APP000030156,CAN00007959,JR00000267,2025-06-24,Accepted,2025-07-01,2025-08-04,,INR,137000,Annual,48000,0.25,CG000556,1.133,63000,115000,165000,High,True,6500,73.33,91.0,Neutral,3
OFF000004464,APP000030158,CAN00004068,JR00001167,2025-11-19,Declined,2025-11-27,,Accepted Another Offer,AUD,152000,Annual,0,0.12,CG000032,1.049,93000,145000,195000,Low,False,0,58.0,49.0,Do Not Hire,1
OFF000004465,APP000030160,CAN00024103,JR00002376,2025-03-17,Accepted,2025-03-22,2025-05-31,,INR,276000,Annual,75000,0.4,CG000620,1.126,99000,245000,395000,Low,False,0,89.67,48.0,Hire,3
OFF000004466,APP000030164,CAN00018909,JR00001039,2022-02-23,Accepted,2022-03-13,2022-03-28,,CAD,224000,Annual,5000,0.18,CG000339,1.15,125000,195000,260000,,False,0,100.0,46.5,Hire,2
OFF000004467,APP000030165,CAN00017569,JR00001429,2021-05-05,Accepted,2021-05-15,2021-06-21,,USD,394000,Annual,10000,0.25,CG001636,1.109,195000,355000,520000,,False,0,82.25,41.75,Neutral,4
OFF000004468,APP000030169,CAN00013406,JR00000344,2023-06-19,Accepted,2023-06-30,2023-07-04,,EUR,85800,Annual,2500,0.05,CG001020,1.129,53000,76000,99000,Medium,False,0,89.0,69.5,Hire,2
OFF000004469,APP000030174,CAN00004988,JR00000577,2024-04-15,Accepted,2024-04-22,2024-05-19,,USD,260000,Annual,10000,0.18,CG001635,1.083,155000,240000,325000,,False,0,75.33,47.33,Hire,3
OFF000004470,APP000030180,CAN00008534,JR00001327,2025-01-20,Accepted,2025-02-02,2025-02-15,,EUR,678000,Annual,75000,0.4,CG000485,1.044,260000,650000,1040000,Low,False,0,53.0,59.0,Do Not Hire,1
OFF000004471,APP000030186,CAN00017113,JR00001188,2024-05-06,Accepted,2024-05-19,2024-06-28,,BRL,34400,Annual,2500,0.03,CG000182,1.074,24000,32000,40000,Medium,False,0,73.33,68.0,Neutral,3
OFF000004472,APP000030190,CAN00024022,JR00000368,2025-02-11,Accepted,2025-02-27,2025-03-21,,EUR,74500,Annual,0,0.05,CG001272,1.15,42000,60000,78000,Critical,True,5500,82.67,94.33,Strong Hire,3
OFF000004473,APP000030195,CAN00022046,JR00002245,2022-03-02,Accepted,2022-03-18,2022-04-26,,USD,130000,Annual,5000,0.08,CG001750,1.041,88000,125000,165000,Low,False,0,56.0,41.67,Do Not Hire,3
OFF000004474,APP000030198,CAN00010552,JR00000494,2022-09-16,Accepted,2022-09-20,2022-12-02,,EUR,65300,Annual,5000,0.03,CG000443,1.145,43000,57000,72000,,False,0,100.0,57.67,Hire,3
OFF000004475,APP000030202,CAN00020208,JR00000568,2021-08-16,Accepted,2021-08-20,2021-11-04,,INR,278000,Annual,25000,0.4,CG000620,1.137,99000,245000,395000,Medium,False,0,93.33,77.0,Strong Hire,3
OFF000004476,APP000030209,CAN00017765,JR00001795,2022-04-10,Pending,,,,USD,152000,Annual,0,0.08,CG001741,1.051,100000,145000,190000,Low,False,0,57.5,50.0,Do Not Hire,4
OFF000004477,APP000030214,CAN00017082,JR00000603,2024-09-25,Accepted,2024-10-04,2024-10-24,,ZAR,10800,Annual,2500,0.0,CG001189,1.083,8000,10000,13000,,False,0,65.0,55.0,Neutral,0
