succession_candidate_id,pool_id,worker_id,readiness,risk_of_loss,potential_rating,performance_rating,succession_rank,development_need,mobility_preference,last_reviewed_date,active_candidate_flag
SC00001769,SP000004,W00003267,Ready Now,Medium,High,Exceptional,4,Financial Acumen,Global,2025-10-04,True
SC00001770,SP000001,W00003385,Ready 1-2 Years,Medium,Medium,High,3,People Leadership,Remote-first,2025-11-17,True
SC00001771,SP000002,W00000469,Ready 1-2 Years,Medium,High,Solid,3,People Leadership,Regional,2026-01-03,True
SC00001772,SP000003,W00003076,Ready < 1 Year,Medium,High,High,3,Strategic Thinking,Global,2025-11-29,True
SC00001773,SP000003,W00001777,Ready 1-2 Years,Medium,High,Solid,2,GenAI Fluency,Regional,2026-03-11,True
SC00001774,SP000006,W00004297,Ready < 1 Year,Medium,Exceptional,Solid,2,Executive Presence,Remote-first,2025-12-06,True
SC00001775,SP000001,W00000599,Ready 3+ Years,Medium,Medium,Exceptional,3,Executive Presence,Local,2025-11-09,True
SC00001776,SP000006,W00002789,Ready 3+ Years,Low,Medium,High,2,Financial Acumen,Local,2026-01-10,True
SC00001777,SP000009,W00002789,Ready 3+ Years,Low,Medium,High,2,Executive Presence,Remote-first,2025-12-02,True
SC00001778,SP000004,W00004876,Ready < 1 Year,Medium,High,High,3,GenAI Fluency,Local,2026-03-25,True
SC00001779,SP000005,W00003149,Ready < 1 Year,Medium,High,High,5,People Leadership,Local,2025-11-27,True
SC00001780,SP000001,W00002529,Ready 1-2 Years,Medium,Exceptional,High,3,Strategic Thinking,Global,2026-01-28,True
SC00001781,SP000001,W00001827,Ready 1-2 Years,High,Exceptional,High,1,Global Mobility,Global,2026-03-31,True
SC00001782,SP000005,W00002773,Ready Now,Medium,High,High,3,GenAI Fluency,Local,2026-01-09,True
SC00001783,SP000002,W00001263,Ready 1-2 Years,Medium,High,Solid,4,Global Mobility,Local,2026-02-26,True
SC00001784,SP000002,W00001776,Ready Now,Medium,High,Exceptional,4,Global Mobility,Local,2026-03-11,True
SC00001785,SP000009,W00001776,Ready Now,Medium,High,Exceptional,4,Global Mobility,Local,2026-03-07,True
SC00001786,SP000001,W00000704,Ready < 1 Year,Medium,High,High,4,Executive Presence,Local,2025-12-05,True
SC00001787,SP000005,W00001078,Ready < 1 Year,Medium,High,Exceptional,2,Financial Acumen,Regional,2025-12-16,True
SC00001788,SP000008,W00001078,Ready < 1 Year,Medium,High,Exceptional,1,Executive Presence,Global,2025-12-20,True
SC00001789,SP000004,W00001926,Ready 1-2 Years,High,Exceptional,High,5,Global Mobility,Remote-first,2025-10-15,True
SC00001790,SP000001,W00001578,Ready 1-2 Years,Medium,High,Solid,2,Strategic Thinking,Global,2025-10-16,True
SC00001791,SP000004,W00001850,Ready 1-2 Years,Medium,High,Solid,2,Strategic Thinking,Global,2026-03-27,True
SC00001792,SP000006,W00004023,Ready 1-2 Years,Low,Medium,High,5,People Leadership,Local,2025-12-27,True
SC00001793,SP000002,W00003782,Ready 1-2 Years,Medium,High,Solid,2,Executive Presence,Local,2025-10-05,True
SC00001794,SP000004,W00004301,Ready < 1 Year,Medium,High,High,2,Executive Presence,Global,2026-01-27,True
SC00001795,SP000009,W00004301,Ready < 1 Year,Medium,High,High,1,People Leadership,Global,2025-11-11,True
SC00001796,SP000006,W00004609,Ready < 1 Year,Low,Medium,High,2,Global Mobility,Local,2025-11-26,True
SC00001797,SP000007,W00004609,Ready < 1 Year,Low,Medium,High,2,Strategic Thinking,Local,2026-02-08,True
SC00001798,SP000001,W00001558,Ready < 1 Year,Low,Medium,High,5,GenAI Fluency,Remote-first,2025-10-02,True
SC00001799,SP000002,W00002710,Ready 1-2 Years,Medium,Medium,High,4,People Leadership,Global,2026-02-06,True
SC00001800,SP000005,W00001484,Ready < 1 Year,High,High,Exceptional,5,GenAI Fluency,Global,2025-12-17,True
SC00001801,SP000002,W00002503,Ready < 1 Year,Medium,High,Solid,5,Global Mobility,Regional,2025-10-04,True
SC00001802,SP000001,W00003140,Ready Now,High,High,High,2,Global Mobility,Regional,2026-01-06,True
SC00001803,SP000009,W00003140,Ready Now,High,High,High,2,Executive Presence,Local,2025-12-14,True
SC00001804,SP000006,W00004803,Ready 1-2 Years,Low,Medium,High,4,Executive Presence,Local,2026-01-20,True
SC00001805,SP000006,W00001975,Ready < 1 Year,High,Exceptional,High,5,GenAI Fluency,Local,2026-03-04,True
SC00001806,SP000007,W00001975,Ready < 1 Year,High,Exceptional,High,4,People Leadership,Local,2025-10-22,True
SC00001807,SP000002,W00004606,Ready 3+ Years,Medium,Medium,Exceptional,3,Global Mobility,Regional,2025-10-24,True
SC00001808,SP000001,W00001908,Ready 1-2 Years,Medium,High,Solid,4,Strategic Thinking,Local,2025-10-29,True
SC00001809,SP000005,W00002668,Ready < 1 Year,Medium,High,High,5,GenAI Fluency,Local,2026-02-17,True
SC00001810,SP000002,W00003545,Ready Now,Medium,Exceptional,High,1,Executive Presence,Local,2025-10-19,True
SC00001811,SP000008,W00003545,Ready Now,Medium,Exceptional,High,2,Strategic Thinking,Global,2026-01-31,True
SC00001812,SP000006,W00004135,Ready Now,High,Exceptional,High,1,Global Mobility,Global,2026-02-28,True
SC00001813,SP000002,W00004412,Ready < 1 Year,Medium,High,Exceptional,3,GenAI Fluency,Local,2026-02-12,True
SC00001814,SP000003,W00000214,Ready 3+ Years,Medium,Medium,Exceptional,2,Financial Acumen,Global,2025-10-28,True
SC00001815,SP000009,W00000214,Ready 3+ Years,Medium,Medium,Exceptional,3,Global Mobility,Local,2025-12-29,True
SC00001816,SP000006,W00001686,Ready 1-2 Years,Medium,Medium,High,3,Strategic Thinking,Local,2025-11-13,True
SC00001817,SP000002,W00004086,Ready 3+ Years,Medium,Medium,Exceptional,5,People Leadership,Regional,2025-10-10,True
SC00001818,SP000008,W00004086,Ready 3+ Years,Medium,Medium,Exceptional,2,GenAI Fluency,Regional,2026-03-09,True
SC00001819,SP000006,W00002561,Ready 3+ Years,Low,Medium,High,5,Financial Acumen,Global,2025-11-10,True
SC00001820,SP000007,W00002561,Ready 3+ Years,Low,Medium,High,1,Strategic Thinking,Local,2025-11-28,True
SC00001821,SP000001,W00001896,Ready 1-2 Years,Medium,High,Exceptional,5,Global Mobility,Local,2025-12-04,True
SC00001822,SP000001,W00000668,Ready 3+ Years,Low,High,Solid,1,GenAI Fluency,Regional,2025-10-17,True
SC00001823,SP000006,W00001888,Ready 1-2 Years,Medium,Medium,High,4,Strategic Thinking,Remote-first,2026-02-21,True
SC00001824,SP000008,W00001888,Ready 1-2 Years,Medium,Medium,High,5,Executive Presence,Global,2025-11-11,True
SC00001825,SP000006,W00002837,Ready 3+ Years,Low,High,Solid,5,People Leadership,Remote-first,2026-03-30,True
SC00001826,SP000008,W00002837,Ready 3+ Years,Low,High,Solid,4,Global Mobility,Regional,2026-02-11,True
SC00001827,SP000002,W00001306,Ready < 1 Year,Low,Medium,Exceptional,3,GenAI Fluency,Global,2026-03-04,True
SC00001828,SP000004,W00001582,Ready 3+ Years,Low,Medium,Low,3,Financial Acumen,Local,2025-10-02,True
SC00001829,SP000001,W00003073,Ready < 1 Year,Medium,High,Solid,3,People Leadership,Local,2025-11-01,True
SC00001830,SP000003,W00001852,Ready < 1 Year,Medium,High,High,2,Strategic Thinking,Local,2026-02-04,True
SC00001831,SP000004,W00002324,Ready 1-2 Years,Medium,High,High,2,Financial Acumen,Local,2026-03-06,True
SC00001832,SP000002,W00004246,Ready Now,Medium,High,Exceptional,2,People Leadership,Remote-first,2026-03-01,True
SC00001833,SP000006,W00000242,Ready 1-2 Years,Medium,Medium,Exceptional,4,Global Mobility,Local,2025-12-15,True
SC00001834,SP000002,W00000414,Ready 1-2 Years,Medium,Medium,Exceptional,1,Financial Acumen,Local,2026-01-01,True
SC00001835,SP000005,W00004095,Ready 3+ Years,Low,Medium,High,4,Strategic Thinking,Global,2025-11-05,True
SC00001836,SP000002,W00003426,Ready < 1 Year,Medium,High,Solid,3,Financial Acumen,Remote-first,2025-12-17,True
SC00001837,SP000001,W00004439,Ready 1-2 Years,Medium,Low,Exceptional,1,People Leadership,Regional,2025-10-27,True
SC00001838,SP000006,W00003518,Ready 1-2 Years,Low,Low,Exceptional,1,Strategic Thinking,Local,2025-11-06,True
SC00001839,SP000006,W00002994,Ready 1-2 Years,Medium,High,High,5,Executive Presence,Regional,2025-11-25,True
SC00001840,SP000006,W00000042,Ready < 1 Year,Medium,Medium,Exceptional,3,Financial Acumen,Global,2025-11-09,True
SC00001841,SP000009,W00000042,Ready < 1 Year,Medium,Medium,Exceptional,1,GenAI Fluency,Remote-first,2025-10-24,True
SC00001842,SP000004,W00001355,Ready 3+ Years,Low,Medium,High,1,Strategic Thinking,Regional,2025-10-11,True
SC00001843,SP000007,W00001355,Ready 3+ Years,Low,Medium,High,2,People Leadership,Regional,2025-11-05,True
SC00001844,SP000004,W00002183,Ready 1-2 Years,Low,Medium,High,3,Strategic Thinking,Global,2025-10-26,True
SC00001845,SP000002,W00003624,Ready < 1 Year,Medium,High,High,1,People Leadership,Global,2025-12-22,True
SC00001846,SP000006,W00001651,Ready 1-2 Years,Low,High,Solid,3,Global Mobility,Global,2026-03-02,True
SC00001847,SP000006,W00003015,Ready 1-2 Years,Medium,Low,High,1,Global Mobility,Local,2026-01-13,True
SC00001848,SP000002,W00000021,Ready < 1 Year,Medium,High,Exceptional,1,People Leadership,Local,2026-02-01,True
SC00001849,SP000002,W00004019,Ready Now,Medium,High,Exceptional,3,Strategic Thinking,Global,2025-10-14,True
SC00001850,SP000004,W00004727,Ready 3+ Years,Medium,High,Solid,3,Financial Acumen,Regional,2026-02-17,True
SC00001851,SP000003,W00003509,Ready < 1 Year,Medium,Medium,Exceptional,5,Global Mobility,Global,2025-10-20,True
SC00001852,SP000002,W00002496,Ready 3+ Years,Medium,Medium,High,2,Global Mobility,Local,2025-11-16,True
SC00001853,SP000007,W00002496,Ready 3+ Years,Medium,Medium,High,1,Financial Acumen,Local,2025-10-25,True
SC00001854,SP000001,W00001431,Ready 1-2 Years,High,Exceptional,High,4,GenAI Fluency,Local,2026-01-07,True
SC00001855,SP000002,W00001194,Ready < 1 Year,Medium,High,High,2,Strategic Thinking,Local,2025-11-28,True
SC00001856,SP000003,W00003571,Ready < 1 Year,Medium,Medium,High,3,Executive Presence,Global,2026-03-05,True
SC00001857,SP000007,W00003571,Ready < 1 Year,Medium,Medium,High,2,People Leadership,Global,2026-01-07,True
SC00001858,SP000002,W00003876,Ready < 1 Year,Medium,High,Exceptional,5,Financial Acumen,Local,2026-02-14,True
SC00001859,SP000003,W00000218,Ready 1-2 Years,Medium,Exceptional,High,4,Executive Presence,Regional,2026-02-01,True
SC00001860,SP000007,W00000218,Ready 1-2 Years,Medium,Exceptional,High,3,Financial Acumen,Remote-first,2025-11-22,True
SC00001861,SP000005,W00001604,Ready Now,Medium,Low,Exceptional,4,Strategic Thinking,Global,2026-02-26,True
SC00001862,SP000001,W00000614,Ready 1-2 Years,Medium,High,Solid,2,Executive Presence,Local,2025-10-15,True
SC00001863,SP000003,W00003506,Ready < 1 Year,Medium,High,Exceptional,4,GenAI Fluency,Global,2026-01-10,True
SC00001864,SP000007,W00003506,Ready < 1 Year,Medium,High,Exceptional,4,People Leadership,Global,2025-10-23,True
SC00001865,SP000006,W00002986,Ready Now,Medium,High,Exceptional,2,Global Mobility,Local,2026-03-08,True
SC00001866,SP000004,W00002431,Ready Now,Medium,Exceptional,Exceptional,4,Executive Presence,Local,2025-12-12,True
SC00001867,SP000009,W00002431,Ready Now,Medium,Exceptional,Exceptional,4,Global Mobility,Remote-first,2025-10-03,True
SC00001868,SP000002,W00004846,Ready 1-2 Years,Low,High,Solid,3,GenAI Fluency,Regional,2026-01-03,True
SC00001869,SP000005,W00000027,Ready < 1 Year,Medium,High,High,4,Strategic Thinking,Local,2025-12-28,True
SC00001870,SP000002,W00001789,Ready Now,Medium,High,High,5,Strategic Thinking,Regional,2026-03-31,True
SC00001871,SP000001,W00000412,Ready < 1 Year,Low,High,Solid,1,People Leadership,Regional,2026-03-29,True
SC00001872,SP000001,W00003704,Ready < 1 Year,Low,Medium,High,2,Financial Acumen,Remote-first,2025-10-11,True
SC00001873,SP000005,W00003953,Ready Now,Medium,High,Solid,1,Global Mobility,Global,2025-10-14,True
SC00001874,SP000006,W00002232,Ready < 1 Year,High,High,High,4,GenAI Fluency,Local,2025-10-10,True
SC00001875,SP000003,W00003418,Ready 1-2 Years,Medium,High,Solid,3,People Leadership,Local,2026-01-27,True
SC00001876,SP000009,W00003418,Ready 1-2 Years,Medium,High,Solid,4,Global Mobility,Local,2026-03-03,True
SC00001877,SP000001,W00003237,Ready 1-2 Years,Medium,Exceptional,High,3,GenAI Fluency,Regional,2026-02-04,True
SC00001878,SP000003,W00001641,Ready < 1 Year,High,High,High,2,People Leadership,Remote-first,2025-10-25,True
SC00001879,SP000006,W00000990,Ready Now,Medium,High,Solid,4,People Leadership,Local,2025-11-24,True
SC00001880,SP000008,W00000990,Ready Now,Medium,High,Solid,5,Global Mobility,Global,2026-01-16,True
SC00001881,SP000001,W00002953,Ready 3+ Years,Medium,Medium,High,3,People Leadership,Regional,2025-10-28,True
SC00001882,SP000006,W00001142,Ready 3+ Years,Low,Low,Exceptional,3,GenAI Fluency,Global,2026-01-16,True
SC00001883,SP000004,W00000371,Ready < 1 Year,Low,Medium,Exceptional,5,Financial Acumen,Local,2026-02-24,True
SC00001884,SP000002,W00002417,Ready 3+ Years,Medium,High,Solid,2,Financial Acumen,Regional,2026-01-10,True
SC00001885,SP000004,W00000558,Ready 1-2 Years,Medium,Low,High,4,Global Mobility,Remote-first,2026-03-07,True
SC00001886,SP000006,W00001795,Ready 1-2 Years,Medium,Medium,High,4,GenAI Fluency,Regional,2025-11-08,True
SC00001887,SP000006,W00004715,Ready 3+ Years,Medium,High,Solid,2,Financial Acumen,Local,2025-12-15,True
SC00001888,SP000004,W00003785,Ready < 1 Year,Medium,Exceptional,High,2,GenAI Fluency,Global,2025-10-17,True
SC00001889,SP000002,W00004782,Ready 3+ Years,Low,Medium,Exceptional,1,Financial Acumen,Local,2025-11-04,True
SC00001890,SP000002,W00002107,Ready Now,Medium,High,Exceptional,4,People Leadership,Local,2025-10-01,True
SC00001891,SP000006,W00003255,Ready < 1 Year,Medium,High,High,3,Executive Presence,Local,2026-03-06,True
SC00001892,SP000002,W00001048,Ready 1-2 Years,Low,Medium,High,3,Strategic Thinking,Global,2025-12-31,True
SC00001893,SP000008,W00001048,Ready 1-2 Years,Low,Medium,High,2,Global Mobility,Global,2026-01-31,True
SC00001894,SP000001,W00000283,Ready 1-2 Years,Low,Medium,High,2,Executive Presence,Global,2025-11-28,True
SC00001895,SP000002,W00000794,Ready < 1 Year,Medium,Low,High,4,GenAI Fluency,Regional,2025-10-26,True
SC00001896,SP000002,W00001752,Ready < 1 Year,Low,High,Solid,3,Strategic Thinking,Remote-first,2026-03-15,True
SC00001897,SP000006,W00003425,Ready 3+ Years,Low,Low,High,1,Financial Acumen,Regional,2025-11-07,True
SC00001898,SP000009,W00003425,Ready 3+ Years,Low,Low,High,1,People Leadership,Local,2025-12-03,True
SC00001899,SP000001,W00000918,Ready 1-2 Years,Low,High,Solid,5,Global Mobility,Regional,2026-01-11,True
SC00001900,SP000002,W00003321,Ready < 1 Year,High,Exceptional,High,2,Financial Acumen,Local,2026-01-28,True
SC00001901,SP000006,W00004208,Ready < 1 Year,Medium,High,High,5,Executive Presence,Local,2025-11-24,True
SC00001902,SP000006,W00002922,Ready < 1 Year,Medium,Medium,High,4,Financial Acumen,Regional,2026-03-11,True
SC00001903,SP000005,W00002816,Ready 3+ Years,Low,Medium,Solid,4,Executive Presence,Global,2025-12-26,True
SC00001904,SP000001,W00001055,Ready < 1 Year,Medium,High,Exceptional,1,Executive Presence,Regional,2026-03-22,True
SC00001905,SP000001,W00002282,Ready 3+ Years,Low,Medium,High,2,Executive Presence,Remote-first,2026-03-07,True
SC00001906,SP000006,W00000737,Ready Now,Low,Exceptional,Solid,5,People Leadership,Regional,2025-11-18,True
SC00001907,SP000001,W00001107,Ready 3+ Years,Low,Medium,High,4,Strategic Thinking,Local,2025-11-06,True
SC00001908,SP000002,W00004645,Ready < 1 Year,High,High,High,2,Global Mobility,Global,2026-01-05,True
SC00001909,SP000001,W00003405,Ready Now,Medium,Exceptional,High,5,GenAI Fluency,Regional,2025-11-07,True
SC00001910,SP000001,W00004530,Ready 3+ Years,Medium,High,Solid,1,Financial Acumen,Regional,2025-10-15,True
SC00001911,SP000006,W00001569,Ready < 1 Year,High,High,High,4,Global Mobility,Local,2025-10-18,True
SC00001912,SP000001,W00004800,Ready Now,Medium,High,High,5,People Leadership,Regional,2026-02-08,True
SC00001913,SP000004,W00001895,Ready < 1 Year,Medium,Exceptional,High,3,Financial Acumen,Local,2025-12-15,True
SC00001914,SP000009,W00001895,Ready < 1 Year,Medium,Exceptional,High,1,GenAI Fluency,Global,2025-12-22,True
SC00001915,SP000004,W00002353,Ready < 1 Year,Medium,Exceptional,High,4,GenAI Fluency,Remote-first,2025-12-08,True
SC00001916,SP000001,W00004447,Ready 1-2 Years,Low,Medium,Exceptional,1,Executive Presence,Global,2026-02-27,True
SC00001917,SP000002,W00001270,Ready Now,High,High,High,2,Strategic Thinking,Remote-first,2025-12-17,True
SC00001918,SP000004,W00004431,Ready < 1 Year,Medium,Medium,Exceptional,2,Global Mobility,Local,2025-11-22,True
SC00001919,SP000005,W00000248,Ready Now,Medium,High,High,2,Executive Presence,Regional,2025-10-21,True
SC00001920,SP000001,W00004344,Ready < 1 Year,Medium,High,Solid,3,People Leadership,Local,2026-03-24,True
SC00001921,SP000006,W00003787,Ready 1-2 Years,Low,High,Solid,2,Global Mobility,Local,2025-12-26,True
SC00001922,SP000002,W00000800,Ready 1-2 Years,Medium,High,High,1,People Leadership,Global,2026-01-16,True
SC00001923,SP000006,W00001529,Ready < 1 Year,Medium,High,Exceptional,1,Strategic Thinking,Local,2026-01-01,True
SC00001924,SP000001,W00004908,Ready 1-2 Years,Medium,Medium,Exceptional,4,Global Mobility,Local,2025-10-01,True
SC00001925,SP000006,W00001177,Ready < 1 Year,Medium,Low,Exceptional,2,Executive Presence,Regional,2026-01-05,True
SC00001926,SP000001,W00002499,Ready < 1 Year,Medium,Exceptional,Solid,4,Executive Presence,Local,2026-01-23,True
SC00001927,SP000001,W00000574,Ready < 1 Year,High,High,High,4,Global Mobility,Global,2026-01-22,True
SC00001928,SP000002,W00000762,Ready 3+ Years,,,,1,People Leadership,Local,2025-12-29,True
SC00001929,SP000001,W00000148,Ready 1-2 Years,High,Exceptional,Exceptional,1,Global Mobility,Global,2025-12-14,True
SC00001930,SP000002,W00004090,Ready 1-2 Years,Low,Medium,Exceptional,4,GenAI Fluency,Regional,2026-01-20,True
SC00001931,SP000005,W00004915,Ready Now,Low,Medium,High,1,Global Mobility,Remote-first,2025-12-24,True
SC00001932,SP000003,W00000221,Ready 3+ Years,Low,Low,Exceptional,5,Strategic Thinking,Local,2026-01-26,True
SC00001933,SP000002,W00003256,Ready Now,Low,High,Solid,1,Executive Presence,Global,2025-11-29,True
SC00001934,SP000005,W00003238,Ready Now,Medium,Exceptional,High,4,Global Mobility,Local,2025-12-25,True
SC00001935,SP000002,W00003452,Ready 1-2 Years,Medium,Medium,High,5,Strategic Thinking,Regional,2025-10-17,True
SC00001936,SP000007,W00003452,Ready 1-2 Years,Medium,Medium,High,3,Financial Acumen,Regional,2026-03-06,True
SC00001937,SP000006,W00002670,Ready 1-2 Years,Low,Medium,Exceptional,5,Financial Acumen,Remote-first,2026-03-16,True
SC00001938,SP000002,W00004101,Ready 1-2 Years,Medium,Exceptional,Exceptional,4,Financial Acumen,Global,2025-12-27,True
SC00001939,SP000001,W00004560,Ready 1-2 Years,Medium,Medium,High,5,Executive Presence,Local,2025-11-07,True
SC00001940,SP000008,W00004560,Ready 1-2 Years,Medium,Medium,High,2,Strategic Thinking,Local,2025-11-13,True
SC00001941,SP000004,W00002256,Ready < 1 Year,Medium,High,High,2,GenAI Fluency,Remote-first,2026-01-05,True
SC00001942,SP000002,W00001374,Ready 3+ Years,Medium,Medium,High,5,GenAI Fluency,Regional,2025-12-06,True
SC00001943,SP000001,W00002495,Ready < 1 Year,Medium,Medium,High,2,Global Mobility,Local,2025-11-09,True
SC00001944,SP000001,W00003656,Ready < 1 Year,Medium,Exceptional,Solid,4,Financial Acumen,Local,2026-01-01,True
SC00001945,SP000003,W00000526,Ready 3+ Years,Low,High,Low,4,Financial Acumen,Regional,2026-02-25,True
SC00001946,SP000009,W00000526,Ready 3+ Years,Low,High,Low,5,Financial Acumen,Local,2026-03-22,True
SC00001947,SP000002,W00004780,Ready Now,Medium,Low,High,2,Strategic Thinking,Local,2026-02-22,True
SC00001948,SP000001,W00004125,Ready < 1 Year,Medium,High,High,3,GenAI Fluency,Local,2026-02-03,True
SC00001949,SP000008,W00004125,Ready < 1 Year,Medium,High,High,1,GenAI Fluency,Local,2025-11-16,True
SC00001950,SP000002,W00002619,Ready 1-2 Years,High,Low,Exceptional,2,People Leadership,Local,2026-03-30,True
SC00001951,SP000009,W00002619,Ready 1-2 Years,High,Low,Exceptional,2,Strategic Thinking,Global,2026-01-21,True
SC00001952,SP000001,W00004331,Ready Now,Medium,Medium,High,3,Strategic Thinking,Remote-first,2026-03-04,True
SC00001953,SP000006,W00001746,Ready Now,Medium,High,High,2,Financial Acumen,Global,2026-02-22,True
SC00001954,SP000006,W00003327,Ready < 1 Year,Medium,High,High,5,Global Mobility,Global,2026-02-05,True
SC00001955,SP000002,W00002500,Ready 1-2 Years,High,Exceptional,Exceptional,4,GenAI Fluency,Global,2025-12-11,True
SC00001956,SP000002,W00004274,Ready Now,Medium,High,High,4,Strategic Thinking,Local,2026-01-17,True
SC00001957,SP000006,W00003875,Ready 3+ Years,,,,4,Strategic Thinking,Remote-first,2026-03-13,True
SC00001958,SP000001,W00001122,Ready 3+ Years,Low,Medium,High,2,Financial Acumen,Local,2025-12-22,True
SC00001959,SP000001,W00004762,Ready 1-2 Years,Medium,Medium,Exceptional,2,People Leadership,Regional,2025-10-26,True
SC00001960,SP000001,W00004974,Ready 1-2 Years,Low,High,Low,3,Global Mobility,Local,2025-12-20,True
SC00001961,SP000004,W00000709,Ready 1-2 Years,High,High,High,5,Financial Acumen,Local,2026-02-15,True
SC00001962,SP000004,W00000636,Ready 1-2 Years,Low,Medium,High,4,People Leadership,Global,2025-11-02,True
SC00001963,SP000005,W00003708,Ready < 1 Year,High,High,High,2,Global Mobility,Local,2026-02-09,True
SC00001964,SP000002,W00004706,Ready 3+ Years,Medium,Medium,High,3,GenAI Fluency,Remote-first,2025-11-11,True
SC00001965,SP000004,W00003062,Ready 3+ Years,Medium,High,Solid,1,Executive Presence,Regional,2026-02-22,True
SC00001966,SP000007,W00003062,Ready 3+ Years,Medium,High,Solid,2,GenAI Fluency,Local,2026-01-03,True
SC00001967,SP000002,W00002104,Ready < 1 Year,Low,Medium,High,3,Financial Acumen,Local,2025-11-24,True
SC00001968,SP000003,W00004511,Ready Now,Medium,Medium,High,1,GenAI Fluency,Local,2026-03-17,True
SC00001969,SP000003,W00002737,Ready 3+ Years,Low,High,Solid,5,People Leadership,Local,2026-02-24,True
SC00001970,SP000002,W00004062,Ready 1-2 Years,Low,High,Solid,3,Global Mobility,Local,2026-01-03,True
SC00001971,SP000004,W00001728,Ready < 1 Year,Low,Medium,Exceptional,1,People Leadership,Local,2025-11-16,True
SC00001972,SP000006,W00001480,Ready 3+ Years,Medium,Medium,Exceptional,5,GenAI Fluency,Local,2026-03-23,True
SC00001973,SP000002,W00003608,Ready 1-2 Years,Low,High,Solid,3,Executive Presence,Remote-first,2025-10-09,True
SC00001974,SP000009,W00003608,Ready 1-2 Years,Low,High,Solid,5,Global Mobility,Local,2025-11-09,True
SC00001975,SP000003,W00000628,Ready 3+ Years,Low,High,Solid,3,Financial Acumen,Regional,2026-01-28,True
SC00001976,SP000005,W00004192,Ready 1-2 Years,Low,High,Solid,5,Global Mobility,Local,2026-01-02,True
SC00001977,SP000002,W00002553,Ready < 1 Year,Medium,Medium,High,4,People Leadership,Remote-first,2025-11-27,True
SC00001978,SP000006,W00000609,Ready < 1 Year,High,High,High,3,Global Mobility,Local,2026-01-14,True
SC00001979,SP000003,W00003096,Ready 1-2 Years,Low,High,Solid,5,Financial Acumen,Global,2025-10-23,True
SC00001980,SP000005,W00004060,Ready 3+ Years,Low,Medium,High,4,Financial Acumen,Regional,2026-02-06,True
SC00001981,SP000004,W00000023,Ready 3+ Years,Low,High,Low,5,Global Mobility,Regional,2025-11-06,True
SC00001982,SP000007,W00000023,Ready 3+ Years,Low,High,Low,2,Global Mobility,Regional,2025-12-10,True
SC00001983,SP000005,W00001704,Ready < 1 Year,Medium,Exceptional,High,1,People Leadership,Local,2026-02-22,True
SC00001984,SP000001,W00000313,Ready < 1 Year,Low,High,Solid,1,Executive Presence,Regional,2026-03-17,True
SC00001985,SP000008,W00000313,Ready < 1 Year,Low,High,Solid,4,Financial Acumen,Local,2025-12-06,True
SC00001986,SP000002,W00000508,Ready < 1 Year,Medium,High,High,3,Strategic Thinking,Local,2026-03-30,True
SC00001987,SP000004,W00003854,Ready Now,Medium,Exceptional,High,2,Strategic Thinking,Global,2025-11-28,True
SC00001988,SP000001,W00001318,Ready 1-2 Years,Medium,High,Solid,5,GenAI Fluency,Local,2025-10-28,True
SC00001989,SP000001,W00001714,Ready Now,High,Exceptional,High,4,Financial Acumen,Local,2025-11-23,True
SC00001990,SP000006,W00000506,Ready < 1 Year,Low,Medium,High,3,Financial Acumen,Remote-first,2025-10-22,True
SC00001991,SP000001,W00001608,Ready 1-2 Years,Medium,Medium,High,5,People Leadership,Regional,2025-11-04,True
SC00001992,SP000008,W00001608,Ready 1-2 Years,Medium,Medium,High,4,Executive Presence,Local,2026-02-05,True
SC00001993,SP000005,W00004617,Ready 3+ Years,Low,High,Solid,1,People Leadership,Global,2025-11-22,True
SC00001994,SP000007,W00004617,Ready 3+ Years,Low,High,Solid,1,Global Mobility,Local,2025-11-25,True
SC00001995,SP000001,W00000238,Ready 3+ Years,Low,Medium,High,4,People Leadership,Global,2025-11-23,True
SC00001996,SP000009,W00000238,Ready 3+ Years,Low,Medium,High,1,People Leadership,Global,2026-03-31,True
SC00001997,SP000005,W00003001,Ready 1-2 Years,Medium,Exceptional,Exceptional,2,Financial Acumen,Regional,2026-03-08,True
SC00001998,SP000003,W00000607,Ready 3+ Years,Low,Medium,High,1,Strategic Thinking,Regional,2026-03-08,True
SC00001999,SP000002,W00001244,Ready 3+ Years,Low,High,Solid,3,GenAI Fluency,Local,2026-02-17,True
SC00002000,SP000001,W00003914,Ready Now,High,Exceptional,Exceptional,4,Global Mobility,Local,2025-12-10,True
SC00002001,SP000002,W00003761,Ready 3+ Years,Medium,Medium,Exceptional,3,Strategic Thinking,Local,2026-01-07,True
SC00002002,SP000001,W00001066,Ready Now,Low,Medium,Solid,5,Financial Acumen,Local,2026-02-06,True
SC00002003,SP000002,W00000240,Ready 3+ Years,Low,High,Solid,5,Executive Presence,Local,2026-03-28,True
SC00002004,SP000001,W00000192,Ready < 1 Year,Medium,Exceptional,High,2,Executive Presence,Local,2025-10-21,True
SC00002005,SP000008,W00000192,Ready < 1 Year,Medium,Exceptional,High,3,Financial Acumen,Regional,2025-11-20,True
SC00002006,SP000004,W00001021,Ready < 1 Year,Low,Exceptional,Solid,3,Strategic Thinking,Remote-first,2026-01-09,True
SC00002007,SP000002,W00000428,Ready 3+ Years,Low,High,Solid,2,GenAI Fluency,Local,2025-11-30,True
