talent_review_id,worker_id,performance_review_id,review_year,performance_category,potential_category,nine_box_position,promotion_readiness,succession_candidate,ready_now_successor,critical_role,retention_risk,flight_risk,promotion_count_to_date,promotion_velocity,recent_manager_changes,compa_ratio,gen_ai_impact_level,gen_ai_role_category,gen_ai_premium_applied,completed_learning_count,gen_ai_learning_count,certifications_earned,learning_hours_completed,completed_pdp_count,active_pdp_count,ai_focused_pdp_count
TR00006812,W00002039,PR00007314,2022,Solid,Low,Solid Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,0.857,Medium,AI-Augmented Professional,True,2,0,0,8.73,2,0,1
TR00006813,W00002039,PR00007315,2023,Low,Medium,Performance Risk,Ready in 2 Years,False,False,False,Low,Low,0,None,0,0.857,Medium,AI-Augmented Professional,True,4,1,1,23.33,2,0,1
TR00006814,W00002039,PR00007316,2024,High,High,Top Talent,Ready in 2 Years,True,False,True,Medium,High,0,None,0,0.857,Medium,AI-Augmented Professional,True,7,1,1,52.59,2,0,1
TR00006815,W00002039,PR00007317,2025,High,Medium,High Professional,Ready in 3+ Years,False,False,False,Medium,Medium,0,None,0,0.857,Medium,AI-Augmented Professional,True,7,1,1,52.59,3,0,1
TR00006816,W00002040,PR00007318,2021,High,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,High,0,None,0,1.001,High,AI Product / Transformation,True,0,0,0,0.0,1,0,0
TR00006817,W00002040,PR00007319,2022,High,High,Top Talent,Ready Now,True,True,True,Medium,High,0,None,0,1.001,High,AI Product / Transformation,True,2,0,0,8.16,2,0,0
TR00006818,W00002040,PR00007321,2024,Solid,High,Emerging Talent,Ready in 2 Years,False,False,True,Medium,High,0,None,0,1.001,High,AI Product / Transformation,True,3,0,0,11.96,2,0,0
TR00006819,W00002040,PR00007322,2025,High,Exceptional,Top Talent,Ready Now,True,True,True,Medium,High,1,Slow,0,1.001,High,AI Product / Transformation,True,3,0,0,11.96,2,1,0
TR00006820,W00002041,PR00007323,2021,Low,Low,Performance Risk,Ready in 3+ Years,False,False,False,Low,Realized Attrition,0,None,0,0.94,Medium,AI-Augmented Professional,False,1,0,1,19.6,0,1,0
TR00006821,W00002041,PR00007324,2022,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,False,Low,Realized Attrition,0,None,0,0.94,Medium,AI-Augmented Professional,False,1,0,1,19.6,0,1,0
TR00006822,W00002041,PR00007326,2024,Solid,High,Emerging Talent,Ready in 2 Years,False,False,False,Low,Realized Attrition,2,Fast,0,0.94,Medium,AI-Augmented Professional,False,1,0,1,19.6,1,1,0
TR00006823,W00002041,PR00007327,2025,Exceptional,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,Realized Attrition,2,Moderate,0,0.94,Medium,AI-Augmented Professional,False,3,0,1,28.4,2,1,0
TR00006824,W00002042,PR00007328,2022,Low,Low,Performance Risk,Ready in 2 Years,False,False,False,Low,Low,0,None,0,0.828,Low,AI User,True,2,0,0,9.25,1,0,0
TR00006825,W00002042,PR00007329,2023,Solid,High,Emerging Talent,Ready in 3+ Years,False,False,False,Medium,High,0,None,0,0.828,Low,AI User,True,3,0,0,11.21,1,0,0
TR00006826,W00002042,PR00007330,2024,High,Medium,High Professional,Ready in 3+ Years,False,False,False,Medium,Medium,0,None,0,0.828,Low,AI User,True,5,0,1,33.13,1,0,0
TR00006827,W00002042,PR00007331,2025,Solid,Exceptional,Emerging Talent,Ready in 2 Years,False,False,False,Medium,High,0,None,1,0.828,Low,AI User,True,5,0,1,33.13,1,0,0
TR00006828,W00002043,PR00007332,2021,Exceptional,Medium,High Professional,Ready in 1 Year,True,False,True,Low,Low,0,None,0,1.028,Medium,AI Governance,False,0,0,0,0.0,0,1,0
TR00006829,W00002043,PR00007333,2022,Solid,Exceptional,Emerging Talent,Ready in 1 Year,True,False,True,Low,Low,0,None,0,1.028,Medium,AI Governance,False,0,0,0,0.0,0,2,0
TR00006830,W00002043,PR00007334,2023,High,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,1,Slow,0,1.028,Medium,AI Governance,False,0,0,0,0.0,1,2,0
TR00006831,W00002043,PR00007335,2024,High,High,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,1,Slow,0,1.028,Medium,AI Governance,False,2,0,0,5.94,2,2,0
TR00006832,W00002043,PR00007336,2025,High,High,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,1,Slow,0,1.028,Medium,AI Governance,False,6,1,2,50.2,3,2,0
TR00006833,W00002044,PR00007337,2021,High,Medium,High Professional,Ready in 3+ Years,False,False,True,Medium,Medium,0,None,0,1.186,High,AI Governance,True,2,2,0,13.2,0,0,0
TR00006834,W00002044,PR00007338,2022,Solid,High,Emerging Talent,Ready in 2 Years,False,False,True,Medium,High,1,Slow,1,1.186,High,AI Governance,True,4,2,1,30.9,0,0,0
TR00006835,W00002044,PR00007339,2023,Exceptional,High,Top Talent,Ready Now,True,True,True,Medium,High,1,Slow,1,1.186,High,AI Governance,True,5,2,1,33.63,0,0,0
TR00006836,W00002044,PR00007340,2024,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,True,Low,Low,1,Slow,1,1.186,High,AI Governance,True,5,2,1,33.63,0,0,0
TR00006837,W00002044,PR00007341,2025,Exceptional,Medium,High Professional,Ready in 2 Years,False,False,True,Medium,Medium,1,Slow,1,1.186,High,AI Governance,True,5,2,1,33.63,0,1,0
TR00006838,W00002045,PR00007342,2022,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,False,Low,Low,0,None,1,0.962,Medium,AI-Augmented Professional,False,4,1,0,14.66,0,1,0
TR00006839,W00002045,PR00007343,2023,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,2,0.962,Medium,AI-Augmented Professional,False,5,1,0,20.36,0,1,0
TR00006840,W00002045,PR00007344,2024,High,Exceptional,Top Talent,Ready Now,True,True,True,Medium,Medium,0,None,1,0.962,Medium,AI-Augmented Professional,False,6,1,0,24.91,0,1,0
TR00006841,W00002045,PR00007345,2025,High,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,1,Moderate,1,0.962,Medium,AI-Augmented Professional,False,6,1,0,24.91,0,2,0
TR00006842,W00002046,PR00007346,2024,High,High,Top Talent,Ready in 2 Years,True,False,True,Medium,Medium,0,None,1,1.058,Medium,AI-Augmented Professional,False,2,0,0,7.56,0,1,0
TR00006843,W00002046,PR00007347,2025,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.058,Medium,AI-Augmented Professional,False,3,1,0,13.32,1,1,0
TR00006844,W00002047,PR00007348,2024,High,Exceptional,Top Talent,Ready Now,True,True,True,High,High,0,None,0,0.874,High,AI Product / Transformation,False,1,1,0,7.44,0,1,0
TR00006845,W00002047,PR00007349,2025,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,True,Medium,High,0,None,2,0.874,High,AI Product / Transformation,False,2,1,0,13.38,0,1,0
TR00006846,W00002048,PR00007350,2024,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,1,Fast,0,1.089,Low,AI User,False,4,1,0,18.95,0,1,0
TR00006847,W00002048,PR00007351,2025,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,1,Moderate,1,1.089,Low,AI User,False,4,1,0,18.95,0,2,0
TR00006848,W00002049,PR00007352,2021,Exceptional,Medium,High Professional,Ready in 2 Years,False,False,True,Medium,Realized Attrition,0,None,0,0.949,High,AI Governance,True,0,0,0,0.0,0,1,0
TR00006849,W00002049,PR00007353,2022,Solid,Low,Solid Contributor,Ready in 1 Year,False,False,True,Low,Realized Attrition,0,None,0,0.949,High,AI Governance,True,1,0,0,9.7,0,2,0
TR00006850,W00002049,PR00007354,2023,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,True,Low,Realized Attrition,0,None,0,0.949,High,AI Governance,True,1,0,0,9.7,0,2,0
TR00006851,W00002049,PR00007355,2024,Solid,Exceptional,Emerging Talent,Ready in 3+ Years,False,False,True,Medium,Realized Attrition,0,None,0,0.949,High,AI Governance,True,1,0,0,9.7,1,2,0
TR00006852,W00002050,PR00007356,2025,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,0,0.922,Medium,AI-Augmented Professional,False,4,0,1,29.01,1,0,0
TR00006853,W00002051,PR00007357,2025,High,High,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,3,Fast,1,0.965,Low,AI User,False,4,1,0,14.46,1,0,0
TR00006854,W00002052,PR00007358,2021,High,Exceptional,Top Talent,Ready Now,True,True,True,Medium,Medium,0,None,0,1.031,Medium,AI-Augmented Professional,True,0,0,0,0.0,0,0,0
TR00006855,W00002052,PR00007359,2022,Solid,High,Emerging Talent,Ready in 2 Years,False,False,False,Low,Low,0,None,0,1.031,Medium,AI-Augmented Professional,True,1,1,0,5.7,0,1,0
TR00006856,W00002052,PR00007360,2023,Solid,Exceptional,Emerging Talent,Ready in 3+ Years,False,False,False,Low,Low,0,None,1,1.031,Medium,AI-Augmented Professional,True,2,1,0,11.46,0,1,0
TR00006857,W00002052,PR00007361,2024,Exceptional,Medium,High Professional,Ready in 3+ Years,False,False,False,Low,Low,2,Fast,2,1.031,Medium,AI-Augmented Professional,True,3,1,0,16.36,0,1,0
TR00006858,W00002052,PR00007362,2025,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,2,Moderate,1,1.031,Medium,AI-Augmented Professional,True,3,1,0,16.36,0,1,0
TR00006859,W00002053,PR00007363,2021,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.071,Low,AI User,True,2,2,0,13.76,1,0,0
TR00006860,W00002053,PR00007364,2022,High,High,Top Talent,Ready Now,True,True,True,Medium,Medium,0,None,0,1.071,Low,AI User,True,4,2,1,39.14,2,0,0
TR00006861,W00002053,PR00007365,2023,Solid,High,Emerging Talent,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.071,Low,AI User,True,5,2,1,46.5,2,1,1
TR00006862,W00002053,PR00007366,2024,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,False,Low,Low,0,None,2,1.071,Low,AI User,True,9,4,2,83.98,3,1,1
TR00006863,W00002053,PR00007367,2025,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,2,1.071,Low,AI User,True,11,4,2,92.92,3,2,1
TR00006864,W00002054,PR00007368,2021,Exceptional,High,Top Talent,Ready in 2 Years,True,False,True,Medium,High,0,None,1,0.798,Medium,AI Governance,True,0,0,0,0.0,1,0,0
TR00006865,W00002054,PR00007369,2022,Exceptional,High,Top Talent,Ready in 1 Year,True,False,True,Medium,High,0,None,1,0.798,Medium,AI Governance,True,1,0,0,3.84,1,1,0
TR00006866,W00002054,PR00007370,2023,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,True,Low,Low,1,Moderate,0,0.798,Medium,AI Governance,True,2,0,0,9.3,2,1,0
TR00006867,W00002054,PR00007371,2024,High,High,Top Talent,Ready in 2 Years,True,False,True,Medium,High,1,Moderate,0,0.798,Medium,AI Governance,True,4,0,0,19.52,2,2,0
TR00006868,W00002054,PR00007372,2025,High,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,High,2,Moderate,0,0.798,Medium,AI Governance,True,5,0,0,22.49,2,3,0
TR00006869,W00002055,PR00007373,2021,Solid,Low,Solid Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,0,1.079,Medium,AI-Augmented Professional,True,3,3,0,20.86,0,0,0
TR00006870,W00002055,PR00007374,2022,High,Medium,High Professional,Ready in 2 Years,False,False,False,Low,Low,0,None,0,1.079,Medium,AI-Augmented Professional,True,3,3,0,20.86,0,1,0
TR00006871,W00002055,PR00007375,2023,Exceptional,High,Top Talent,Ready in 2 Years,True,False,True,Medium,Medium,0,None,0,1.079,Medium,AI-Augmented Professional,True,4,3,0,22.82,0,2,0
TR00006872,W00002055,PR00007376,2024,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,0,1.079,Medium,AI-Augmented Professional,True,5,3,0,25.61,1,2,0
TR00006873,W00002055,PR00007377,2025,High,Medium,High Professional,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.079,Medium,AI-Augmented Professional,True,8,4,0,44.08,1,2,0
TR00006874,W00002056,PR00007378,2023,Exceptional,Medium,High Professional,Ready in 2 Years,False,False,True,Medium,Medium,2,Fast,0,0.997,High,AI Risk / Compliance,False,3,1,0,16.07,1,0,0
TR00006875,W00002056,PR00007380,2025,Solid,High,Emerging Talent,Ready in 3+ Years,False,False,True,Medium,High,3,Fast,0,0.997,High,AI Risk / Compliance,False,6,1,1,31.42,1,1,0
TR00006876,W00002057,PR00007381,2021,Solid,High,Emerging Talent,Ready in 1 Year,True,False,False,Medium,High,0,None,0,0.851,Medium,AI-Augmented Professional,False,0,0,0,0.0,1,0,0
TR00006877,W00002057,PR00007382,2022,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,0.851,Medium,AI-Augmented Professional,False,2,0,0,8.19,2,0,0
TR00006878,W00002057,PR00007383,2023,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,0.851,Medium,AI-Augmented Professional,False,4,1,0,19.53,2,0,0
TR00006879,W00002057,PR00007384,2024,Exceptional,Medium,High Professional,Ready in 2 Years,False,False,False,Medium,Medium,0,None,1,0.851,Medium,AI-Augmented Professional,False,6,2,1,39.72,2,1,0
TR00006880,W00002057,PR00007385,2025,High,High,Top Talent,Ready in 1 Year,True,False,True,Medium,High,0,None,1,0.851,Medium,AI-Augmented Professional,False,7,2,1,41.6,2,2,0
TR00006881,W00002058,PR00007386,2023,Solid,High,Emerging Talent,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.21,Medium,AI-Augmented Professional,True,2,0,0,7.57,1,0,1
TR00006882,W00002058,PR00007387,2024,High,High,Top Talent,Ready in 2 Years,True,False,True,Medium,Medium,0,None,1,1.21,Medium,AI-Augmented Professional,True,6,2,0,24.47,2,0,1
TR00006883,W00002058,PR00007388,2025,Low,Low,Performance Risk,Ready in 3+ Years,False,False,False,Low,Low,0,None,2,1.21,Medium,AI-Augmented Professional,True,8,2,0,34.95,3,0,1
TR00006884,W00002059,PR00007389,2021,Exceptional,Medium,High Professional,Ready in 1 Year,True,False,True,Medium,Medium,1,Fast,0,1.1,High,AI Builder,False,1,0,0,4.5,0,1,0
TR00006885,W00002059,PR00007390,2022,High,High,Top Talent,Ready Now,True,True,True,Medium,High,1,Fast,1,1.1,High,AI Builder,False,2,0,0,12.02,1,1,0
TR00006886,W00002059,PR00007391,2023,High,Medium,High Professional,Ready in 1 Year,True,False,True,Medium,Medium,2,Fast,1,1.1,High,AI Builder,False,4,1,0,23.46,1,1,0
TR00006887,W00002059,PR00007392,2024,Solid,Low,Solid Contributor,Ready in 3+ Years,False,False,True,Low,Low,2,Fast,0,1.1,High,AI Builder,False,4,1,0,23.46,2,1,0
TR00006888,W00002059,PR00007393,2025,Exceptional,Medium,High Professional,Ready in 2 Years,False,False,True,Medium,Medium,2,Moderate,1,1.1,High,AI Builder,False,6,1,1,36.36,2,1,0
TR00006889,W00002060,PR00007394,2021,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,True,Low,Low,0,None,0,0.975,High,AI Builder,False,3,2,1,19.18,0,0,0
TR00006890,W00002060,PR00007395,2022,Solid,High,Emerging Talent,Ready in 2 Years,False,False,True,Medium,High,0,None,0,0.975,High,AI Builder,False,3,2,1,19.18,1,0,0
TR00006891,W00002060,PR00007396,2023,Solid,Low,Solid Contributor,Ready in 3+ Years,False,False,True,Low,Low,1,Moderate,0,0.975,High,AI Builder,False,6,2,1,37.41,2,0,0
TR00006892,W00002060,PR00007397,2024,High,Exceptional,Top Talent,Ready Now,True,True,True,High,High,2,Fast,1,0.975,High,AI Builder,False,9,3,2,60.81,3,0,0
TR00006893,W00002060,PR00007398,2025,High,Medium,High Professional,Ready in 3+ Years,False,False,True,Medium,Medium,2,Moderate,1,0.975,High,AI Builder,False,13,5,2,89.95,4,0,0
TR00006894,W00002061,PR00007400,2023,Solid,High,Emerging Talent,Ready in 2 Years,False,False,False,Medium,High,0,None,1,0.8,Medium,AI-Augmented Professional,False,1,0,0,4.9,0,1,0
TR00006895,W00002061,PR00007401,2024,High,Medium,High Professional,Ready in 3+ Years,False,False,False,Medium,Medium,0,None,1,0.8,Medium,AI-Augmented Professional,False,3,1,0,16.66,0,1,0
TR00006896,W00002061,PR00007402,2025,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,0,None,1,0.8,Medium,AI-Augmented Professional,False,3,1,0,16.66,0,1,0
TR00006897,W00002062,PR00007403,2024,Solid,High,Emerging Talent,Ready Now,True,True,False,Low,Low,0,None,0,1.26,Medium,AI-Augmented Professional,True,3,0,0,10.06,0,0,0
TR00006898,W00002062,PR00007404,2025,High,Medium,High Professional,Ready in 2 Years,False,False,False,Low,Low,2,Fast,1,1.26,Medium,AI-Augmented Professional,True,5,1,0,19.38,0,0,0
TR00006899,W00002064,PR00007406,2021,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,1,0.988,Medium,AI-Augmented Professional,False,1,0,0,5.52,0,0,0
TR00006900,W00002064,PR00007408,2023,High,High,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,0,None,0,0.988,Medium,AI-Augmented Professional,False,3,0,0,16.04,1,0,0
TR00006901,W00002064,PR00007409,2024,Low,Medium,Performance Risk,Ready in 2 Years,False,False,False,Low,Low,0,None,0,0.988,Medium,AI-Augmented Professional,False,4,0,0,18.86,2,0,0
TR00006902,W00002064,PR00007410,2025,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,0.988,Medium,AI-Augmented Professional,False,6,0,0,27.41,2,1,0
TR00006903,W00002065,PR00007411,2023,Low,Medium,Performance Risk,Ready in 2 Years,False,False,False,Low,Low,0,None,0,1.212,Medium,AI-Augmented Professional,False,3,1,0,21.45,0,0,0
TR00006904,W00002065,PR00007412,2024,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,False,Low,Low,0,None,0,1.212,Medium,AI-Augmented Professional,False,3,1,0,21.45,1,0,0
TR00006905,W00002065,PR00007413,2025,Exceptional,Low,Expert Contributor,Ready in 3+ Years,False,False,False,Low,Low,1,Moderate,0,1.212,Medium,AI-Augmented Professional,False,5,1,0,30.15,2,0,0
TR00006906,W00002066,PR00007414,2021,Exceptional,Exceptional,Top Talent,Ready in 2 Years,True,False,True,High,High,0,None,0,0.885,Critical,AI Builder,False,3,2,1,22.38,0,0,0
TR00006907,W00002066,PR00007415,2022,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,True,Medium,High,0,None,0,0.885,Critical,AI Builder,False,4,2,1,25.23,0,1,1
TR00006908,W00002066,PR00007416,2023,Solid,Exceptional,Emerging Talent,Ready Now,True,True,True,Medium,High,0,None,0,0.885,Critical,AI Builder,False,4,2,1,25.23,1,1,1
TR00006909,W00002066,PR00007417,2024,Solid,Exceptional,Emerging Talent,Ready in 1 Year,True,False,True,Medium,High,0,None,1,0.885,Critical,AI Builder,False,5,2,1,30.81,2,1,1
TR00006910,W00002066,PR00007418,2025,High,High,Top Talent,Ready Now,True,True,True,High,High,1,Slow,1,0.885,Critical,AI Builder,False,7,3,2,47.11,3,1,1
TR00006911,W00002067,PR00007419,2022,Exceptional,High,Top Talent,Ready Now,True,True,True,Medium,High,0,None,0,1.016,Critical,AI Builder,False,0,0,0,0.0,1,0,0
TR00006912,W00002067,PR00007420,2023,Low,Low,Performance Risk,Ready in 3+ Years,False,False,True,Low,Low,0,None,1,1.016,Critical,AI Builder,False,1,1,0,3.64,2,0,0
TR00006913,W00002067,PR00007421,2024,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,True,Low,Low,0,None,1,1.016,Critical,AI Builder,False,4,1,1,33.0,2,0,0
TR00006914,W00002067,PR00007422,2025,Solid,High,Emerging Talent,Ready in 2 Years,False,False,True,Medium,High,0,None,0,1.016,Critical,AI Builder,False,4,1,1,33.0,2,0,0
TR00006915,W00002068,PR00007423,2025,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,1,Fast,2,1.084,Medium,AI-Augmented Professional,True,2,0,0,5.67,0,0,0
TR00006916,W00002069,PR00007424,2021,Solid,High,Emerging Talent,Ready in 2 Years,False,False,False,Low,Low,0,None,0,1.11,Low,AI User,False,3,0,1,26.49,0,1,0
TR00006917,W00002069,PR00007425,2022,High,Medium,High Professional,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.11,Low,AI User,False,3,0,1,26.49,0,1,0
TR00006918,W00002069,PR00007426,2023,High,Medium,High Professional,Ready in 1 Year,True,False,False,Low,Low,1,Slow,0,1.11,Low,AI User,False,5,0,1,34.95,0,2,0
TR00006919,W00002069,PR00007427,2024,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,1,Slow,0,1.11,Low,AI User,False,5,0,1,34.95,1,2,0
TR00006920,W00002069,PR00007428,2025,High,Medium,High Professional,Ready in 3+ Years,False,False,False,Low,Low,1,Slow,0,1.11,Low,AI User,False,7,0,1,44.43,1,2,0
TR00006921,W00002070,PR00007429,2021,High,Medium,High Professional,Ready in 2 Years,False,False,False,Low,Low,0,None,0,0.999,Medium,AI-Augmented Professional,False,1,0,0,3.92,0,0,0
TR00006922,W00002070,PR00007430,2022,Exceptional,Exceptional,Top Talent,Ready in 2 Years,True,False,True,Medium,Medium,0,None,0,0.999,Medium,AI-Augmented Professional,False,2,0,0,5.84,0,1,0
TR00006923,W00002070,PR00007431,2023,High,High,Top Talent,Ready Now,True,True,True,Medium,Medium,0,None,1,0.999,Medium,AI-Augmented Professional,False,4,1,0,16.57,1,1,0
TR00006924,W00002070,PR00007432,2024,Solid,High,Emerging Talent,Ready in 3+ Years,False,False,False,Low,Low,1,Moderate,1,0.999,Medium,AI-Augmented Professional,False,6,2,0,28.15,2,1,1
TR00006925,W00002070,PR00007433,2025,Exceptional,High,Top Talent,Ready in 1 Year,True,False,True,Medium,Medium,3,Fast,0,0.999,Medium,AI-Augmented Professional,False,6,2,0,28.15,2,1,1
TR00006926,W00002071,PR00007434,2021,Exceptional,Exceptional,Top Talent,Ready Now,True,True,True,Medium,High,0,None,0,0.85,Medium,AI-Augmented Professional,False,2,0,1,20.19,0,0,0
TR00006927,W00002071,PR00007435,2022,Exceptional,Medium,High Professional,Ready in 3+ Years,False,False,False,Medium,Medium,1,Fast,2,0.85,Medium,AI-Augmented Professional,False,2,0,1,20.19,0,1,1
TR00006928,W00002071,PR00007436,2023,Solid,High,Emerging Talent,Ready in 3+ Years,False,False,False,Medium,High,1,Moderate,2,0.85,Medium,AI-Augmented Professional,False,2,0,1,20.19,1,1,1
TR00006929,W00002071,PR00007437,2024,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,False,Low,Low,1,Moderate,0,0.85,Medium,AI-Augmented Professional,False,3,1,1,26.13,2,1,1
TR00006930,W00002071,PR00007438,2025,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,1,Moderate,1,0.85,Medium,AI-Augmented Professional,False,4,1,2,35.63,2,1,1
TR00006931,W00002072,PR00007440,2022,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,True,Low,Low,2,Slow,1,1.117,High,AI Risk / Compliance,True,1,0,1,14.55,0,1,0
TR00006932,W00002072,PR00007441,2023,High,Exceptional,Top Talent,Ready in 2 Years,True,False,True,Medium,High,3,Slow,1,1.117,High,AI Risk / Compliance,True,1,0,1,14.55,1,1,0
TR00006933,W00002072,PR00007442,2024,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,True,Low,Low,3,Slow,1,1.117,High,AI Risk / Compliance,True,2,0,2,24.45,1,1,0
TR00006934,W00002072,PR00007443,2025,Exceptional,Medium,High Professional,Ready in 2 Years,False,False,True,Medium,Medium,3,Slow,1,1.117,High,AI Risk / Compliance,True,3,1,2,28.41,2,1,0
TR00006935,W00002073,PR00007444,2021,High,Medium,High Professional,Ready in 2 Years,False,False,False,Medium,Medium,0,None,0,0.882,Medium,AI-Augmented Professional,False,1,0,0,6.0,0,1,0
TR00006936,W00002073,PR00007445,2022,High,Medium,High Professional,Ready in 2 Years,False,False,False,Medium,Medium,0,None,0,0.882,Medium,AI-Augmented Professional,False,2,0,0,10.0,0,1,0
TR00006937,W00002073,PR00007446,2023,Low,Low,Performance Risk,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,0.882,Medium,AI-Augmented Professional,False,2,0,0,10.0,0,1,0
TR00006938,W00002073,PR00007447,2024,Solid,Low,Solid Contributor,Ready Now,False,False,False,Low,Low,0,None,0,0.882,Medium,AI-Augmented Professional,False,2,0,0,10.0,0,1,0
TR00006939,W00002073,PR00007448,2025,High,High,Top Talent,Ready in 2 Years,True,False,True,Medium,High,0,None,0,0.882,Medium,AI-Augmented Professional,False,2,0,0,10.0,0,1,0
TR00006940,W00002074,PR00007449,2021,Exceptional,Medium,High Professional,Ready Now,True,True,True,Medium,Medium,0,None,0,1.065,High,AI Product / Transformation,True,1,0,0,4.8,1,0,0
TR00006941,W00002074,PR00007450,2022,Solid,High,Emerging Talent,Ready in 2 Years,False,False,True,Medium,High,0,None,0,1.065,High,AI Product / Transformation,True,2,0,0,12.4,1,1,0
TR00006942,W00002074,PR00007451,2023,Solid,Medium,Core Contributor,Ready in 2 Years,False,False,True,Low,Low,0,None,0,1.065,High,AI Product / Transformation,True,4,1,1,24.24,1,1,0
TR00006943,W00002074,PR00007452,2024,Solid,Medium,Core Contributor,Ready Now,False,False,True,Low,Low,0,None,0,1.065,High,AI Product / Transformation,True,4,1,1,24.24,2,1,0
TR00006944,W00002074,PR00007453,2025,Solid,Low,Solid Contributor,Ready in 3+ Years,False,False,True,Low,Low,0,None,0,1.065,High,AI Product / Transformation,True,7,3,2,47.22,2,2,0
TR00006945,W00002075,PR00007454,2024,Solid,Medium,Core Contributor,Ready in 1 Year,False,False,False,Low,Low,0,None,1,0.941,Medium,AI-Augmented Professional,False,0,0,0,0.0,1,0,0
TR00006946,W00002076,PR00007457,2024,High,Exceptional,Top Talent,Ready in 1 Year,True,False,True,Medium,Realized Attrition,1,Moderate,0,0.918,Medium,AI-Augmented Professional,False,1,0,0,3.8,0,0,0
TR00006947,W00002077,PR00007458,2021,High,Medium,High Professional,Ready Now,True,True,False,Low,Low,0,None,0,1.1,Low,AI User,False,1,0,0,1.9,1,0,0
TR00006948,W00002077,PR00007459,2022,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.1,Low,AI User,False,3,0,1,26.78,1,0,0
TR00006949,W00002077,PR00007460,2023,High,High,Top Talent,Ready in 2 Years,True,False,True,Medium,Medium,0,None,0,1.1,Low,AI User,False,5,2,1,43.22,1,0,0
TR00006950,W00002077,PR00007461,2024,Low,Medium,Performance Risk,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.1,Low,AI User,False,7,3,2,54.22,1,0,0
TR00006951,W00002077,PR00007462,2025,Solid,High,Emerging Talent,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.1,Low,AI User,False,7,3,2,54.22,2,0,0
TR00006952,W00002078,PR00007463,2022,High,Medium,High Professional,Ready in 1 Year,True,False,False,Low,Low,0,None,0,1.143,Medium,AI-Augmented Professional,False,1,0,0,4.5,1,0,0
TR00006953,W00002078,PR00007464,2023,Solid,Medium,Core Contributor,Ready in 3+ Years,False,False,False,Low,Low,0,None,0,1.143,Medium,AI-Augmented Professional,False,4,1,1,22.9,1,1,0
