cost_center_id,cost_center_name,company_id,business_unit,function,is_active
CC000801,Consulting Strategy APAC,C035,Consulting,Strategy,True
CC000802,Tax Transfer Pricing APAC,C035,Tax,Transfer Pricing,True
CC000803,Consulting Technology Consulting APAC,C004,Consulting,Technology Consulting,True
CC000804,Deals Valuation Americas,C027,Deals,Valuation,True
CC000805,Consulting Strategy Americas,C022,Consulting,Strategy,True
CC000806,Consulting Operations APAC,C029,Consulting,Operations,True
CC000807,Tax Corporate Tax APAC,C024,Tax,Corporate Tax,True
CC000808,Internal Services Finance APAC,C034,Internal Services,Finance,True
CC000809,Deals Transaction Services EMEA,C031,Deals,Transaction Services,True
CC000810,Audit Controls Americas,C009,Audit,Controls,True
CC000811,Risk Advisory Regulatory Risk APAC,C034,Risk Advisory,Regulatory Risk,True
CC000812,Tax Corporate Tax Americas,C019,Tax,Corporate Tax,True
CC000813,Deals M&A Americas,C001,Deals,M&A,True
CC000814,Audit External Audit Americas,C027,Audit,External Audit,True
CC000815,Deals Valuation Americas,C006,Deals,Valuation,True
CC000816,Consulting Data and Analytics Americas,C012,Consulting,Data and Analytics,True
CC000817,Audit Controls Americas,C001,Audit,Controls,True
CC000818,Consulting Operations APAC,C023,Consulting,Operations,True
CC000819,Consulting Technology Consulting Americas,C007,Consulting,Technology Consulting,True
CC000820,Consulting Operations EMEA,C011,Consulting,Operations,True
CC000821,Deals Transaction Services EMEA,C005,Deals,Transaction Services,True
CC000822,Deals Transaction Services Americas,C027,Deals,Transaction Services,True
CC000823,Consulting Human Capital APAC,C030,Consulting,Human Capital,True
CC000824,Deals Transaction Services EMEA,C028,Deals,Transaction Services,True
CC000825,Risk Advisory Cyber Risk EMEA,C015,Risk Advisory,Cyber Risk,True
CC000826,Risk Advisory Regulatory Risk APAC,C026,Risk Advisory,Regulatory Risk,True
CC000827,Consulting Data and Analytics EMEA,C015,Consulting,Data and Analytics,True
CC000828,Tax Transfer Pricing Americas,C036,Tax,Transfer Pricing,True
CC000829,Audit Controls Americas,C002,Audit,Controls,True
CC000830,Internal Services IT APAC,C025,Internal Services,IT,True
CC000831,Consulting Strategy EMEA,C040,Consulting,Strategy,True
CC000832,Deals Transaction Services Americas,C009,Deals,Transaction Services,True
CC000833,Risk Advisory Internal Audit APAC,C021,Risk Advisory,Internal Audit,True
CC000834,Tax Corporate Tax Americas,C037,Tax,Corporate Tax,True
CC000835,Consulting Data and Analytics Americas,C009,Consulting,Data and Analytics,True
CC000836,Tax Indirect Tax EMEA,C033,Tax,Indirect Tax,True
CC000837,Consulting Operations APAC,C035,Consulting,Operations,True
CC000838,Consulting Data and Analytics APAC,C004,Consulting,Data and Analytics,True
CC000839,Audit External Audit EMEA,C005,Audit,External Audit,True
CC000840,Tax Transfer Pricing EMEA,C032,Tax,Transfer Pricing,True
CC000841,Internal Services IT EMEA,C003,Internal Services,IT,True
CC000842,Consulting Operations EMEA,C018,Consulting,Operations,True
CC000843,Audit Controls Americas,C019,Audit,Controls,True
CC000844,Tax Indirect Tax EMEA,C031,Tax,Indirect Tax,True
CC000845,Deals Transaction Services APAC,C026,Deals,Transaction Services,True
CC000846,Risk Advisory Cyber Risk APAC,C024,Risk Advisory,Cyber Risk,True
CC000847,Internal Services IT APAC,C004,Internal Services,IT,True
CC000848,Consulting Operations APAC,C017,Consulting,Operations,False
CC000849,Deals Valuation EMEA,C040,Deals,Valuation,True
CC000850,Audit Controls Americas,C027,Audit,Controls,True
CC000851,Consulting Human Capital EMEA,C003,Consulting,Human Capital,True
CC000852,Deals M&A Americas,C037,Deals,M&A,True
CC000853,Tax Indirect Tax EMEA,C033,Tax,Indirect Tax,True
CC000854,Audit Assurance Americas,C001,Audit,Assurance,True
CC000855,Consulting Human Capital EMEA,C033,Consulting,Human Capital,True
CC000856,Tax Corporate Tax EMEA,C031,Tax,Corporate Tax,True
CC000857,Consulting Strategy Americas,C019,Consulting,Strategy,True
CC000858,Consulting Technology Consulting EMEA,C003,Consulting,Technology Consulting,True
CC000859,Tax Transfer Pricing APAC,C035,Tax,Transfer Pricing,True
CC000860,Tax Transfer Pricing APAC,C026,Tax,Transfer Pricing,True
CC000861,Deals M&A EMEA,C028,Deals,M&A,True
CC000862,Internal Services Marketing EMEA,C011,Internal Services,Marketing,True
CC000863,Consulting Human Capital Americas,C007,Consulting,Human Capital,True
CC000864,Internal Services IT Americas,C001,Internal Services,IT,True
CC000865,Risk Advisory Internal Audit APAC,C017,Risk Advisory,Internal Audit,True
CC000866,Consulting Data and Analytics EMEA,C010,Consulting,Data and Analytics,True
CC000867,Audit Assurance Americas,C039,Audit,Assurance,True
CC000868,Tax Corporate Tax Americas,C007,Tax,Corporate Tax,True
CC000869,Consulting Operations EMEA,C013,Consulting,Operations,True
CC000870,Consulting Operations EMEA,C010,Consulting,Operations,True
CC000871,Risk Advisory Internal Audit EMEA,C005,Risk Advisory,Internal Audit,True
CC000872,Consulting Data and Analytics Americas,C027,Consulting,Data and Analytics,True
CC000873,Tax Indirect Tax Americas,C039,Tax,Indirect Tax,True
CC000874,Risk Advisory Regulatory Risk APAC,C023,Risk Advisory,Regulatory Risk,True
CC000875,Tax Transfer Pricing EMEA,C033,Tax,Transfer Pricing,False
CC000876,Consulting Operations APAC,C025,Consulting,Operations,True
CC000877,Audit External Audit EMEA,C018,Audit,External Audit,True
CC000878,Consulting Data and Analytics EMEA,C033,Consulting,Data and Analytics,True
CC000879,Audit Assurance EMEA,C020,Audit,Assurance,True
CC000880,Consulting Strategy Americas,C006,Consulting,Strategy,True
CC000881,Internal Services Finance APAC,C017,Internal Services,Finance,True
CC000882,Audit External Audit APAC,C008,Audit,External Audit,True
CC000883,Tax Transfer Pricing EMEA,C003,Tax,Transfer Pricing,True
CC000884,Internal Services IT Americas,C002,Internal Services,IT,True
CC000885,Deals Transaction Services APAC,C038,Deals,Transaction Services,True
CC000886,Risk Advisory Regulatory Risk Americas,C012,Risk Advisory,Regulatory Risk,True
CC000887,Deals M&A APAC,C029,Deals,M&A,True
CC000888,Consulting Operations APAC,C021,Consulting,Operations,True
CC000889,Audit Assurance Americas,C019,Audit,Assurance,True
CC000890,Consulting Human Capital EMEA,C033,Consulting,Human Capital,True
CC000891,Internal Services Marketing APAC,C017,Internal Services,Marketing,True
CC000892,Deals Valuation APAC,C016,Deals,Valuation,True
CC000893,Audit External Audit EMEA,C031,Audit,External Audit,True
CC000894,Consulting Technology Consulting EMEA,C032,Consulting,Technology Consulting,True
CC000895,Consulting Operations Americas,C009,Consulting,Operations,True
CC000896,Audit External Audit Americas,C022,Audit,External Audit,True
CC000897,Consulting Technology Consulting APAC,C035,Consulting,Technology Consulting,True
CC000898,Audit Assurance EMEA,C003,Audit,Assurance,True
CC000899,Consulting Data and Analytics EMEA,C010,Consulting,Data and Analytics,True
CC000900,Internal Services HR APAC,C023,Internal Services,HR,True
CC000901,Tax Transfer Pricing EMEA,C005,Tax,Transfer Pricing,True
CC000902,Audit Controls Americas,C007,Audit,Controls,True
CC000903,Deals Transaction Services EMEA,C014,Deals,Transaction Services,True
CC000904,Consulting Operations APAC,C021,Consulting,Operations,True
CC000905,Consulting Operations APAC,C017,Consulting,Operations,True
CC000906,Risk Advisory Cyber Risk APAC,C029,Risk Advisory,Cyber Risk,True
CC000907,Audit External Audit EMEA,C005,Audit,External Audit,True
CC000908,Tax Corporate Tax APAC,C035,Tax,Corporate Tax,True
CC000909,Tax Corporate Tax APAC,C021,Tax,Corporate Tax,True
CC000910,Tax Corporate Tax EMEA,C033,Tax,Corporate Tax,True
CC000911,Internal Services Marketing Americas,C027,Internal Services,Marketing,True
CC000912,Consulting Human Capital Americas,C036,Consulting,Human Capital,True
CC000913,Audit Controls EMEA,C015,Audit,Controls,True
CC000914,Risk Advisory Regulatory Risk EMEA,C003,Risk Advisory,Regulatory Risk,True
CC000915,Audit Assurance Americas,C037,Audit,Assurance,True
CC000916,Consulting Human Capital Americas,C012,Consulting,Human Capital,True
CC000917,Consulting Data and Analytics Americas,C027,Consulting,Data and Analytics,True
CC000918,Consulting Data and Analytics APAC,C034,Consulting,Data and Analytics,True
CC000919,Tax Corporate Tax APAC,C024,Tax,Corporate Tax,True
CC000920,Audit Assurance EMEA,C015,Audit,Assurance,True
CC000921,Consulting Data and Analytics Americas,C036,Consulting,Data and Analytics,True
CC000922,Tax Transfer Pricing EMEA,C033,Tax,Transfer Pricing,True
CC000923,Consulting Strategy Americas,C027,Consulting,Strategy,True
CC000924,Risk Advisory Regulatory Risk EMEA,C033,Risk Advisory,Regulatory Risk,True
CC000925,Audit Assurance APAC,C030,Audit,Assurance,True
CC000926,Internal Services Marketing Americas,C012,Internal Services,Marketing,True
CC000927,Consulting Human Capital APAC,C030,Consulting,Human Capital,True
CC000928,Consulting Technology Consulting APAC,C030,Consulting,Technology Consulting,True
CC000929,Tax Transfer Pricing Americas,C009,Tax,Transfer Pricing,True
CC000930,Audit Controls Americas,C019,Audit,Controls,True
CC000931,Tax Indirect Tax Americas,C007,Tax,Indirect Tax,True
CC000932,Internal Services Marketing APAC,C017,Internal Services,Marketing,True
CC000933,Audit External Audit Americas,C006,Audit,External Audit,True
CC000934,Internal Services Legal EMEA,C005,Internal Services,Legal,True
CC000935,Consulting Data and Analytics APAC,C035,Consulting,Data and Analytics,True
CC000936,Tax Indirect Tax EMEA,C005,Tax,Indirect Tax,True
CC000937,Tax Corporate Tax EMEA,C014,Tax,Corporate Tax,True
CC000938,Audit External Audit EMEA,C033,Audit,External Audit,True
CC000939,Audit Controls Americas,C019,Audit,Controls,True
CC000940,Audit Controls APAC,C017,Audit,Controls,True
CC000941,Audit External Audit Americas,C037,Audit,External Audit,True
CC000942,Audit External Audit EMEA,C020,Audit,External Audit,True
CC000943,Audit Controls EMEA,C005,Audit,Controls,True
CC000944,Consulting Data and Analytics Americas,C039,Consulting,Data and Analytics,True
CC000945,Consulting Data and Analytics Americas,C001,Consulting,Data and Analytics,True
CC000946,Deals M&A EMEA,C014,Deals,M&A,True
CC000947,Internal Services HR EMEA,C014,Internal Services,HR,True
CC000948,Audit External Audit EMEA,C011,Audit,External Audit,True
CC000949,Audit External Audit APAC,C029,Audit,External Audit,True
CC000950,Audit External Audit APAC,C025,Audit,External Audit,True
CC000951,Tax Transfer Pricing EMEA,C028,Tax,Transfer Pricing,True
CC000952,Audit External Audit APAC,C008,Audit,External Audit,True
CC000953,Tax Transfer Pricing Americas,C039,Tax,Transfer Pricing,True
CC000954,Tax Transfer Pricing APAC,C023,Tax,Transfer Pricing,True
CC000955,Consulting Operations EMEA,C005,Consulting,Operations,True
CC000956,Risk Advisory Internal Audit EMEA,C033,Risk Advisory,Internal Audit,True
CC000957,Audit External Audit Americas,C012,Audit,External Audit,True
CC000958,Audit External Audit EMEA,C005,Audit,External Audit,True
CC000959,Internal Services HR APAC,C034,Internal Services,HR,True
CC000960,Consulting Strategy EMEA,C031,Consulting,Strategy,True
CC000961,Tax Indirect Tax Americas,C002,Tax,Indirect Tax,True
CC000962,Consulting Strategy Americas,C019,Consulting,Strategy,True
CC000963,Deals Transaction Services EMEA,C010,Deals,Transaction Services,True
CC000964,Consulting Technology Consulting APAC,C026,Consulting,Technology Consulting,True
CC000965,Consulting Strategy Americas,C037,Consulting,Strategy,True
CC000966,Tax Corporate Tax Americas,C019,Tax,Corporate Tax,True
CC000967,Risk Advisory Internal Audit Americas,C001,Risk Advisory,Internal Audit,True
CC000968,Consulting Technology Consulting APAC,C026,Consulting,Technology Consulting,True
CC000969,Consulting Human Capital APAC,C024,Consulting,Human Capital,True
CC000970,Consulting Technology Consulting EMEA,C020,Consulting,Technology Consulting,True
CC000971,Risk Advisory Cyber Risk Americas,C001,Risk Advisory,Cyber Risk,True
CC000972,Audit Assurance EMEA,C005,Audit,Assurance,True
CC000973,Consulting Operations Americas,C037,Consulting,Operations,True
CC000974,Audit External Audit APAC,C021,Audit,External Audit,True
CC000975,Audit External Audit EMEA,C031,Audit,External Audit,True
CC000976,Internal Services Legal EMEA,C003,Internal Services,Legal,True
CC000977,Audit Controls APAC,C008,Audit,Controls,True
CC000978,Risk Advisory Regulatory Risk APAC,C004,Risk Advisory,Regulatory Risk,True
CC000979,Audit Assurance APAC,C026,Audit,Assurance,True
CC000980,Consulting Data and Analytics APAC,C016,Consulting,Data and Analytics,True
CC000981,Consulting Human Capital EMEA,C033,Consulting,Human Capital,True
CC000982,Consulting Human Capital Americas,C001,Consulting,Human Capital,False
CC000983,Consulting Strategy APAC,C026,Consulting,Strategy,True
CC000984,Risk Advisory Internal Audit APAC,C030,Risk Advisory,Internal Audit,True
CC000985,Internal Services Finance EMEA,C033,Internal Services,Finance,True
CC000986,Internal Services Legal Americas,C002,Internal Services,Legal,True
CC000987,Tax Corporate Tax EMEA,C003,Tax,Corporate Tax,True
CC000988,Consulting Data and Analytics Americas,C022,Consulting,Data and Analytics,True
CC000989,Consulting Operations APAC,C021,Consulting,Operations,True
CC000990,Consulting Technology Consulting Americas,C012,Consulting,Technology Consulting,True
CC000991,Tax Corporate Tax EMEA,C040,Tax,Corporate Tax,True
CC000992,Risk Advisory Internal Audit APAC,C038,Risk Advisory,Internal Audit,True
CC000993,Tax Indirect Tax APAC,C021,Tax,Indirect Tax,True
CC000994,Audit Assurance Americas,C012,Audit,Assurance,True
CC000995,Internal Services IT APAC,C030,Internal Services,IT,True
CC000996,Tax Indirect Tax APAC,C017,Tax,Indirect Tax,True
CC000997,Risk Advisory Cyber Risk Americas,C002,Risk Advisory,Cyber Risk,True
CC000998,Tax Indirect Tax EMEA,C028,Tax,Indirect Tax,True
CC000999,Risk Advisory Cyber Risk EMEA,C028,Risk Advisory,Cyber Risk,True
CC001000,Deals M&A APAC,C021,Deals,M&A,True
CC001001,Risk Advisory Regulatory Risk Americas,C006,Risk Advisory,Regulatory Risk,True
CC001002,Audit Assurance Americas,C039,Audit,Assurance,True
CC001003,Audit Controls Americas,C036,Audit,Controls,True
CC001004,Audit Controls APAC,C008,Audit,Controls,False
CC001005,Risk Advisory Internal Audit Americas,C001,Risk Advisory,Internal Audit,True
CC001006,Deals Valuation APAC,C021,Deals,Valuation,True
CC001007,Deals Transaction Services APAC,C026,Deals,Transaction Services,True
CC001008,Deals Transaction Services Americas,C027,Deals,Transaction Services,True
CC001009,Consulting Technology Consulting Americas,C012,Consulting,Technology Consulting,True
CC001010,Tax Corporate Tax EMEA,C040,Tax,Corporate Tax,True
CC001011,Tax Transfer Pricing APAC,C038,Tax,Transfer Pricing,True
CC001012,Deals Transaction Services EMEA,C033,Deals,Transaction Services,True
CC001013,Deals M&A Americas,C002,Deals,M&A,True
CC001014,Risk Advisory Regulatory Risk Americas,C002,Risk Advisory,Regulatory Risk,True
CC001015,Internal Services Legal Americas,C007,Internal Services,Legal,True
CC001016,Tax Indirect Tax Americas,C037,Tax,Indirect Tax,True
CC001017,Deals M&A Americas,C027,Deals,M&A,True
CC001018,Audit Assurance APAC,C038,Audit,Assurance,True
CC001019,Internal Services Legal EMEA,C018,Internal Services,Legal,True
CC001020,Consulting Operations EMEA,C010,Consulting,Operations,True
CC001021,Internal Services Legal EMEA,C018,Internal Services,Legal,True
CC001022,Risk Advisory Internal Audit APAC,C008,Risk Advisory,Internal Audit,True
CC001023,Audit Assurance APAC,C025,Audit,Assurance,True
CC001024,Audit Controls Americas,C039,Audit,Controls,True
CC001025,Risk Advisory Internal Audit APAC,C026,Risk Advisory,Internal Audit,True
CC001026,Audit Assurance Americas,C006,Audit,Assurance,True
CC001027,Risk Advisory Cyber Risk EMEA,C013,Risk Advisory,Cyber Risk,True
CC001028,Deals Valuation Americas,C012,Deals,Valuation,True
CC001029,Tax Transfer Pricing EMEA,C014,Tax,Transfer Pricing,True
CC001030,Internal Services Legal EMEA,C028,Internal Services,Legal,True
CC001031,Risk Advisory Cyber Risk Americas,C002,Risk Advisory,Cyber Risk,True
CC001032,Tax Indirect Tax APAC,C030,Tax,Indirect Tax,True
CC001033,Audit Controls EMEA,C011,Audit,Controls,True
CC001034,Internal Services HR APAC,C017,Internal Services,HR,True
CC001035,Consulting Human Capital Americas,C027,Consulting,Human Capital,True
CC001036,Internal Services IT EMEA,C005,Internal Services,IT,True
CC001037,Audit External Audit Americas,C007,Audit,External Audit,True
CC001038,Tax Corporate Tax APAC,C024,Tax,Corporate Tax,True
CC001039,Consulting Strategy Americas,C001,Consulting,Strategy,True
CC001040,Tax Transfer Pricing APAC,C038,Tax,Transfer Pricing,True
CC001041,Audit External Audit APAC,C024,Audit,External Audit,True
CC001042,Risk Advisory Internal Audit EMEA,C010,Risk Advisory,Internal Audit,True
CC001043,Consulting Data and Analytics EMEA,C032,Consulting,Data and Analytics,True
CC001044,Tax Corporate Tax EMEA,C005,Tax,Corporate Tax,True
CC001045,Audit External Audit Americas,C001,Audit,External Audit,True
CC001046,Risk Advisory Internal Audit Americas,C001,Risk Advisory,Internal Audit,True
CC001047,Internal Services HR APAC,C029,Internal Services,HR,True
CC001048,Risk Advisory Cyber Risk Americas,C009,Risk Advisory,Cyber Risk,True
CC001049,Consulting Technology Consulting EMEA,C014,Consulting,Technology Consulting,True
CC001050,Audit Controls Americas,C039,Audit,Controls,True
CC001051,Audit External Audit EMEA,C003,Audit,External Audit,True
CC001052,Consulting Operations Americas,C019,Consulting,Operations,True
CC001053,Deals Transaction Services Americas,C019,Deals,Transaction Services,True
CC001054,Risk Advisory Internal Audit APAC,C034,Risk Advisory,Internal Audit,True
CC001055,Deals M&A EMEA,C011,Deals,M&A,True
CC001056,Consulting Human Capital APAC,C030,Consulting,Human Capital,True
CC001057,Tax Corporate Tax Americas,C022,Tax,Corporate Tax,True
CC001058,Tax Corporate Tax EMEA,C033,Tax,Corporate Tax,True
CC001059,Consulting Strategy Americas,C006,Consulting,Strategy,True
CC001060,Risk Advisory Internal Audit APAC,C008,Risk Advisory,Internal Audit,True
CC001061,Consulting Operations Americas,C039,Consulting,Operations,True
CC001062,Audit External Audit Americas,C009,Audit,External Audit,True
CC001063,Tax Indirect Tax Americas,C007,Tax,Indirect Tax,True
CC001064,Tax Indirect Tax Americas,C019,Tax,Indirect Tax,True
CC001065,Audit Assurance Americas,C001,Audit,Assurance,True
CC001066,Consulting Strategy EMEA,C040,Consulting,Strategy,True
CC001067,Consulting Technology Consulting APAC,C024,Consulting,Technology Consulting,True
CC001068,Tax Transfer Pricing APAC,C038,Tax,Transfer Pricing,True
CC001069,Deals Transaction Services EMEA,C031,Deals,Transaction Services,True
CC001070,Consulting Technology Consulting Americas,C007,Consulting,Technology Consulting,True
CC001071,Consulting Operations Americas,C022,Consulting,Operations,True
CC001072,Consulting Technology Consulting Americas,C022,Consulting,Technology Consulting,True
CC001073,Risk Advisory Internal Audit APAC,C038,Risk Advisory,Internal Audit,True
CC001074,Audit Assurance Americas,C009,Audit,Assurance,True
CC001075,Audit Controls EMEA,C018,Audit,Controls,True
CC001076,Audit External Audit Americas,C006,Audit,External Audit,True
CC001077,Risk Advisory Internal Audit APAC,C025,Risk Advisory,Internal Audit,True
CC001078,Tax Indirect Tax APAC,C034,Tax,Indirect Tax,True
CC001079,Risk Advisory Internal Audit APAC,C008,Risk Advisory,Internal Audit,False
CC001080,Consulting Human Capital Americas,C002,Consulting,Human Capital,True
CC001081,Internal Services Legal APAC,C021,Internal Services,Legal,True
CC001082,Tax Corporate Tax EMEA,C032,Tax,Corporate Tax,True
CC001083,Risk Advisory Cyber Risk EMEA,C013,Risk Advisory,Cyber Risk,True
CC001084,Consulting Operations EMEA,C014,Consulting,Operations,True
CC001085,Tax Transfer Pricing APAC,C030,Tax,Transfer Pricing,True
CC001086,Risk Advisory Regulatory Risk APAC,C025,Risk Advisory,Regulatory Risk,True
CC001087,Tax Transfer Pricing APAC,C023,Tax,Transfer Pricing,True
CC001088,Audit External Audit Americas,C012,Audit,External Audit,True
CC001089,Audit Controls EMEA,C010,Audit,Controls,True
CC001090,Deals Valuation EMEA,C003,Deals,Valuation,True
CC001091,Audit External Audit APAC,C029,Audit,External Audit,True
CC001092,Risk Advisory Internal Audit Americas,C036,Risk Advisory,Internal Audit,True
CC001093,Tax Indirect Tax APAC,C026,Tax,Indirect Tax,True
CC001094,Tax Corporate Tax APAC,C038,Tax,Corporate Tax,True
CC001095,Audit Assurance Americas,C022,Audit,Assurance,True
CC001096,Consulting Operations APAC,C017,Consulting,Operations,True
CC001097,Audit Controls Americas,C039,Audit,Controls,True
CC001098,Internal Services IT Americas,C002,Internal Services,IT,False
CC001099,Deals Valuation EMEA,C003,Deals,Valuation,True
CC001100,Audit Controls APAC,C023,Audit,Controls,True
CC001101,Tax Corporate Tax Americas,C039,Tax,Corporate Tax,True
CC001102,Consulting Human Capital Americas,C002,Consulting,Human Capital,True
CC001103,Risk Advisory Cyber Risk APAC,C024,Risk Advisory,Cyber Risk,True
CC001104,Risk Advisory Cyber Risk APAC,C025,Risk Advisory,Cyber Risk,True
CC001105,Internal Services Legal APAC,C016,Internal Services,Legal,True
CC001106,Audit External Audit EMEA,C020,Audit,External Audit,True
CC001107,Consulting Data and Analytics EMEA,C013,Consulting,Data and Analytics,False
CC001108,Consulting Human Capital EMEA,C003,Consulting,Human Capital,False
CC001109,Tax Corporate Tax EMEA,C005,Tax,Corporate Tax,True
CC001110,Consulting Strategy EMEA,C020,Consulting,Strategy,True
CC001111,Audit External Audit EMEA,C040,Audit,External Audit,True
CC001112,Consulting Operations Americas,C001,Consulting,Operations,True
CC001113,Deals Transaction Services Americas,C001,Deals,Transaction Services,True
CC001114,Tax Transfer Pricing Americas,C039,Tax,Transfer Pricing,True
CC001115,Tax Transfer Pricing EMEA,C015,Tax,Transfer Pricing,True
CC001116,Tax Transfer Pricing APAC,C035,Tax,Transfer Pricing,True
CC001117,Consulting Data and Analytics EMEA,C028,Consulting,Data and Analytics,True
CC001118,Risk Advisory Cyber Risk APAC,C035,Risk Advisory,Cyber Risk,True
CC001119,Consulting Operations APAC,C004,Consulting,Operations,True
CC001120,Audit Assurance EMEA,C028,Audit,Assurance,True
CC001121,Audit Controls Americas,C009,Audit,Controls,True
CC001122,Audit External Audit APAC,C016,Audit,External Audit,True
CC001123,Internal Services HR EMEA,C010,Internal Services,HR,True
CC001124,Deals Transaction Services EMEA,C015,Deals,Transaction Services,True
CC001125,Consulting Human Capital EMEA,C011,Consulting,Human Capital,True
CC001126,Consulting Technology Consulting APAC,C016,Consulting,Technology Consulting,True
CC001127,Internal Services IT Americas,C027,Internal Services,IT,True
CC001128,Tax Indirect Tax EMEA,C014,Tax,Indirect Tax,True
CC001129,Risk Advisory Cyber Risk Americas,C012,Risk Advisory,Cyber Risk,True
CC001130,Tax Indirect Tax APAC,C016,Tax,Indirect Tax,True
CC001131,Consulting Strategy EMEA,C014,Consulting,Strategy,True
CC001132,Consulting Human Capital EMEA,C010,Consulting,Human Capital,True
CC001133,Tax Transfer Pricing APAC,C038,Tax,Transfer Pricing,True
CC001134,Audit Controls EMEA,C033,Audit,Controls,True
CC001135,Tax Indirect Tax EMEA,C031,Tax,Indirect Tax,True
CC001136,Consulting Strategy APAC,C016,Consulting,Strategy,True
CC001137,Risk Advisory Cyber Risk Americas,C001,Risk Advisory,Cyber Risk,True
CC001138,Tax Indirect Tax Americas,C002,Tax,Indirect Tax,True
CC001139,Tax Transfer Pricing Americas,C007,Tax,Transfer Pricing,True
CC001140,Consulting Operations EMEA,C028,Consulting,Operations,True
CC001141,Tax Corporate Tax EMEA,C010,Tax,Corporate Tax,True
CC001142,Consulting Technology Consulting APAC,C023,Consulting,Technology Consulting,True
CC001143,Audit Assurance Americas,C012,Audit,Assurance,True
CC001144,Audit Controls APAC,C021,Audit,Controls,True
CC001145,Tax Transfer Pricing EMEA,C013,Tax,Transfer Pricing,True
CC001146,Audit Assurance APAC,C017,Audit,Assurance,True
CC001147,Tax Transfer Pricing APAC,C024,Tax,Transfer Pricing,True
CC001148,Consulting Data and Analytics EMEA,C015,Consulting,Data and Analytics,True
CC001149,Consulting Strategy APAC,C035,Consulting,Strategy,True
CC001150,Deals M&A EMEA,C018,Deals,M&A,True
CC001151,Consulting Strategy APAC,C038,Consulting,Strategy,True
CC001152,Consulting Technology Consulting APAC,C035,Consulting,Technology Consulting,True
CC001153,Tax Corporate Tax EMEA,C028,Tax,Corporate Tax,True
CC001154,Consulting Technology Consulting EMEA,C010,Consulting,Technology Consulting,True
CC001155,Audit External Audit Americas,C022,Audit,External Audit,True
CC001156,Consulting Data and Analytics APAC,C034,Consulting,Data and Analytics,True
CC001157,Audit Controls APAC,C004,Audit,Controls,True
CC001158,Consulting Technology Consulting APAC,C038,Consulting,Technology Consulting,True
CC001159,Risk Advisory Cyber Risk Americas,C027,Risk Advisory,Cyber Risk,True
CC001160,Internal Services Finance APAC,C029,Internal Services,Finance,True
CC001161,Audit Assurance EMEA,C028,Audit,Assurance,True
CC001162,Consulting Human Capital EMEA,C005,Consulting,Human Capital,True
CC001163,Internal Services IT EMEA,C032,Internal Services,IT,True
CC001164,Tax Transfer Pricing EMEA,C031,Tax,Transfer Pricing,True
CC001165,Risk Advisory Internal Audit Americas,C001,Risk Advisory,Internal Audit,True
CC001166,Consulting Technology Consulting EMEA,C011,Consulting,Technology Consulting,False
CC001167,Tax Transfer Pricing EMEA,C005,Tax,Transfer Pricing,True
CC001168,Consulting Technology Consulting Americas,C001,Consulting,Technology Consulting,True
CC001169,Consulting Operations Americas,C039,Consulting,Operations,True
CC001170,Internal Services IT Americas,C039,Internal Services,IT,True
CC001171,Tax Transfer Pricing EMEA,C033,Tax,Transfer Pricing,True
CC001172,Internal Services HR EMEA,C018,Internal Services,HR,True
CC001173,Deals M&A EMEA,C018,Deals,M&A,True
CC001174,Tax Corporate Tax Americas,C012,Tax,Corporate Tax,True
CC001175,Internal Services HR APAC,C026,Internal Services,HR,True
CC001176,Consulting Technology Consulting APAC,C004,Consulting,Technology Consulting,True
CC001177,Audit Assurance APAC,C024,Audit,Assurance,True
CC001178,Internal Services HR APAC,C034,Internal Services,HR,True
CC001179,Audit Controls Americas,C039,Audit,Controls,True
CC001180,Audit Assurance EMEA,C031,Audit,Assurance,True
CC001181,Consulting Data and Analytics EMEA,C010,Consulting,Data and Analytics,True
CC001182,Audit External Audit APAC,C026,Audit,External Audit,True
CC001183,Risk Advisory Regulatory Risk EMEA,C033,Risk Advisory,Regulatory Risk,True
CC001184,Audit Controls EMEA,C018,Audit,Controls,True
CC001185,Consulting Technology Consulting APAC,C004,Consulting,Technology Consulting,True
CC001186,Audit Assurance EMEA,C010,Audit,Assurance,True
CC001187,Risk Advisory Internal Audit Americas,C009,Risk Advisory,Internal Audit,True
CC001188,Audit External Audit EMEA,C040,Audit,External Audit,True
CC001189,Audit Controls APAC,C017,Audit,Controls,True
CC001190,Consulting Strategy APAC,C024,Consulting,Strategy,True
CC001191,Consulting Data and Analytics Americas,C001,Consulting,Data and Analytics,True
CC001192,Audit Controls APAC,C030,Audit,Controls,True
CC001193,Consulting Human Capital Americas,C002,Consulting,Human Capital,True
CC001194,Consulting Human Capital EMEA,C015,Consulting,Human Capital,True
CC001195,Consulting Data and Analytics APAC,C026,Consulting,Data and Analytics,True
CC001196,Audit Controls EMEA,C018,Audit,Controls,True
CC001197,Tax Corporate Tax APAC,C026,Tax,Corporate Tax,True
CC001198,Risk Advisory Cyber Risk Americas,C001,Risk Advisory,Cyber Risk,True
CC001199,Internal Services IT EMEA,C011,Internal Services,IT,True
CC001200,Consulting Operations EMEA,C014,Consulting,Operations,True
CC001201,Consulting Technology Consulting EMEA,C032,Consulting,Technology Consulting,True
CC001202,Consulting Operations EMEA,C031,Consulting,Operations,True
CC001203,Audit Controls EMEA,C020,Audit,Controls,True
CC001204,Consulting Operations APAC,C034,Consulting,Operations,True
