absence_request_id,worker_id,absence_plan_id,absence_type,request_date,absence_start_date,absence_end_date,duration_days,approval_status,is_paid_leave
AR000008651,W00002047,AP00032,Sick Leave,2023-12-29,2024-02-09,2024-02-09,1,Approved,True
AR000008652,W00004001,AP00025,Bereavement Leave,2024-10-03,2024-11-21,2024-11-24,4,Approved,True
AR000008653,W00003883,AP00055,Bereavement Leave,2025-11-08,2025-11-20,2025-11-20,1,Approved,True
AR000008654,W00001302,AP00025,Bereavement Leave,2025-07-05,2025-08-18,2025-08-22,5,Approved,True
AR000008655,W00002834,AP00044,Parental Leave,2023-10-04,2023-11-11,2024-01-28,79,Approved,True
AR000008656,W00004244,AP00037,Sick Leave,2022-06-20,2022-08-15,2022-08-17,3,Pending,True
AR000008657,W00002289,AP00018,Personal Leave,2021-07-05,2021-07-14,2021-07-16,3,Approved,True
AR000008658,W00004469,AP00042,Sick Leave,2021-04-11,2021-05-19,2021-05-22,4,Approved,True
AR000008659,W00002977,AP00063,Personal Leave,2022-04-17,2022-05-25,2022-05-29,5,Approved,True
AR000008660,W00003642,AP00063,Personal Leave,2024-10-13,2024-12-12,2024-12-12,1,Cancelled,True
AR000008661,W00001272,AP00041,Vacation,2025-01-23,2025-02-25,2025-03-07,11,Approved,True
AR000008662,W00000074,AP00023,Personal Leave,2023-06-09,2023-07-19,2023-07-22,4,Approved,True
AR000008663,W00002701,AP00037,Sick Leave,2024-09-21,2024-10-16,2024-10-19,4,Approved,True
AR000008664,W00001548,AP00042,Sick Leave,2022-03-14,2022-04-05,2022-04-09,5,Approved,True
AR000008665,W00000141,AP00006,Vacation,2024-08-23,2024-09-22,2024-09-30,9,Approved,True
AR000008666,W00000835,AP00057,Sick Leave,2023-11-10,2023-12-28,2023-12-29,2,Approved,True
AR000008667,W00004420,AP00045,Bereavement Leave,2024-01-12,2024-01-28,2024-01-30,3,Pending,True
AR000008668,W00000092,AP00005,Bereavement Leave,2021-05-08,2021-07-05,2021-07-09,5,Approved,True
AR000008669,W00000886,AP00064,Parental Leave,2025-02-08,2025-03-05,2025-06-22,110,Approved,True
AR000008670,W00002728,AP00055,Bereavement Leave,2025-09-25,2025-11-10,2025-11-14,5,Denied,True
AR000008671,W00002773,AP00055,Bereavement Leave,2025-04-13,2025-05-12,2025-05-16,5,Approved,True
AR000008672,W00003967,AP00005,Bereavement Leave,2022-07-14,2022-09-01,2022-09-05,5,Approved,True
AR000008673,W00000890,AP00032,Sick Leave,2021-08-01,2021-08-21,2021-08-21,1,Approved,True
AR000008674,W00001488,AP00053,Personal Leave,2022-09-10,2022-09-25,2022-09-25,1,Cancelled,True
AR000008675,W00001435,AP00053,Personal Leave,2025-06-10,2025-06-19,2025-06-20,2,Approved,True
AR000008676,W00000026,AP00022,Sick Leave,2024-10-29,2024-11-04,2024-11-04,1,Denied,True
AR000008677,W00004407,AP00060,Bereavement Leave,2021-05-05,2021-06-24,2021-06-28,5,Approved,True
AR000008678,W00004777,AP00028,Personal Leave,2023-10-29,2023-11-05,2023-11-09,5,Pending,True
AR000008679,W00003339,AP00044,Parental Leave,2025-01-07,2025-01-28,2025-03-14,46,Approved,True
AR000008680,W00002648,AP00059,Parental Leave,2023-09-26,2023-10-26,2024-01-23,90,Approved,True
AR000008681,W00001616,AP00037,Sick Leave,2021-12-01,2021-12-08,2021-12-08,1,Approved,True
AR000008682,W00001309,AP00041,Vacation,2025-06-16,2025-08-13,2025-08-24,12,Approved,True
AR000008683,W00003806,AP00011,Vacation,2023-08-25,2023-09-06,2023-09-14,9,Approved,True
AR000008684,W00002952,AP00012,Sick Leave,2024-07-06,2024-07-16,2024-07-18,3,Approved,True
AR000008685,W00002229,AP00021,Vacation,2022-08-14,2022-09-25,2022-10-03,9,Approved,True
AR000008686,W00001948,AP00001,Vacation,2022-09-02,2022-09-20,2022-09-24,5,Approved,True
AR000008687,W00000748,AP00011,Vacation,2023-02-16,2023-03-04,2023-03-05,2,Approved,True
AR000008688,W00003037,AP00054,Parental Leave,2023-03-05,2023-04-10,2023-07-05,87,Approved,True
AR000008689,W00003896,AP00055,Bereavement Leave,2023-10-26,2023-11-02,2023-11-06,5,Approved,True
AR000008690,W00003622,AP00030,Bereavement Leave,2023-12-24,2024-01-07,2024-01-07,1,Approved,True
AR000008691,W00002143,AP00002,Sick Leave,2024-09-26,2024-10-01,2024-10-03,3,Approved,True
AR000008692,W00002149,AP00059,Parental Leave,2021-08-29,2021-09-22,2022-01-12,113,Approved,True
AR000008693,W00001273,AP00011,Vacation,2023-11-16,2024-01-10,2024-01-13,4,Approved,True
AR000008694,W00002513,AP00043,Personal Leave,2023-07-07,2023-08-18,2023-08-21,4,Approved,True
AR000008695,W00001632,AP00064,Parental Leave,2023-05-24,2023-06-22,2023-09-28,99,Approved,True
AR000008696,W00002750,AP00023,Personal Leave,2023-02-28,2023-04-23,2023-04-24,2,Approved,True
AR000008697,W00001568,AP00045,Bereavement Leave,2024-01-24,2024-03-15,2024-03-16,2,Approved,True
AR000008698,W00000177,AP00064,Parental Leave,2024-06-10,2024-07-14,2024-11-01,111,Denied,True
AR000008699,W00000833,AP00027,Sick Leave,2022-05-29,2022-07-19,2022-07-21,3,Approved,True
AR000008700,W00000663,AP00013,Personal Leave,2021-05-13,2021-05-19,2021-05-22,4,Approved,True
AR000008701,W00003777,AP00031,Vacation,2022-02-24,2022-04-24,2022-05-01,8,Approved,True
AR000008702,W00004327,AP00039,Parental Leave,2021-02-05,2021-02-06,2021-03-22,45,Approved,True
AR000008703,W00000261,AP00013,Personal Leave,2021-02-21,2021-03-06,2021-03-07,2,Approved,True
AR000008704,W00004863,AP00027,Sick Leave,2021-10-26,2021-12-14,2021-12-17,4,Approved,True
AR000008705,W00000365,AP00015,Bereavement Leave,2025-02-14,2025-04-07,2025-04-10,4,Approved,True
AR000008706,W00000071,AP00061,Vacation,2021-03-22,2021-03-25,2021-04-02,9,Approved,True
AR000008707,W00000367,AP00057,Sick Leave,2024-06-16,2024-07-23,2024-07-25,3,Approved,True
AR000008708,W00004702,AP00061,Vacation,2024-05-29,2024-07-13,2024-07-22,10,Approved,True
AR000008709,W00000291,AP00054,Parental Leave,2021-12-15,2022-02-03,2022-05-04,91,Approved,True
AR000008710,W00000528,AP00057,Sick Leave,2020-12-27,2021-02-25,2021-02-27,3,Pending,True
AR000008711,W00003621,AP00034,Parental Leave,2021-04-03,2021-05-30,2021-08-22,85,Approved,True
AR000008712,W00000532,AP00002,Sick Leave,2025-05-25,2025-07-09,2025-07-13,5,Approved,True
AR000008713,W00004217,AP00031,Vacation,2021-12-03,2021-12-08,2021-12-19,12,Approved,True
AR000008714,W00003851,AP00028,Personal Leave,2025-09-03,2025-10-11,2025-10-14,4,Pending,True
AR000008715,W00000761,AP00043,Personal Leave,2022-09-07,2022-09-17,2022-09-20,4,Approved,True
AR000008716,W00000578,AP00064,Parental Leave,2024-11-30,2024-12-01,2025-01-08,39,Approved,True
AR000008717,W00000835,AP00001,Vacation,2022-12-27,2023-02-15,2023-02-18,4,Pending,True
AR000008718,W00000125,AP00002,Sick Leave,2022-07-24,2022-08-01,2022-08-03,3,Approved,True
AR000008719,W00003185,AP00052,Sick Leave,2023-07-19,2023-08-07,2023-08-09,3,Approved,True
AR000008720,W00001546,AP00002,Sick Leave,2021-12-16,2021-12-29,2021-12-29,1,Approved,True
AR000008721,W00002543,AP00035,Bereavement Leave,2024-08-18,2024-09-25,2024-09-28,4,Approved,True
AR000008722,W00003674,AP00015,Bereavement Leave,2025-06-18,2025-07-30,2025-08-01,3,Approved,True
AR000008723,W00001224,AP00060,Bereavement Leave,2023-05-30,2023-07-15,2023-07-18,4,Approved,True
AR000008724,W00003673,AP00001,Vacation,2022-06-24,2022-07-28,2022-08-04,8,Approved,True
AR000008725,W00000428,AP00062,Sick Leave,2023-07-23,2023-09-06,2023-09-08,3,Approved,True
AR000008726,W00000761,AP00011,Vacation,2025-08-24,2025-09-29,2025-10-12,14,Approved,True
AR000008727,W00001734,AP00039,Parental Leave,2021-06-14,2021-07-25,2021-09-27,65,Approved,True
AR000008728,W00002325,AP00057,Sick Leave,2023-01-12,2023-03-13,2023-03-17,5,Approved,True
AR000008729,W00002942,AP00048,Personal Leave,2022-05-21,2022-06-27,2022-06-30,4,Approved,True
AR000008730,W00003330,AP00036,Vacation,2021-02-26,2021-03-13,2021-03-25,13,Approved,True
AR000008731,W00001998,AP00033,Personal Leave,2021-07-23,2021-08-28,2021-08-31,4,Approved,True
AR000008732,W00002982,AP00061,Vacation,2021-12-01,2022-01-24,2022-02-07,15,Approved,True
AR000008733,W00001375,AP00010,Bereavement Leave,2022-12-27,2022-12-28,2023-01-01,5,Approved,True
AR000008734,W00001404,AP00025,Bereavement Leave,2021-09-09,2021-10-06,2021-10-06,1,Pending,True
AR000008735,W00004671,AP00025,Bereavement Leave,2022-09-15,2022-10-02,2022-10-02,1,Approved,True
AR000008736,W00004865,AP00055,Bereavement Leave,2025-01-01,2025-01-26,2025-01-26,1,Approved,True
AR000008737,W00004812,AP00054,Parental Leave,2023-09-19,2023-10-02,2024-01-10,101,Pending,True
AR000008738,W00000223,AP00046,Vacation,2021-11-27,2021-12-01,2021-12-06,6,Approved,True
AR000008739,W00002591,AP00013,Personal Leave,2023-07-02,2023-08-12,2023-08-14,3,Approved,True
AR000008740,W00000525,AP00057,Sick Leave,2023-03-22,2023-04-04,2023-04-06,3,Approved,True
AR000008741,W00002252,AP00023,Personal Leave,2023-12-11,2024-01-31,2024-02-02,3,Approved,True
AR000008742,W00003214,AP00039,Parental Leave,2021-08-05,2021-09-21,2022-01-11,113,Approved,True
AR000008743,W00002053,AP00053,Personal Leave,2023-01-27,2023-03-09,2023-03-13,5,Approved,True
AR000008744,W00004487,AP00016,Vacation,2023-12-08,2024-01-14,2024-01-19,6,Approved,True
AR000008745,W00004522,AP00012,Sick Leave,2023-11-21,2023-11-30,2023-12-02,3,Approved,True
AR000008746,W00004246,AP00060,Bereavement Leave,2024-06-15,2024-08-11,2024-08-11,1,Cancelled,True
AR000008747,W00001484,AP00048,Personal Leave,2025-07-15,2025-08-02,2025-08-05,4,Denied,True
AR000008748,W00002145,AP00001,Vacation,2024-01-26,2024-02-05,2024-02-08,4,Approved,True
AR000008749,W00000748,AP00057,Sick Leave,2024-07-18,2024-08-30,2024-08-30,1,Denied,True
AR000008750,W00004358,AP00001,Vacation,2022-10-23,2022-10-30,2022-11-13,15,Pending,True
AR000008751,W00001573,AP00047,Sick Leave,2024-01-09,2024-01-10,2024-01-12,3,Approved,True
AR000008752,W00003584,AP00043,Personal Leave,2022-11-06,2022-12-01,2022-12-01,1,Approved,True
AR000008753,W00004476,AP00054,Parental Leave,2021-02-13,2021-04-11,2021-08-05,117,Approved,True
AR000008754,W00003883,AP00031,Vacation,2022-09-16,2022-10-22,2022-11-05,15,Approved,True
AR000008755,W00003282,AP00007,Sick Leave,2023-02-04,2023-02-12,2023-02-16,5,Approved,True
AR000008756,W00004502,AP00036,Vacation,2024-09-11,2024-11-07,2024-11-11,5,Approved,True
AR000008757,W00001432,AP00051,Vacation,2021-07-02,2021-08-23,2021-09-06,15,Approved,True
AR000008758,W00001965,AP00060,Bereavement Leave,2024-01-01,2024-01-12,2024-01-14,3,Approved,True
AR000008759,W00001316,AP00008,Personal Leave,2024-06-02,2024-06-04,2024-06-06,3,Approved,True
AR000008760,W00004293,AP00021,Vacation,2025-10-15,2025-11-07,2025-11-17,11,Approved,True
AR000008761,W00003725,AP00039,Parental Leave,2025-09-22,2025-09-27,2026-01-09,105,Approved,True
AR000008762,W00004356,AP00013,Personal Leave,2023-01-28,2023-02-19,2023-02-22,4,Pending,True
AR000008763,W00002724,AP00018,Personal Leave,2022-04-17,2022-04-20,2022-04-23,4,Pending,True
AR000008764,W00003115,AP00022,Sick Leave,2023-06-02,2023-07-07,2023-07-10,4,Approved,True
AR000008765,W00002638,AP00033,Personal Leave,2022-05-15,2022-07-08,2022-07-12,5,Approved,True
AR000008766,W00004518,AP00041,Vacation,2022-12-24,2023-02-16,2023-02-26,11,Approved,True
AR000008767,W00000375,AP00040,Bereavement Leave,2023-11-14,2023-11-29,2023-12-02,4,Approved,True
AR000008768,W00001691,AP00042,Sick Leave,2021-04-12,2021-05-15,2021-05-19,5,Approved,True
AR000008769,W00001035,AP00051,Vacation,2022-06-05,2022-07-30,2022-08-09,11,Approved,True
AR000008770,W00002012,AP00055,Bereavement Leave,2023-11-06,2023-12-02,2023-12-05,4,Approved,True
AR000008771,W00000036,AP00002,Sick Leave,2024-10-06,2024-11-27,2024-11-29,3,Cancelled,True
AR000008772,W00002910,AP00035,Bereavement Leave,2021-09-24,2021-09-27,2021-09-28,2,Approved,True
AR000008773,W00003646,AP00046,Vacation,2021-07-17,2021-09-12,2021-09-25,14,Cancelled,True
AR000008774,W00004522,AP00024,Parental Leave,2025-04-01,2025-04-25,2025-05-29,35,Denied,True
AR000008775,W00003920,AP00030,Bereavement Leave,2023-12-09,2024-01-02,2024-01-06,5,Approved,True
AR000008776,W00004517,AP00008,Personal Leave,2021-11-01,2021-12-31,2022-01-03,4,Approved,True
AR000008777,W00004259,AP00029,Parental Leave,2023-04-10,2023-04-12,2023-07-09,89,Approved,True
AR000008778,W00001678,AP00039,Parental Leave,2025-08-13,2025-08-24,2025-09-29,37,Approved,True
AR000008779,W00001976,AP00013,Personal Leave,2023-10-02,2023-12-01,2023-12-01,1,Approved,True
AR000008780,W00001504,AP00034,Parental Leave,2023-08-01,2023-08-05,2023-10-14,71,Approved,True
AR000008781,W00004002,AP00021,Vacation,2023-11-21,2023-12-24,2023-12-29,6,Approved,True
AR000008782,W00004791,AP00040,Bereavement Leave,2025-09-18,2025-10-05,2025-10-06,2,Approved,True
AR000008783,W00004791,AP00010,Bereavement Leave,2022-08-28,2022-10-04,2022-10-05,2,Approved,True
AR000008784,W00000635,AP00061,Vacation,2023-02-08,2023-02-12,2023-02-23,12,Approved,True
AR000008785,W00000705,AP00009,Parental Leave,2025-01-31,2025-03-19,2025-06-19,93,Approved,True
AR000008786,W00002987,AP00018,Personal Leave,2025-07-31,2025-08-02,2025-08-02,1,Approved,True
AR000008787,W00004090,AP00063,Personal Leave,2022-10-06,2022-10-29,2022-10-31,3,Approved,True
AR000008788,W00002931,AP00037,Sick Leave,2022-05-28,2022-06-17,2022-06-20,4,Approved,True
AR000008789,W00004641,AP00002,Sick Leave,2023-05-16,2023-07-11,2023-07-14,4,Approved,True
AR000008790,W00003631,AP00056,Vacation,2021-04-17,2021-05-15,2021-05-18,4,Cancelled,True
AR000008791,W00004253,AP00035,Bereavement Leave,2025-03-20,2025-05-08,2025-05-08,1,Approved,True
AR000008792,W00003350,AP00022,Sick Leave,2022-06-04,2022-07-29,2022-07-30,2,Approved,True
AR000008793,W00000716,AP00008,Personal Leave,2025-02-28,2025-04-06,2025-04-06,1,Approved,True
AR000008794,W00003034,AP00009,Parental Leave,2023-07-30,2023-08-19,2023-10-05,48,Approved,True
AR000008795,W00000682,AP00044,Parental Leave,2024-12-05,2025-01-18,2025-05-13,116,Approved,True
AR000008796,W00000937,AP00064,Parental Leave,2024-01-16,2024-03-08,2024-05-28,82,Approved,True
AR000008797,W00001069,AP00042,Sick Leave,2024-07-14,2024-07-26,2024-07-29,4,Cancelled,True
AR000008798,W00003578,AP00034,Parental Leave,2022-08-17,2022-09-07,2022-11-14,69,Approved,True
AR000008799,W00003727,AP00016,Vacation,2024-11-07,2024-12-24,2025-01-07,15,Approved,True
AR000008800,W00000605,AP00058,Personal Leave,2023-09-08,2023-09-19,2023-09-23,5,Approved,True
AR000008801,W00001479,AP00056,Vacation,2024-12-14,2025-01-02,2025-01-04,3,Pending,True
AR000008802,W00001120,AP00011,Vacation,2022-12-22,2022-12-24,2023-01-04,12,Approved,True
AR000008803,W00004376,AP00042,Sick Leave,2022-09-02,2022-10-29,2022-10-31,3,Approved,True
AR000008804,W00004322,AP00045,Bereavement Leave,2025-03-22,2025-05-16,2025-05-19,4,Approved,True
AR000008805,W00003684,AP00046,Vacation,2022-08-24,2022-09-07,2022-09-13,7,Approved,True
AR000008806,W00002471,AP00005,Bereavement Leave,2023-10-25,2023-10-31,2023-11-02,3,Approved,True
AR000008807,W00003235,AP00032,Sick Leave,2025-10-17,2025-10-26,2025-10-27,2,Approved,True
AR000008808,W00000877,AP00016,Vacation,2022-08-05,2022-09-22,2022-09-29,8,Pending,True
AR000008809,W00000981,AP00021,Vacation,2022-05-14,2022-05-20,2022-05-23,4,Approved,True
AR000008810,W00002762,AP00034,Parental Leave,2021-08-01,2021-08-31,2021-11-24,86,Denied,True
AR000008811,W00000099,AP00046,Vacation,2021-09-04,2021-09-15,2021-09-20,6,Approved,True
AR000008812,W00002468,AP00029,Parental Leave,2021-10-09,2021-11-13,2022-02-13,93,Approved,True
AR000008813,W00004009,AP00010,Bereavement Leave,2022-04-29,2022-05-28,2022-05-31,4,Approved,True
AR000008814,W00004385,AP00054,Parental Leave,2025-09-12,2025-09-25,2025-12-02,69,Approved,True
AR000008815,W00000484,AP00010,Bereavement Leave,2021-02-23,2021-02-25,2021-02-26,2,Approved,True
AR000008816,W00004415,AP00052,Sick Leave,2024-02-02,2024-02-18,2024-02-19,2,Approved,True
AR000008817,W00003474,AP00012,Sick Leave,2021-08-27,2021-10-11,2021-10-13,3,Approved,True
AR000008818,W00000474,AP00032,Sick Leave,2021-03-02,2021-03-05,2021-03-06,2,Approved,True
AR000008819,W00003587,AP00008,Personal Leave,2024-09-12,2024-11-04,2024-11-06,3,Approved,True
AR000008820,W00001364,AP00021,Vacation,2024-03-28,2024-04-08,2024-04-12,5,Approved,True
AR000008821,W00001543,AP00054,Parental Leave,2023-04-22,2023-05-23,2023-07-24,63,Approved,True
AR000008822,W00004852,AP00022,Sick Leave,2024-10-14,2024-11-26,2024-11-27,2,Approved,True
AR000008823,W00003892,AP00002,Sick Leave,2025-05-13,2025-06-09,2025-06-12,4,Approved,True
AR000008824,W00000194,AP00009,Parental Leave,2025-10-15,2025-11-13,2025-12-23,41,Approved,True
AR000008825,W00004329,AP00050,Bereavement Leave,2024-09-02,2024-10-15,2024-10-16,2,Approved,True
AR000008826,W00003951,AP00058,Personal Leave,2021-10-11,2021-10-23,2021-10-26,4,Cancelled,True
AR000008827,W00004251,AP00064,Parental Leave,2021-09-08,2021-09-21,2021-11-25,66,Approved,True
AR000008828,W00002281,AP00012,Sick Leave,2020-12-18,2021-01-22,2021-01-22,1,Approved,True
AR000008829,W00004744,AP00064,Parental Leave,2023-11-02,2023-12-13,2024-01-24,43,Approved,True
AR000008830,W00004191,AP00063,Personal Leave,2022-11-12,2022-11-14,2022-11-14,1,Approved,True
AR000008831,W00004692,AP00026,Vacation,2025-05-11,2025-07-02,2025-07-05,4,Cancelled,True
AR000008832,W00000869,AP00040,Bereavement Leave,2024-02-11,2024-03-01,2024-03-02,2,Approved,True
AR000008833,W00002190,AP00020,Bereavement Leave,2023-10-29,2023-12-12,2023-12-16,5,Approved,True
AR000008834,W00001603,AP00008,Personal Leave,2021-02-28,2021-04-29,2021-04-29,1,Approved,True
AR000008835,W00004498,AP00058,Personal Leave,2024-12-16,2025-01-12,2025-01-16,5,Approved,True
AR000008836,W00000871,AP00022,Sick Leave,2021-09-17,2021-10-04,2021-10-08,5,Approved,True
AR000008837,W00001127,AP00057,Sick Leave,2023-02-19,2023-04-12,2023-04-14,3,Approved,True
AR000008838,W00002401,AP00042,Sick Leave,2022-12-09,2023-02-02,2023-02-03,2,Cancelled,True
AR000008839,W00003660,AP00015,Bereavement Leave,2022-04-03,2022-05-17,2022-05-20,4,Approved,True
AR000008840,W00001926,AP00023,Personal Leave,2025-07-25,2025-08-26,2025-08-26,1,Approved,True
AR000008841,W00000514,AP00030,Bereavement Leave,2023-08-13,2023-09-22,2023-09-24,3,Approved,True
AR000008842,W00002522,AP00058,Personal Leave,2023-12-03,2023-12-24,2023-12-24,1,Approved,True
AR000008843,W00001409,AP00026,Vacation,2023-03-14,2023-04-12,2023-04-24,13,Approved,True
AR000008844,W00002691,AP00040,Bereavement Leave,2023-12-26,2024-02-23,2024-02-27,5,Approved,True
AR000008845,W00001495,AP00041,Vacation,2022-01-20,2022-03-17,2022-03-22,6,Approved,True
AR000008846,W00002705,AP00007,Sick Leave,2021-08-27,2021-09-04,2021-09-06,3,Cancelled,True
AR000008847,W00004720,AP00063,Personal Leave,2024-06-27,2024-08-18,2024-08-19,2,Approved,True
AR000008848,W00001964,AP00012,Sick Leave,2021-02-19,2021-03-17,2021-03-18,2,Approved,True
AR000008849,W00000104,AP00060,Bereavement Leave,2021-01-06,2021-02-06,2021-02-06,1,Denied,True
AR000008850,W00002413,AP00032,Sick Leave,2024-01-26,2024-02-17,2024-02-21,5,Approved,True
AR000008851,W00004643,AP00046,Vacation,2023-01-06,2023-01-18,2023-01-19,2,Approved,True
AR000008852,W00000919,AP00019,Parental Leave,2024-09-09,2024-10-12,2025-02-01,113,Cancelled,True
AR000008853,W00001803,AP00056,Vacation,2023-01-14,2023-01-21,2023-01-26,6,Approved,True
AR000008854,W00001170,AP00024,Parental Leave,2023-03-12,2023-04-03,2023-07-23,112,Pending,True
AR000008855,W00003433,AP00058,Personal Leave,2022-05-31,2022-06-27,2022-06-30,4,Approved,True
AR000008856,W00004650,AP00043,Personal Leave,2023-08-04,2023-09-07,2023-09-10,4,Cancelled,True
AR000008857,W00000827,AP00001,Vacation,2023-10-16,2023-11-11,2023-11-14,4,Approved,True
AR000008858,W00000344,AP00057,Sick Leave,2021-04-03,2021-05-31,2021-06-02,3,Approved,True
AR000008859,W00003806,AP00003,Personal Leave,2022-07-16,2022-08-23,2022-08-25,3,Approved,True
AR000008860,W00001946,AP00063,Personal Leave,2022-02-02,2022-03-13,2022-03-15,3,Approved,True
AR000008861,W00004782,AP00057,Sick Leave,2023-10-28,2023-12-10,2023-12-12,3,Approved,True
AR000008862,W00004292,AP00062,Sick Leave,2021-10-05,2021-10-10,2021-10-14,5,Approved,True
AR000008863,W00003487,AP00042,Sick Leave,2025-08-23,2025-09-17,2025-09-17,1,Approved,True
AR000008864,W00001875,AP00036,Vacation,2021-10-22,2021-12-14,2021-12-17,4,Approved,True
AR000008865,W00004546,AP00027,Sick Leave,2023-01-05,2023-02-08,2023-02-11,4,Approved,True
AR000008866,W00004338,AP00060,Bereavement Leave,2024-12-04,2025-01-30,2025-01-31,2,Approved,True
AR000008867,W00003932,AP00027,Sick Leave,2022-07-23,2022-08-06,2022-08-10,5,Approved,True
AR000008868,W00000139,AP00034,Parental Leave,2023-12-22,2024-02-20,2024-04-06,47,Approved,True
AR000008869,W00002769,AP00042,Sick Leave,2023-04-27,2023-05-13,2023-05-15,3,Approved,True
AR000008870,W00002321,AP00004,Parental Leave,2023-12-07,2024-02-03,2024-05-14,102,Approved,True
AR000008871,W00001165,AP00050,Bereavement Leave,2023-09-21,2023-11-14,2023-11-18,5,Pending,True
AR000008872,W00001870,AP00064,Parental Leave,2024-05-30,2024-06-14,2024-08-06,54,Approved,True
AR000008873,W00000762,AP00049,Parental Leave,2023-05-31,2023-07-01,2023-08-02,33,Approved,True
AR000008874,W00000719,AP00013,Personal Leave,2022-08-09,2022-09-29,2022-09-29,1,Approved,True
AR000008875,W00003677,AP00029,Parental Leave,2022-05-04,2022-05-21,2022-08-09,81,Approved,True
AR000008876,W00002994,AP00063,Personal Leave,2021-07-01,2021-07-08,2021-07-11,4,Approved,True
AR000008877,W00000321,AP00008,Personal Leave,2025-07-06,2025-07-28,2025-07-30,3,Approved,True
AR000008878,W00002037,AP00031,Vacation,2021-12-27,2022-02-21,2022-03-02,10,Approved,True
AR000008879,W00004839,AP00046,Vacation,2022-02-16,2022-04-06,2022-04-11,6,Approved,True
AR000008880,W00001724,AP00038,Personal Leave,2023-08-13,2023-09-16,2023-09-19,4,Approved,True
AR000008881,W00000479,AP00033,Personal Leave,2023-09-22,2023-09-28,2023-10-01,4,Denied,True
AR000008882,W00000866,AP00018,Personal Leave,2021-01-07,2021-02-09,2021-02-09,1,Approved,True
AR000008883,W00002268,AP00026,Vacation,2021-01-06,2021-01-23,2021-02-02,11,Cancelled,True
AR000008884,W00003255,AP00033,Personal Leave,2023-04-14,2023-05-22,2023-05-26,5,Approved,True
AR000008885,W00001238,AP00007,Sick Leave,2024-12-31,2025-01-22,2025-01-26,5,Approved,True
AR000008886,W00001563,AP00028,Personal Leave,2022-11-18,2023-01-09,2023-01-13,5,Approved,True
AR000008887,W00002739,AP00016,Vacation,2024-08-24,2024-08-31,2024-09-11,12,Approved,True
AR000008888,W00000516,AP00014,Parental Leave,2021-08-09,2021-10-01,2021-11-18,49,Approved,True
AR000008889,W00002791,AP00011,Vacation,2025-06-07,2025-08-06,2025-08-11,6,Approved,True
AR000008890,W00001189,AP00052,Sick Leave,2025-11-02,2025-11-06,2025-11-09,4,Approved,True
AR000008891,W00000062,AP00033,Personal Leave,2022-11-06,2022-12-30,2023-01-02,4,Approved,True
AR000008892,W00002700,AP00025,Bereavement Leave,2021-08-09,2021-08-31,2021-09-03,4,Approved,True
AR000008893,W00002571,AP00045,Bereavement Leave,2025-08-14,2025-09-29,2025-10-03,5,Approved,True
AR000008894,W00001728,AP00041,Vacation,2022-03-14,2022-03-25,2022-03-31,7,Approved,True
AR000008895,W00000161,AP00020,Bereavement Leave,2022-05-02,2022-05-27,2022-05-28,2,Approved,True
AR000008896,W00004482,AP00004,Parental Leave,2025-08-01,2025-08-20,2025-12-12,115,Approved,True
AR000008897,W00000255,AP00023,Personal Leave,2023-03-18,2023-04-22,2023-04-22,1,Pending,True
AR000008898,W00004106,AP00011,Vacation,2021-11-01,2021-11-18,2021-11-30,13,Approved,True
AR000008899,W00002252,AP00039,Parental Leave,2024-10-28,2024-11-27,2025-01-16,51,Approved,True
AR000008900,W00000879,AP00005,Bereavement Leave,2022-06-20,2022-07-15,2022-07-16,2,Approved,True
AR000008901,W00004435,AP00040,Bereavement Leave,2021-09-18,2021-09-24,2021-09-25,2,Approved,True
AR000008902,W00003057,AP00042,Sick Leave,2022-04-22,2022-05-30,2022-06-03,5,Cancelled,True
AR000008903,W00004416,AP00027,Sick Leave,2023-05-03,2023-06-30,2023-06-30,1,Cancelled,True
AR000008904,W00002248,AP00042,Sick Leave,2022-03-23,2022-04-27,2022-04-30,4,Approved,True
AR000008905,W00001690,AP00030,Bereavement Leave,2020-12-22,2021-02-09,2021-02-12,4,Approved,True
AR000008906,W00003969,AP00040,Bereavement Leave,2021-09-17,2021-11-15,2021-11-15,1,Approved,True
AR000008907,W00003765,AP00001,Vacation,2024-07-02,2024-08-01,2024-08-09,9,Approved,True
AR000008908,W00004239,AP00061,Vacation,2021-09-02,2021-10-28,2021-10-30,3,Cancelled,True
AR000008909,W00003956,AP00019,Parental Leave,2022-12-11,2022-12-30,2023-02-24,57,Approved,True
AR000008910,W00002444,AP00043,Personal Leave,2024-09-03,2024-09-08,2024-09-10,3,Approved,True
AR000008911,W00004650,AP00022,Sick Leave,2022-02-23,2022-03-27,2022-03-27,1,Approved,True
AR000008912,W00002660,AP00018,Personal Leave,2021-08-12,2021-08-15,2021-08-15,1,Approved,True
AR000008913,W00003118,AP00030,Bereavement Leave,2021-01-26,2021-02-10,2021-02-13,4,Approved,True
AR000008914,W00000403,AP00013,Personal Leave,2022-11-04,2022-11-11,2022-11-14,4,Approved,True
AR000008915,W00001867,AP00036,Vacation,2023-12-02,2024-01-18,2024-01-18,1,Approved,True
AR000008916,W00000788,AP00013,Personal Leave,2023-11-21,2023-12-13,2023-12-15,3,Approved,True
AR000008917,W00004965,AP00047,Sick Leave,2024-01-04,2024-01-28,2024-01-28,1,Approved,True
