assessment_id,worker_id,skill_id,assessment_date,assessor_type,previous_level,current_level,assessment_method
SA000021778,W00003040,SK00027,2026-02-22,System,3,3,Course Assessment
SA000021776,W00003040,SK00029,2025-09-13,System,3,4,Course Assessment
SA000021780,W00003040,SK00033,2026-01-14,System,2,2,Certification Exam
SA000021775,W00003040,SK00034,2026-03-07,Manager,4,4,Manager Review
SA000021789,W00003041,SK00003,2024-11-06,Self,2,3,Project Evidence
SA000021788,W00003041,SK00003,2025-04-18,Self,3,3,Self Review
SA000021790,W00003041,SK00003,2026-04-07,Self,3,3,Self Review
SA000021787,W00003041,SK00006,2024-07-31,System,4,4,Certification Exam
SA000021786,W00003041,SK00006,2025-04-25,Self,4,4,Project Evidence
SA000021792,W00003041,SK00008,2024-10-04,Manager,1,1,Manager Review
SA000021791,W00003041,SK00008,2026-05-11,Manager,1,1,Manager Review
SA000021784,W00003041,SK00010,2024-12-10,Manager,4,4,Manager Review
SA000021783,W00003041,SK00010,2026-05-19,Manager,4,4,Manager Review
SA000021785,W00003041,SK00017,2025-05-03,Self,2,2,Self Review
SA000021799,W00003042,SK00005,2024-08-10,Self,5,5,Self Review
SA000021800,W00003042,SK00005,2025-09-28,Self,5,5,Project Evidence
SA000021795,W00003042,SK00006,2025-08-05,System,1,1,Course Assessment
SA000021796,W00003042,SK00007,2025-12-21,Self,3,3,Self Review
SA000021802,W00003042,SK00009,2026-01-31,System,4,5,Certification Exam
SA000021801,W00003042,SK00012,2024-08-08,System,2,2,Course Assessment
SA000021793,W00003042,SK00017,2024-09-12,Self,3,4,Project Evidence
SA000021794,W00003042,SK00017,2025-11-24,Self,4,4,Project Evidence
SA000021798,W00003042,SK00027,2025-11-12,Self,5,5,Self Review
SA000021797,W00003042,SK00029,2025-10-30,Self,1,2,Project Evidence
SA000021805,W00003043,SK00012,2025-02-15,System,4,4,Certification Exam
SA000021810,W00003043,SK00020,2025-11-19,System,2,2,Course Assessment
SA000021809,W00003043,SK00020,2026-02-19,Manager,1,2,Manager Review
SA000021811,W00003043,SK00022,2025-07-17,System,4,4,Course Assessment
SA000021804,W00003043,SK00026,2024-12-06,System,5,5,Course Assessment
SA000021807,W00003043,SK00028,2024-10-06,Self,2,3,Project Evidence
SA000021806,W00003043,SK00029,2025-09-25,Manager,5,5,Manager Review
SA000021808,W00003043,SK00033,2024-09-02,Self,4,4,Self Review
SA000021803,W00003043,SK00034,2025-01-01,System,3,3,Course Assessment
SA000021816,W00003044,SK00001,2025-02-03,Manager,3,3,Manager Review
SA000021813,W00003044,SK00007,2025-01-01,Self,4,4,Project Evidence
SA000021815,W00003044,SK00008,2025-04-29,Manager,3,4,Manager Review
SA000021814,W00003044,SK00008,2025-07-30,System,3,4,Certification Exam
SA000021818,W00003044,SK00009,2026-04-10,System,4,4,Certification Exam
SA000021817,W00003044,SK00009,2026-06-18,Manager,4,4,Manager Review
SA000021812,W00003044,SK00031,2025-04-14,System,2,3,Course Assessment
SA000021827,W00003045,SK00004,2024-10-13,Self,2,2,Self Review
SA000021819,W00003045,SK00006,2025-12-28,Self,3,3,Self Review
SA000021829,W00003045,SK00013,2025-05-25,Manager,2,2,Manager Review
SA000021830,W00003045,SK00013,2025-09-01,Manager,2,2,Manager Review
SA000021825,W00003045,SK00027,2025-12-31,Manager,3,3,Manager Review
SA000021826,W00003045,SK00028,2026-06-07,Manager,4,4,Manager Review
SA000021824,W00003045,SK00029,2024-10-23,System,4,4,Certification Exam
SA000021823,W00003045,SK00029,2026-01-18,Self,3,4,Self Review
SA000021822,W00003045,SK00032,2024-11-22,System,3,3,Course Assessment
SA000021820,W00003045,SK00032,2025-12-18,Self,3,3,Project Evidence
SA000021821,W00003045,SK00032,2026-03-06,Manager,3,3,Manager Review
SA000021828,W00003045,SK00036,2024-11-18,Self,1,1,Self Review
SA000021837,W00003046,SK00005,2025-04-25,Self,3,3,Project Evidence
SA000021835,W00003046,SK00006,2026-01-26,Manager,1,2,Manager Review
SA000021836,W00003046,SK00008,2024-10-26,System,4,4,Course Assessment
SA000021839,W00003046,SK00009,2025-07-19,Manager,2,3,Manager Review
SA000021834,W00003046,SK00017,2024-09-15,System,3,3,Certification Exam
SA000021833,W00003046,SK00017,2025-03-14,Self,2,3,Self Review
SA000021831,W00003046,SK00024,2024-11-24,Self,2,3,Self Review
SA000021832,W00003046,SK00024,2025-07-08,Self,2,3,Project Evidence
SA000021838,W00003046,SK00025,2025-10-17,Self,5,5,Self Review
SA000021843,W00003047,SK00006,2024-09-16,Self,2,2,Self Review
SA000021844,W00003047,SK00007,2026-05-25,System,2,2,Course Assessment
SA000021848,W00003047,SK00008,2026-05-20,Self,2,3,Self Review
SA000021845,W00003047,SK00014,2025-06-08,System,5,5,Certification Exam
SA000021840,W00003047,SK00034,2025-07-19,Self,4,4,Self Review
SA000021846,W00003047,SK00036,2024-10-06,Self,5,5,Self Review
SA000021842,W00003047,SK00038,2024-10-29,Self,3,4,Project Evidence
SA000021841,W00003047,SK00038,2024-11-18,Self,3,4,Project Evidence
SA000021847,W00003047,SK00040,2024-10-12,Self,2,3,Project Evidence
SA000021850,W00003048,SK00006,2026-02-02,Manager,5,5,Manager Review
SA000021851,W00003048,SK00008,2025-11-05,Self,3,3,Self Review
SA000021853,W00003048,SK00009,2025-03-24,Self,4,4,Project Evidence
SA000021849,W00003048,SK00010,2025-05-24,Self,1,1,Project Evidence
SA000021852,W00003048,SK00021,2025-11-20,System,3,3,Course Assessment
SA000021857,W00003049,SK00015,2025-01-01,Self,4,4,Self Review
SA000021858,W00003049,SK00015,2025-05-09,Self,3,4,Project Evidence
SA000021856,W00003049,SK00015,2025-08-30,Manager,4,4,Manager Review
SA000021855,W00003049,SK00023,2026-01-26,System,4,4,Course Assessment
SA000021854,W00003049,SK00029,2026-03-07,System,1,2,Course Assessment
SA000021859,W00003049,SK00033,2024-07-23,System,3,4,Course Assessment
SA000021860,W00003049,SK00033,2025-05-20,System,4,4,Course Assessment
SA000021861,W00003049,SK00040,2025-06-23,Self,3,3,Self Review
SA000021864,W00003051,SK00011,2025-11-28,Self,2,3,Project Evidence
SA000021863,W00003051,SK00018,2025-05-22,Self,2,2,Project Evidence
SA000021865,W00003051,SK00027,2026-03-07,Self,3,4,Self Review
SA000021862,W00003051,SK00031,2024-09-11,System,4,5,Course Assessment
SA000021874,W00003052,SK00002,2024-08-04,Self,3,3,Self Review
SA000021875,W00003052,SK00009,2026-01-24,System,1,2,Course Assessment
SA000021867,W00003052,SK00026,2024-07-29,Self,2,2,Self Review
SA000021866,W00003052,SK00026,2024-08-16,System,2,2,Course Assessment
SA000021870,W00003052,SK00027,2024-07-28,System,3,4,Course Assessment
SA000021869,W00003052,SK00027,2026-02-01,Manager,4,4,Manager Review
SA000021871,W00003052,SK00028,2026-04-01,System,3,4,Certification Exam
SA000021873,W00003052,SK00033,2024-08-24,Manager,1,2,Manager Review
SA000021872,W00003052,SK00033,2024-10-02,Self,2,2,Self Review
SA000021868,W00003052,SK00039,2025-11-10,System,1,1,Course Assessment
SA000021877,W00003053,SK00014,2025-06-06,Manager,3,3,Manager Review
SA000021880,W00003053,SK00015,2026-03-13,Self,3,4,Self Review
SA000021883,W00003053,SK00020,2025-04-26,System,4,4,Certification Exam
SA000021881,W00003053,SK00028,2024-09-10,System,1,2,Certification Exam
SA000021879,W00003053,SK00029,2024-09-27,Self,1,2,Self Review
SA000021878,W00003053,SK00029,2026-03-22,System,1,2,Certification Exam
SA000021876,W00003053,SK00031,2025-03-09,System,3,3,Course Assessment
SA000021882,W00003053,SK00033,2026-03-09,Manager,3,3,Manager Review
SA000021890,W00003054,SK00003,2025-02-25,Manager,2,3,Manager Review
SA000021891,W00003054,SK00005,2024-09-02,Manager,2,2,Manager Review
SA000021892,W00003054,SK00005,2025-08-15,Manager,1,2,Manager Review
SA000021887,W00003054,SK00010,2025-03-01,System,2,2,Course Assessment
SA000021888,W00003054,SK00014,2026-04-27,Manager,1,2,Manager Review
SA000021889,W00003054,SK00023,2026-03-03,System,3,3,Course Assessment
SA000021884,W00003054,SK00034,2024-10-19,Self,4,5,Self Review
SA000021885,W00003054,SK00034,2025-10-01,System,4,5,Certification Exam
SA000021886,W00003054,SK00040,2025-12-23,Self,2,2,Self Review
SA000021895,W00003055,SK00018,2025-09-17,Manager,2,3,Manager Review
SA000021894,W00003055,SK00018,2025-10-29,System,2,3,Course Assessment
SA000021898,W00003055,SK00021,2025-02-20,System,2,3,Course Assessment
SA000021897,W00003055,SK00021,2025-04-20,Self,3,3,Self Review
SA000021893,W00003055,SK00026,2025-04-23,Self,1,2,Self Review
SA000021896,W00003055,SK00029,2026-05-12,Self,1,2,Self Review
SA000021899,W00003055,SK00037,2025-01-04,Manager,3,3,Manager Review
SA000021906,W00003056,SK00007,2025-07-11,Self,4,4,Self Review
SA000021915,W00003056,SK00009,2026-06-13,Manager,1,1,Manager Review
SA000021901,W00003056,SK00010,2025-06-19,Manager,3,4,Manager Review
SA000021900,W00003056,SK00010,2025-07-14,Manager,4,4,Manager Review
SA000021902,W00003056,SK00010,2025-11-14,Self,4,4,Project Evidence
SA000021907,W00003056,SK00011,2024-11-13,Manager,2,2,Manager Review
SA000021903,W00003056,SK00018,2024-10-14,Self,2,3,Self Review
SA000021904,W00003056,SK00018,2025-05-26,System,3,3,Certification Exam
SA000021905,W00003056,SK00018,2025-07-26,Manager,3,3,Manager Review
SA000021908,W00003056,SK00019,2024-10-22,Self,1,1,Project Evidence
SA000021909,W00003056,SK00019,2026-03-07,System,1,1,Certification Exam
SA000021911,W00003056,SK00021,2025-04-11,Self,2,2,Project Evidence
SA000021910,W00003056,SK00021,2025-09-11,Manager,1,2,Manager Review
SA000021914,W00003056,SK00037,2025-04-27,Manager,5,5,Manager Review
SA000021913,W00003056,SK00037,2025-05-04,System,5,5,Certification Exam
SA000021912,W00003056,SK00037,2025-06-18,Self,4,5,Self Review
SA000021920,W00003057,SK00005,2024-07-11,Self,4,5,Self Review
SA000021919,W00003057,SK00005,2025-06-10,Self,4,5,Self Review
SA000021917,W00003057,SK00010,2024-09-21,Self,1,1,Project Evidence
SA000021916,W00003057,SK00010,2025-12-18,Self,1,1,Project Evidence
SA000021918,W00003057,SK00023,2026-02-15,System,1,1,Course Assessment
SA000021921,W00003057,SK00033,2025-10-05,Self,3,3,Self Review
SA000021928,W00003058,SK00001,2024-12-05,Manager,3,3,Manager Review
SA000021929,W00003058,SK00001,2026-01-08,Manager,3,3,Manager Review
SA000021930,W00003058,SK00005,2024-10-17,Manager,3,3,Manager Review
SA000021931,W00003058,SK00005,2026-06-18,Self,2,3,Self Review
SA000021925,W00003058,SK00007,2025-04-26,Manager,4,4,Manager Review
SA000021926,W00003058,SK00007,2025-05-14,Manager,4,4,Manager Review
SA000021932,W00003058,SK00008,2024-08-23,Self,2,2,Project Evidence
SA000021924,W00003058,SK00010,2025-08-02,Manager,3,3,Manager Review
SA000021927,W00003058,SK00023,2025-01-28,Self,4,5,Self Review
SA000021922,W00003058,SK00034,2025-03-23,System,2,3,Course Assessment
SA000021923,W00003058,SK00034,2025-11-17,System,2,3,Course Assessment
SA000021936,W00003059,SK00005,2024-10-03,Self,3,4,Self Review
SA000021934,W00003059,SK00007,2025-05-21,System,3,4,Course Assessment
SA000021938,W00003059,SK00009,2024-10-17,Manager,1,1,Manager Review
SA000021937,W00003059,SK00009,2024-11-27,System,1,1,Course Assessment
SA000021939,W00003059,SK00009,2026-02-28,Self,1,1,Self Review
SA000021933,W00003059,SK00010,2025-04-03,Manager,5,5,Manager Review
SA000021935,W00003059,SK00020,2025-08-12,Self,1,1,Project Evidence
SA000021946,W00003060,SK00004,2025-09-22,Self,1,1,Self Review
SA000021941,W00003060,SK00026,2025-04-08,Manager,2,2,Manager Review
SA000021942,W00003060,SK00026,2026-04-24,Self,2,2,Self Review
SA000021944,W00003060,SK00027,2025-03-15,Self,3,3,Project Evidence
SA000021943,W00003060,SK00027,2025-10-25,System,2,3,Course Assessment
SA000021945,W00003060,SK00028,2026-03-24,System,2,2,Certification Exam
SA000021940,W00003060,SK00034,2025-02-28,System,3,3,Certification Exam
SA000021949,W00003060,SK00040,2024-11-13,System,2,2,Certification Exam
SA000021948,W00003060,SK00040,2025-10-19,Self,1,2,Self Review
SA000021947,W00003060,SK00040,2025-11-30,Manager,2,2,Manager Review
SA000021956,W00003061,SK00004,2025-10-03,Self,1,1,Project Evidence
SA000021960,W00003061,SK00008,2025-05-31,Manager,5,5,Manager Review
SA000021961,W00003061,SK00008,2025-09-25,Manager,5,5,Manager Review
SA000021950,W00003061,SK00024,2025-08-10,Self,2,2,Self Review
SA000021955,W00003061,SK00028,2026-06-08,Manager,1,2,Manager Review
SA000021954,W00003061,SK00029,2024-12-31,Self,1,1,Self Review
SA000021951,W00003061,SK00032,2024-07-23,Self,3,4,Project Evidence
SA000021952,W00003061,SK00032,2024-10-16,Manager,4,4,Manager Review
SA000021953,W00003061,SK00035,2024-11-20,Manager,3,3,Manager Review
SA000021957,W00003061,SK00036,2025-04-16,Self,2,2,Self Review
SA000021958,W00003061,SK00036,2025-11-28,Self,2,2,Self Review
SA000021959,W00003061,SK00036,2026-04-07,System,1,2,Course Assessment
SA000021969,W00003062,SK00002,2025-01-09,Self,3,3,Self Review
SA000021968,W00003062,SK00003,2026-04-06,System,5,5,Course Assessment
SA000021966,W00003062,SK00004,2025-12-08,Manager,3,4,Manager Review
SA000021965,W00003062,SK00011,2025-07-09,Self,3,3,Self Review
SA000021964,W00003062,SK00015,2024-12-29,Self,3,3,Self Review
SA000021967,W00003062,SK00020,2026-06-11,System,1,1,Course Assessment
SA000021962,W00003062,SK00024,2025-10-26,Manager,3,3,Manager Review
SA000021963,W00003062,SK00035,2024-07-20,System,3,3,Course Assessment
SA000021977,W00003063,SK00001,2026-05-19,Self,4,4,Project Evidence
SA000021976,W00003063,SK00001,2026-05-28,Self,4,4,Project Evidence
SA000021975,W00003063,SK00004,2025-10-15,Manager,1,1,Manager Review
SA000021974,W00003063,SK00007,2025-07-04,Self,3,3,Self Review
SA000021980,W00003063,SK00008,2025-07-31,System,2,3,Course Assessment
SA000021971,W00003063,SK00010,2025-04-14,System,4,4,Course Assessment
SA000021970,W00003063,SK00010,2025-10-06,System,3,4,Course Assessment
SA000021973,W00003063,SK00018,2024-11-15,Manager,5,5,Manager Review
SA000021972,W00003063,SK00018,2025-04-13,System,5,5,Certification Exam
SA000021979,W00003063,SK00025,2024-10-21,Manager,1,2,Manager Review
SA000021978,W00003063,SK00040,2025-04-03,Manager,2,2,Manager Review
SA000021986,W00003064,SK00018,2026-04-12,Manager,2,3,Manager Review
SA000021988,W00003064,SK00023,2025-08-18,Manager,1,1,Manager Review
SA000021987,W00003064,SK00023,2025-08-23,Self,1,1,Project Evidence
SA000021985,W00003064,SK00026,2025-04-13,Self,4,4,Self Review
SA000021984,W00003064,SK00026,2025-10-13,Manager,4,4,Manager Review
SA000021981,W00003064,SK00030,2026-02-18,System,3,3,Certification Exam
SA000021982,W00003064,SK00031,2024-10-09,Self,4,4,Project Evidence
SA000021983,W00003064,SK00031,2026-04-20,System,4,4,Certification Exam
SA000021989,W00003064,SK00036,2025-12-02,Manager,5,5,Manager Review
SA000021992,W00003065,SK00004,2025-02-07,Manager,3,3,Manager Review
SA000021991,W00003065,SK00007,2024-08-10,System,2,2,Course Assessment
SA000021994,W00003065,SK00009,2026-02-04,Self,3,3,Self Review
SA000021993,W00003065,SK00013,2025-03-29,Manager,3,3,Manager Review
SA000021990,W00003065,SK00030,2025-05-19,Manager,2,2,Manager Review
SA000021997,W00003066,SK00005,2025-04-06,System,4,4,Certification Exam
SA000021996,W00003066,SK00007,2024-08-30,Self,4,4,Project Evidence
SA000021998,W00003066,SK00009,2026-02-01,Self,4,4,Self Review
SA000021995,W00003066,SK00023,2024-11-23,System,1,1,Course Assessment
SA000022006,W00003067,SK00005,2024-10-29,Self,2,3,Self Review
SA000022003,W00003067,SK00027,2024-12-25,Self,5,5,Self Review
SA000022004,W00003067,SK00028,2024-08-09,System,1,1,Course Assessment
SA000022001,W00003067,SK00029,2025-06-22,System,2,2,Course Assessment
SA000021999,W00003067,SK00029,2025-11-28,System,2,2,Certification Exam
SA000022000,W00003067,SK00029,2025-12-02,System,2,2,Certification Exam
SA000022005,W00003067,SK00033,2025-09-30,Manager,4,4,Manager Review
SA000022002,W00003067,SK00039,2025-04-01,Self,4,4,Self Review
SA000022010,W00003068,SK00004,2024-11-11,Self,3,3,Self Review
SA000022009,W00003068,SK00004,2026-04-23,Manager,3,3,Manager Review
SA000022013,W00003068,SK00008,2024-08-20,Self,2,2,Self Review
SA000022008,W00003068,SK00015,2026-05-08,Manager,2,3,Manager Review
SA000022007,W00003068,SK00024,2025-05-31,System,2,3,Course Assessment
SA000022012,W00003068,SK00036,2025-06-07,Self,4,4,Self Review
SA000022011,W00003068,SK00036,2026-04-18,System,3,4,Certification Exam
SA000022022,W00003069,SK00003,2025-04-22,Manager,3,3,Manager Review
SA000022021,W00003069,SK00003,2025-07-14,System,3,3,Certification Exam
SA000022023,W00003069,SK00005,2026-03-11,Manager,2,3,Manager Review
SA000022016,W00003069,SK00006,2025-02-03,Manager,3,3,Manager Review
SA000022017,W00003069,SK00007,2024-12-16,System,5,5,Course Assessment
SA000022020,W00003069,SK00023,2024-07-26,System,3,3,Course Assessment
SA000022019,W00003069,SK00023,2024-09-03,Self,3,3,Project Evidence
SA000022018,W00003069,SK00023,2025-07-18,System,3,3,Course Assessment
SA000022015,W00003069,SK00030,2024-08-20,System,3,3,Certification Exam
SA000022014,W00003069,SK00030,2026-01-18,Self,3,3,Project Evidence
SA000022036,W00003071,SK00009,2025-02-02,System,1,1,Course Assessment
SA000022028,W00003071,SK00010,2026-06-07,System,3,3,Course Assessment
SA000022030,W00003071,SK00023,2025-11-15,Manager,3,4,Manager Review
SA000022025,W00003071,SK00024,2025-01-08,System,3,4,Certification Exam
SA000022026,W00003071,SK00024,2025-02-24,Manager,3,4,Manager Review
SA000022024,W00003071,SK00024,2025-03-30,System,4,4,Course Assessment
SA000022029,W00003071,SK00026,2024-07-25,System,3,3,Course Assessment
SA000022031,W00003071,SK00027,2025-06-07,Self,2,2,Project Evidence
SA000022033,W00003071,SK00027,2026-04-05,Self,1,2,Self Review
SA000022032,W00003071,SK00027,2026-05-17,System,2,2,Certification Exam
SA000022027,W00003071,SK00031,2025-05-23,System,1,2,Course Assessment
SA000022034,W00003071,SK00036,2024-11-29,Self,4,4,Project Evidence
SA000022035,W00003071,SK00036,2024-12-24,Self,4,4,Self Review
SA000022046,W00003072,SK00008,2026-04-25,Self,1,1,Project Evidence
SA000022038,W00003072,SK00010,2025-12-28,Manager,1,1,Manager Review
SA000022042,W00003072,SK00011,2025-08-19,Manager,3,3,Manager Review
SA000022041,W00003072,SK00015,2026-04-10,Self,3,4,Self Review
SA000022043,W00003072,SK00021,2024-08-09,System,3,3,Certification Exam
SA000022044,W00003072,SK00022,2025-02-09,System,1,2,Certification Exam
SA000022045,W00003072,SK00022,2025-07-17,Self,2,2,Self Review
SA000022039,W00003072,SK00023,2024-07-29,Self,4,4,Self Review
SA000022040,W00003072,SK00023,2025-03-10,System,4,4,Certification Exam
SA000022037,W00003072,SK00033,2025-02-13,System,2,3,Course Assessment
SA000022059,W00003073,SK00002,2025-02-26,Self,4,4,Project Evidence
SA000022060,W00003073,SK00002,2026-03-24,Self,4,4,Project Evidence
SA000022055,W00003073,SK00004,2025-06-04,Manager,2,2,Manager Review
SA000022054,W00003073,SK00004,2026-04-20,Manager,1,2,Manager Review
SA000022053,W00003073,SK00004,2026-06-03,Self,2,2,Self Review
SA000022052,W00003073,SK00014,2025-03-14,System,4,4,Course Assessment
SA000022051,W00003073,SK00014,2025-11-09,Self,3,4,Project Evidence
SA000022050,W00003073,SK00017,2024-08-25,System,4,4,Certification Exam
SA000022048,W00003073,SK00024,2025-02-25,Self,3,3,Self Review
SA000022049,W00003073,SK00024,2025-03-24,System,3,3,Certification Exam
SA000022047,W00003073,SK00024,2025-06-09,Self,3,3,Project Evidence
SA000022058,W00003073,SK00036,2025-04-04,System,3,3,Course Assessment
SA000022057,W00003073,SK00036,2025-10-20,Self,3,3,Self Review
SA000022056,W00003073,SK00036,2026-01-25,Manager,3,3,Manager Review
SA000022064,W00003074,SK00018,2024-12-31,Self,3,4,Self Review
SA000022065,W00003074,SK00018,2025-06-25,Manager,4,4,Manager Review
SA000022062,W00003074,SK00024,2026-04-20,Self,5,5,Self Review
SA000022063,W00003074,SK00026,2024-07-20,Self,2,2,Self Review
SA000022061,W00003074,SK00031,2026-01-07,Manager,1,1,Manager Review
SA000022066,W00003075,SK00025,2024-08-16,Manager,4,4,Manager Review
SA000022067,W00003075,SK00025,2024-10-24,System,4,4,Course Assessment
SA000022071,W00003075,SK00028,2024-12-29,System,1,2,Course Assessment
SA000022069,W00003075,SK00029,2024-09-03,Manager,3,3,Manager Review
SA000022068,W00003075,SK00029,2024-11-19,Manager,3,3,Manager Review
SA000022070,W00003075,SK00032,2025-08-02,Self,3,3,Self Review
SA000022074,W00003076,SK00008,2025-08-29,Self,1,1,Project Evidence
SA000022075,W00003076,SK00009,2025-06-21,System,3,3,Course Assessment
SA000022072,W00003076,SK00010,2026-04-19,Self,2,2,Self Review
SA000022073,W00003076,SK00036,2024-09-22,System,2,3,Course Assessment
SA000022078,W00003078,SK00012,2025-05-05,System,3,3,Course Assessment
SA000022083,W00003078,SK00022,2024-08-21,System,3,3,Course Assessment
SA000022084,W00003078,SK00022,2026-03-09,Self,3,3,Self Review
SA000022077,W00003078,SK00026,2024-10-04,Self,1,1,Project Evidence
SA000022080,W00003078,SK00027,2026-03-20,Self,4,4,Self Review
SA000022081,W00003078,SK00028,2024-10-20,Manager,3,3,Manager Review
SA000022079,W00003078,SK00029,2025-09-01,System,3,3,Certification Exam
SA000022082,W00003078,SK00033,2024-10-26,Self,4,4,Project Evidence
SA000022076,W00003078,SK00038,2026-04-26,Self,4,4,Self Review
SA000022093,W00003079,SK00013,2024-09-04,Self,3,3,Project Evidence
SA000022091,W00003079,SK00021,2025-03-04,Self,3,3,Self Review
SA000022090,W00003079,SK00021,2025-07-08,Manager,2,3,Manager Review
SA000022092,W00003079,SK00021,2025-10-02,System,3,3,Course Assessment
SA000022094,W00003079,SK00022,2025-06-12,Self,2,3,Project Evidence
SA000022085,W00003079,SK00025,2025-05-25,Self,2,2,Self Review
SA000022088,W00003079,SK00027,2025-01-29,System,2,2,Course Assessment
SA000022089,W00003079,SK00028,2026-05-06,System,3,4,Course Assessment
SA000022086,W00003079,SK00029,2025-12-20,Self,2,3,Self Review
SA000022087,W00003079,SK00029,2026-03-17,System,3,3,Course Assessment
SA000022099,W00003080,SK00007,2025-04-25,System,5,5,Course Assessment
SA000022096,W00003080,SK00010,2024-10-08,System,2,3,Course Assessment
SA000022097,W00003080,SK00010,2025-07-06,Manager,2,3,Manager Review
SA000022103,W00003080,SK00011,2024-10-15,Self,5,5,Self Review
SA000022095,W00003080,SK00024,2026-03-13,Self,4,5,Self Review
SA000022100,W00003080,SK00026,2026-02-23,Manager,2,3,Manager Review
SA000022104,W00003080,SK00027,2024-09-29,Manager,3,3,Manager Review
SA000022098,W00003080,SK00032,2026-05-18,Self,5,5,Project Evidence
SA000022102,W00003080,SK00035,2025-03-10,System,2,3,Course Assessment
SA000022101,W00003080,SK00035,2025-04-20,System,3,3,Course Assessment
SA000022108,W00003081,SK00005,2025-09-13,System,2,3,Course Assessment
SA000022106,W00003081,SK00008,2025-07-30,Self,4,4,Project Evidence
SA000022109,W00003081,SK00009,2026-04-25,System,1,1,Course Assessment
SA000022105,W00003081,SK00010,2025-08-15,Self,4,4,Self Review
SA000022107,W00003081,SK00021,2025-03-19,Manager,5,5,Manager Review
SA000022112,W00003082,SK00018,2025-06-25,Manager,2,2,Manager Review
SA000022113,W00003082,SK00018,2026-02-02,System,2,2,Course Assessment
SA000022114,W00003082,SK00023,2026-04-12,System,3,3,Certification Exam
SA000022111,W00003082,SK00026,2024-09-06,Manager,2,3,Manager Review
SA000022110,W00003082,SK00030,2025-07-14,System,2,3,Certification Exam
SA000022116,W00003082,SK00033,2025-03-27,System,1,2,Course Assessment
SA000022117,W00003082,SK00036,2024-11-19,Self,3,4,Self Review
SA000022118,W00003082,SK00036,2025-09-11,Self,4,4,Self Review
SA000022115,W00003082,SK00039,2025-06-03,Self,4,4,Project Evidence
SA000022124,W00003083,SK00007,2025-02-04,System,5,5,Certification Exam
SA000022123,W00003083,SK00007,2025-07-02,System,5,5,Course Assessment
SA000022119,W00003083,SK00024,2024-10-19,Self,1,2,Project Evidence
SA000022120,W00003083,SK00024,2024-11-21,System,1,2,Course Assessment
SA000022121,W00003083,SK00024,2025-11-14,Self,2,2,Project Evidence
SA000022122,W00003083,SK00026,2024-07-12,Self,2,3,Self Review
SA000022126,W00003083,SK00029,2024-07-11,Self,4,4,Self Review
SA000022125,W00003083,SK00032,2024-10-25,Manager,1,1,Manager Review
SA000022127,W00003083,SK00037,2025-10-15,System,2,2,Course Assessment
SA000022128,W00003083,SK00037,2025-10-21,Manager,1,2,Manager Review
SA000022134,W00003084,SK00005,2026-03-01,System,3,4,Course Assessment
SA000022133,W00003084,SK00007,2025-04-01,Manager,2,3,Manager Review
SA000022135,W00003084,SK00008,2026-05-14,System,3,3,Course Assessment
SA000022132,W00003084,SK00026,2025-10-25,System,1,1,Certification Exam
SA000022129,W00003084,SK00034,2025-06-23,Self,3,3,Self Review
SA000022131,W00003084,SK00038,2025-05-18,System,3,3,Course Assessment
SA000022130,W00003084,SK00038,2026-01-20,System,2,3,Certification Exam
SA000022139,W00003085,SK00005,2025-10-05,Self,2,2,Self Review
SA000022138,W00003085,SK00007,2024-08-27,System,2,3,Certification Exam
SA000022137,W00003085,SK00007,2025-03-10,System,2,3,Course Assessment
SA000022140,W00003085,SK00009,2025-07-07,System,4,4,Course Assessment
SA000022136,W00003085,SK00010,2025-07-05,System,1,1,Course Assessment
SA000022146,W00003086,SK00004,2024-07-28,Self,3,3,Project Evidence
SA000022149,W00003086,SK00012,2025-05-27,Manager,4,4,Manager Review
SA000022143,W00003086,SK00014,2025-04-01,Self,1,1,Self Review
SA000022148,W00003086,SK00020,2025-07-08,Self,3,3,Project Evidence
SA000022147,W00003086,SK00020,2025-12-12,Self,2,3,Project Evidence
SA000022141,W00003086,SK00024,2025-10-06,System,3,3,Course Assessment
SA000022142,W00003086,SK00026,2024-07-05,System,4,4,Course Assessment
SA000022145,W00003086,SK00028,2024-07-16,Manager,4,4,Manager Review
SA000022144,W00003086,SK00028,2025-08-04,System,3,4,Certification Exam
SA000022155,W00003088,SK00002,2024-10-17,System,4,4,Course Assessment
SA000022153,W00003088,SK00003,2024-11-19,System,1,1,Course Assessment
SA000022154,W00003088,SK00003,2025-08-07,Self,1,1,Self Review
SA000022156,W00003088,SK00005,2025-10-21,Self,2,2,Project Evidence
SA000022150,W00003088,SK00024,2026-05-06,Manager,3,4,Manager Review
SA000022151,W00003088,SK00030,2024-12-29,Self,3,4,Project Evidence
SA000022152,W00003088,SK00036,2025-01-23,Manager,1,2,Manager Review
SA000022159,W00003089,SK00006,2024-12-14,Self,2,3,Project Evidence
SA000022162,W00003089,SK00008,2024-10-28,Self,4,4,Self Review
SA000022161,W00003089,SK00012,2026-04-29,Manager,3,4,Manager Review
SA000022158,W00003089,SK00026,2025-07-27,Manager,1,2,Manager Review
SA000022160,W00003089,SK00029,2024-07-29,Manager,5,5,Manager Review
SA000022157,W00003089,SK00030,2025-11-25,Manager,3,3,Manager Review
SA000022173,W00003090,SK00002,2025-02-02,System,1,1,Course Assessment
