performance_review_id,worker_id,review_year,review_cycle,review_type,overall_rating,overall_rating_label,potential_rating,promotion_readiness,gen_ai_readiness,manager_rating,self_rating,calibration_adjustment,review_status,review_completion_date
PR00006201,W00001723,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,High,4,5,None,Completed,2025-04-16
PR00006202,W00001723,2025,2025 Annual Review,Annual,5,Outstanding,Moderate,Ready in 2 Years,Expert,5,5,None,Completed,2026-02-26
PR00006203,W00001724,2021,2021 Annual Review,Annual,5,Outstanding,High,Ready Now,High,5,5,None,Completed,2022-03-16
PR00006204,W00001724,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready Now,Medium,4,4,None,Completed,2023-03-12
PR00006205,W00001724,2023,2023 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,High,5,5,None,Completed,2024-01-25
PR00006206,W00001724,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,3,None,Completed,2025-04-25
PR00006207,W00001724,2025,2025 Annual Review,Annual,5,Outstanding,Moderate,Ready in 1 Year,Medium,5,5,None,Completed,2026-03-09
PR00006208,W00001725,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Low,2,3,None,Completed,2025-04-28
PR00006209,W00001725,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Medium,5,4,Downward,Completed,2026-02-07
PR00006210,W00001726,2021,2021 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 2 Years,Expert,4,4,None,Completed,2022-02-17
PR00006211,W00001726,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Low,3,3,None,Completed,2023-02-09
PR00006212,W00001726,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready Now,Expert,2,4,Upward,Completed,2024-01-28
PR00006213,W00001726,2024,2024 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,Expert,4,5,Upward,Completed,2025-03-01
PR00006214,W00001726,2025,2025 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,Low,5,5,None,Completed,2026-03-19
PR00006215,W00001728,2021,2021 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,High,2,3,None,Completed,2022-04-13
PR00006216,W00001728,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,3,None,Completed,2023-02-12
PR00006217,W00001728,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,3,3,None,Completed,2024-02-17
PR00006218,W00001728,2024,2024 Annual Review,Annual,5,Outstanding,Moderate,Ready Now,Expert,5,5,None,Completed,2025-01-28
PR00006219,W00001728,2025,2025 Annual Review,Annual,5,Outstanding,Moderate,Ready in 1 Year,High,5,5,None,Completed,2026-02-14
PR00006220,W00001729,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Expert,3,3,None,Completed,2022-02-03
PR00006221,W00001729,2022,2022 Annual Review,Annual,1,Needs Improvement,Low,Ready in 3+ Years,Expert,2,1,Downward,Completed,2023-01-23
PR00006222,W00001729,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Expert,4,4,None,Completed,2024-01-17
PR00006223,W00001729,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Expert,3,3,None,Completed,2025-03-26
PR00006224,W00001729,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,Expert,3,3,None,Completed,2026-03-09
PR00006225,W00001730,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Low,4,5,None,Completed,2022-01-08
PR00006226,W00001730,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,4,None,Completed,2023-02-27
PR00006227,W00001730,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,3,None,Completed,2024-01-16
PR00006228,W00001730,2024,2024 Annual Review,Annual,3,Meets Expectations,Low,Ready in 3+ Years,Low,3,3,None,Completed,2025-02-24
PR00006229,W00001730,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,3,None,Completed,2026-02-10
PR00006230,W00001731,2021,2021 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,High,3,4,None,Completed,2022-02-05
PR00006231,W00001731,2022,2022 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 2 Years,Expert,4,3,None,Completed,2023-02-18
PR00006232,W00001731,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Expert,3,3,None,Completed,2024-03-12
PR00006233,W00001731,2024,2024 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 3+ Years,Expert,3,3,None,Completed,2025-02-13
PR00006234,W00001731,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,4,None,Completed,2026-01-19
PR00006235,W00001732,2023,2023 Annual Review,Annual,5,Outstanding,Moderate,Ready in 2 Years,Expert,5,5,None,Completed,2024-02-11
PR00006236,W00001732,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,High,4,4,None,Completed,2025-03-11
PR00006237,W00001732,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,2,None,Completed,2026-03-06
PR00006238,W00001733,2021,2021 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Medium,2,2,None,Completed,2022-03-04
PR00006239,W00001733,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Low,3,3,None,Completed,2023-02-24
PR00006240,W00001733,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready Now,Low,4,5,None,Completed,2024-02-06
PR00006241,W00001733,2024,2024 Annual Review,Annual,5,Outstanding,High,Ready in 2 Years,Medium,5,5,None,Completed,2025-02-13
PR00006242,W00001733,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Low,Ready in 1 Year,Medium,4,4,None,Completed,2026-02-02
PR00006243,W00001734,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 1 Year,High,4,4,None,Completed,2022-01-22
PR00006244,W00001734,2022,2022 Annual Review,Annual,5,Outstanding,Moderate,Ready in 2 Years,High,5,5,None,Completed,2023-03-08
PR00006245,W00001734,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 2 Years,Medium,1,3,Upward,Completed,2024-04-17
PR00006246,W00001734,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Low,3,2,None,Completed,2025-02-03
PR00006247,W00001734,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Expert,4,5,None,Completed,2026-03-09
PR00006248,W00001735,2021,2021 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,High,3,4,None,Completed,2022-03-24
PR00006249,W00001735,2022,2022 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Medium,4,4,None,Completed,2023-03-25
PR00006250,W00001735,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,3,3,None,Completed,2024-02-04
PR00006251,W00001735,2024,2024 Annual Review,Annual,5,Outstanding,Exceptional,Ready in 2 Years,Low,5,5,None,Completed,2025-02-14
PR00006252,W00001735,2025,2025 Annual Review,Annual,5,Outstanding,Moderate,Ready in 1 Year,Expert,5,5,None,Completed,2026-02-01
PR00006253,W00001736,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 2 Years,High,4,5,None,Completed,2022-03-09
PR00006254,W00001736,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Expert,3,3,None,Completed,2023-01-28
PR00006255,W00001736,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,High,Ready in 3+ Years,High,2,2,None,Completed,2024-03-21
PR00006256,W00001736,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,3,4,None,Completed,2025-04-01
PR00006257,W00001736,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Low,Ready in 1 Year,Expert,4,3,None,In Progress,
PR00006258,W00001737,2021,2021 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,4,5,None,Completed,2022-02-20
PR00006259,W00001737,2022,2022 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,High,5,5,None,Completed,2023-02-12
PR00006260,W00001737,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,High,Ready in 2 Years,Medium,2,2,None,Not Started,
PR00006261,W00001737,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Low,Ready in 3+ Years,High,4,5,None,Completed,2025-02-20
PR00006262,W00001737,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Medium,3,3,None,Completed,2026-02-21
PR00006263,W00001738,2023,2023 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 2 Years,Expert,3,3,None,Completed,2024-02-19
PR00006264,W00001738,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,3,None,Completed,2025-02-27
PR00006265,W00001738,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Expert,4,4,None,Completed,2026-02-09
PR00006266,W00001740,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Medium,3,4,None,Completed,2024-02-16
PR00006267,W00001740,2024,2024 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,Medium,5,5,None,Completed,2025-03-14
PR00006268,W00001740,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,4,None,Completed,2026-02-28
PR00006269,W00001741,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,High,3,4,Upward,Not Started,
PR00006270,W00001741,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 2 Years,Medium,2,2,None,Completed,2026-03-23
PR00006271,W00001742,2022,2022 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,High,5,5,None,Completed,2023-03-28
PR00006272,W00001742,2023,2023 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,Medium,3,4,None,Completed,2024-02-12
PR00006273,W00001742,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,3,None,Completed,2025-02-21
PR00006274,W00001742,2025,2025 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 3+ Years,Medium,3,3,None,Completed,2026-03-26
PR00006275,W00001743,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,3,None,Completed,2022-02-04
PR00006276,W00001743,2022,2022 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Expert,4,3,None,Completed,2023-02-22
PR00006277,W00001743,2023,2023 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Low,4,4,None,Completed,2024-03-16
PR00006278,W00001743,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Low,3,5,Upward,Completed,2025-02-18
PR00006279,W00001743,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 2 Years,Medium,2,2,None,Completed,2026-03-12
PR00006280,W00001744,2021,2021 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,3,4,None,Completed,2022-03-23
PR00006281,W00001744,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,High,3,3,None,Completed,2023-04-17
PR00006282,W00001744,2023,2023 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Expert,5,4,Downward,Completed,2024-03-02
PR00006283,W00001744,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Expert,2,3,Upward,Completed,2025-02-04
PR00006284,W00001744,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Low,2,3,Upward,Completed,2026-03-15
PR00006285,W00001745,2021,2021 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Low,3,3,None,Completed,2022-03-23
PR00006286,W00001745,2022,2022 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Low,2,2,None,In Progress,
PR00006287,W00001745,2023,2023 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 2 Years,Medium,4,4,None,Completed,2024-04-05
PR00006288,W00001745,2024,2024 Annual Review,Annual,5,Outstanding,High,Ready Now,Medium,4,5,Upward,Completed,2025-02-06
PR00006289,W00001745,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,High,3,3,None,Completed,2026-03-11
PR00006290,W00001746,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Low,3,3,None,Completed,2022-03-28
PR00006291,W00001746,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,3,4,Upward,Completed,2023-02-14
PR00006292,W00001746,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Expert,4,4,None,Completed,2024-03-21
PR00006293,W00001746,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,High,4,5,None,Completed,2025-01-10
PR00006294,W00001746,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Medium,4,4,None,Completed,2026-01-08
PR00006295,W00001747,2021,2021 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 3+ Years,High,3,3,None,Completed,2022-02-10
PR00006296,W00001747,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Expert,3,5,Upward,Completed,2023-02-07
PR00006297,W00001747,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Expert,3,4,None,Completed,2024-03-12
PR00006298,W00001747,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 1 Year,High,4,4,None,Completed,2025-02-20
PR00006299,W00001747,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,4,None,Completed,2026-01-05
PR00006300,W00001748,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,High,4,5,None,Completed,2025-02-08
PR00006301,W00001748,2025,2025 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,High,5,5,None,Completed,2026-02-04
PR00006302,W00001749,2023,2023 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Low,4,5,None,Completed,2024-02-19
PR00006303,W00001749,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 2 Years,Medium,5,5,Downward,Completed,2025-02-08
PR00006304,W00001749,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,Expert,3,4,None,Completed,2026-02-23
PR00006305,W00001750,2021,2021 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,High,5,4,None,Completed,2022-02-09
PR00006306,W00001750,2022,2022 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,Medium,5,5,None,Completed,2023-04-18
PR00006307,W00001750,2023,2023 Annual Review,Annual,5,Outstanding,Moderate,Ready in 2 Years,Medium,5,4,None,Completed,2024-03-28
PR00006308,W00001750,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Medium,4,4,None,In Progress,
PR00006309,W00001750,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,3,Downward,Completed,2026-03-01
PR00006310,W00001751,2021,2021 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,Low,2,3,Upward,Completed,2022-02-20
PR00006311,W00001751,2022,2022 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 2 Years,High,2,2,None,Completed,2023-02-16
PR00006312,W00001751,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,High,4,4,None,In Progress,
PR00006313,W00001751,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 2 Years,Low,2,3,None,Completed,2025-03-26
PR00006314,W00001751,2025,2025 Annual Review,Annual,5,Outstanding,Exceptional,Ready in 1 Year,Medium,4,5,Upward,Completed,2026-01-06
PR00006315,W00001752,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,High,2,3,None,Completed,2025-02-08
PR00006316,W00001752,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,High,3,3,None,Completed,2026-01-01
PR00006317,W00001753,2022,2022 Annual Review,Annual,2,Partially Meets Expectations,Exceptional,Ready in 3+ Years,Expert,2,2,None,Completed,2023-02-14
PR00006318,W00001753,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Low,2,3,None,Manager Review Pending,
PR00006319,W00001753,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Medium,2,2,Upward,Completed,2025-02-19
PR00006320,W00001753,2025,2025 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Medium,4,4,None,Completed,2026-02-01
PR00006321,W00001755,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready Now,Low,3,3,None,Completed,2022-03-13
PR00006322,W00001755,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,Low,2,3,Upward,Completed,2023-03-14
PR00006323,W00001755,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,5,None,Completed,2024-02-06
PR00006324,W00001755,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Low,Ready in 2 Years,Medium,3,4,Upward,Completed,2025-03-19
PR00006325,W00001755,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Low,4,4,None,Completed,2026-01-16
PR00006326,W00001756,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 2 Years,Expert,4,4,None,Completed,2022-03-08
PR00006327,W00001756,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,High,3,4,None,Completed,2023-02-26
PR00006328,W00001756,2023,2023 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 2 Years,High,4,4,None,Completed,2024-03-12
PR00006329,W00001756,2024,2024 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,High,5,5,None,Completed,2025-01-12
PR00006330,W00001756,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Low,Ready in 3+ Years,High,4,4,None,Canceled,
PR00006331,W00001757,2021,2021 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Medium,1,2,Upward,Completed,2022-02-18
PR00006332,W00001757,2022,2022 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Medium,2,2,None,Completed,2023-01-14
PR00006333,W00001757,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,3,3,None,Completed,2024-02-26
PR00006334,W00001757,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready Now,Low,4,4,None,Completed,2025-03-19
PR00006335,W00001757,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Low,2,3,Upward,Completed,2026-01-11
PR00006336,W00001758,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Medium,4,4,None,Completed,2025-01-02
PR00006337,W00001758,2025,2025 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,Expert,5,5,None,Completed,2026-03-22
PR00006338,W00001759,2023,2023 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Medium,4,3,Downward,Completed,2024-02-11
PR00006339,W00001759,2024,2024 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Medium,2,2,None,Completed,2025-02-25
PR00006340,W00001759,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,High,4,3,Downward,Not Started,
PR00006341,W00001760,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,High,4,5,None,Completed,2023-04-25
PR00006342,W00001760,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Medium,4,4,None,Completed,2024-01-21
PR00006343,W00001760,2024,2024 Annual Review,Annual,4,Exceeds Expectations,High,Ready Now,Expert,3,4,Upward,Completed,2025-01-08
PR00006344,W00001760,2025,2025 Annual Review,Annual,1,Needs Improvement,Low,Ready in 3+ Years,Expert,1,1,None,Completed,2026-03-18
PR00006345,W00001761,2021,2021 Annual Review,Annual,5,Outstanding,High,Ready in 2 Years,High,5,5,None,Completed,2022-03-11
PR00006346,W00001761,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,3,None,In Progress,
PR00006347,W00001761,2023,2023 Annual Review,Annual,5,Outstanding,High,Ready in 1 Year,Expert,5,5,None,Canceled,
PR00006348,W00001761,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,3,2,None,Completed,2025-02-13
PR00006349,W00001761,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,3,3,None,Completed,2026-02-22
PR00006350,W00001762,2021,2021 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Low,4,4,None,Completed,2022-02-06
PR00006351,W00001762,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 1 Year,Expert,4,3,Downward,Completed,2023-04-01
PR00006352,W00001762,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Medium,4,4,None,Completed,2024-02-17
PR00006353,W00001762,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,High,3,4,Upward,Completed,2025-04-17
PR00006354,W00001762,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 3+ Years,Medium,3,3,None,Completed,2026-02-25
PR00006355,W00001763,2021,2021 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 2 Years,Low,2,2,None,Completed,2022-02-21
PR00006356,W00001763,2022,2022 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 1 Year,Expert,3,3,None,Completed,2023-02-26
PR00006357,W00001763,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Expert,5,3,Downward,Completed,2024-03-18
PR00006358,W00001763,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Expert,4,3,Downward,Completed,2025-01-12
PR00006359,W00001763,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Medium,3,4,None,Completed,2026-03-11
PR00006360,W00001765,2025,2025 Annual Review,Annual,2,Partially Meets Expectations,Low,Ready in 3+ Years,Expert,2,2,None,Completed,2026-02-28
PR00006361,W00001766,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Medium,4,4,None,Completed,2024-04-15
PR00006362,W00001766,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,High,2,3,Upward,Completed,2025-01-17
PR00006363,W00001766,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Medium,4,4,None,Completed,2026-01-22
PR00006364,W00001767,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,3,3,None,Completed,2022-04-09
PR00006365,W00001767,2022,2022 Annual Review,Annual,3,Meets Expectations,High,Ready in 2 Years,Expert,4,4,Downward,Completed,2023-03-02
PR00006366,W00001767,2023,2023 Annual Review,Annual,5,Outstanding,Exceptional,Ready Now,Expert,5,5,None,Completed,2024-01-24
PR00006367,W00001767,2024,2024 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,High,5,5,None,Not Started,
PR00006368,W00001767,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Expert,4,4,None,Completed,2026-02-22
PR00006369,W00001768,2022,2022 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,Expert,3,4,None,Completed,2023-03-23
PR00006370,W00001768,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Expert,4,5,None,Completed,2024-02-18
PR00006371,W00001768,2024,2024 Annual Review,Annual,5,Outstanding,Moderate,Ready in 1 Year,High,5,5,None,Completed,2025-03-25
PR00006372,W00001768,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,High,2,3,Upward,Completed,2026-02-21
PR00006373,W00001769,2023,2023 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Low,2,2,None,Completed,2024-01-13
PR00006374,W00001769,2024,2024 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 3+ Years,Medium,4,4,None,Completed,2025-03-09
PR00006375,W00001769,2025,2025 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,High,3,3,None,Completed,2026-03-13
PR00006376,W00001770,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Low,3,4,None,Completed,2022-02-06
PR00006377,W00001770,2022,2022 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,Medium,5,3,Downward,Completed,2023-02-12
PR00006378,W00001770,2023,2023 Annual Review,Annual,4,Exceeds Expectations,High,Ready in 1 Year,Low,4,4,None,Completed,2024-02-17
PR00006379,W00001770,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,High,2,3,Upward,Completed,2025-01-15
PR00006380,W00001770,2025,2025 Annual Review,Annual,4,Exceeds Expectations,Exceptional,Ready in 1 Year,High,4,4,None,Completed,2026-03-09
PR00006381,W00001771,2023,2023 Annual Review,Annual,4,Exceeds Expectations,Moderate,Ready in 2 Years,Low,4,5,None,Completed,2024-02-20
PR00006382,W00001771,2024,2024 Annual Review,Annual,3,Meets Expectations,Moderate,Ready Now,Medium,3,3,None,Completed,2025-03-28
PR00006383,W00001771,2025,2025 Annual Review,Annual,5,Outstanding,Moderate,Ready in 3+ Years,High,5,5,None,Completed,2026-02-13
PR00006384,W00001772,2021,2021 Annual Review,Annual,2,Partially Meets Expectations,Moderate,Ready in 3+ Years,Medium,1,2,Upward,Completed,2022-03-07
PR00006385,W00001772,2022,2022 Annual Review,Annual,5,Outstanding,High,Ready in 2 Years,Medium,5,5,None,Completed,2023-01-04
PR00006386,W00001772,2023,2023 Annual Review,Annual,3,Meets Expectations,Exceptional,Ready in 1 Year,Low,3,4,None,Completed,2024-02-14
PR00006387,W00001772,2024,2024 Annual Review,Annual,3,Meets Expectations,Low,Ready in 2 Years,Low,3,3,None,Completed,2025-04-10
PR00006388,W00001772,2025,2025 Annual Review,Annual,3,Meets Expectations,Low,Ready in 3+ Years,Low,3,3,None,Completed,2026-01-18
PR00006389,W00001773,2022,2022 Annual Review,Annual,3,Meets Expectations,Moderate,Ready Now,Low,4,4,Downward,Completed,2023-03-05
PR00006390,W00001773,2023,2023 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,Low,3,3,None,Completed,2024-03-18
PR00006391,W00001773,2024,2024 Annual Review,Annual,3,Meets Expectations,High,Ready in 1 Year,Low,3,3,None,Completed,2025-02-09
PR00006392,W00001773,2025,2025 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 2 Years,Medium,3,3,None,Completed,2026-03-15
PR00006393,W00001774,2021,2021 Annual Review,Annual,3,Meets Expectations,Moderate,Ready in 3+ Years,Low,3,3,None,Completed,2022-03-04
