compensation_grade_id,global_grade,career_level,job_family,market_reference_zone,salary_band_min,salary_band_mid,salary_band_max,bonus_target,currency,country,geo_differential,gen_ai_impact_level,gen_ai_skill_premium,gen_ai_role_category
CG000897,G06,Senior Manager,Human Resources,Latin America Emerging,57000,87000,120000,0.18,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000898,G07,Director,Human Resources,Latin America Emerging,71000,130000,185000,0.25,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000899,G08,Partner,Human Resources,Latin America Emerging,115000,285000,455000,0.4,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000900,G09,Executive,Human Resources,Latin America Emerging,180000,455000,730000,0.5,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000901,G01,Intern,Information Technology,Latin America Emerging,9000,12000,15000,0.0,MXN,Mexico,0.38,High,0.08,AI Builder
CG000902,G02,Analyst,Information Technology,Latin America Emerging,20000,27000,33000,0.03,MXN,Mexico,0.38,High,0.08,AI Builder
CG000903,G03,Consultant,Information Technology,Latin America Emerging,26000,37000,48000,0.05,MXN,Mexico,0.38,High,0.08,AI Builder
CG000904,G04,Senior Consultant,Information Technology,Latin America Emerging,34000,49000,64000,0.08,MXN,Mexico,0.38,High,0.08,AI Builder
CG000905,G05,Manager,Information Technology,Latin America Emerging,44000,68000,91000,0.12,MXN,Mexico,0.38,High,0.08,AI Builder
CG000906,G06,Senior Manager,Information Technology,Latin America Emerging,61000,94000,125000,0.18,MXN,Mexico,0.38,High,0.08,AI Builder
CG000907,G07,Director,Information Technology,Latin America Emerging,77000,140000,200000,0.25,MXN,Mexico,0.38,High,0.08,AI Builder
CG000908,G08,Partner,Information Technology,Latin America Emerging,125000,310000,490000,0.4,MXN,Mexico,0.38,High,0.08,AI Builder
CG000909,G09,Executive,Information Technology,Latin America Emerging,195000,490000,790000,0.5,MXN,Mexico,0.38,High,0.08,AI Builder
CG000910,G01,Intern,Legal,Latin America Emerging,9000,11000,14000,0.0,MXN,Mexico,0.38,Medium,0.05,AI Governance
CG000911,G02,Analyst,Legal,Latin America Emerging,18000,25000,31000,0.03,MXN,Mexico,0.38,Medium,0.05,AI Governance
CG000912,G03,Consultant,Legal,Latin America Emerging,24000,34000,44000,0.05,MXN,Mexico,0.38,Medium,0.05,AI Governance
CG000913,G04,Senior Consultant,Legal,Latin America Emerging,32000,45000,59000,0.08,MXN,Mexico,0.38,Medium,0.05,AI Governance
CG000914,G05,Manager,Legal,Latin America Emerging,41000,63000,84000,0.12,MXN,Mexico,0.38,Medium,0.05,AI Governance
CG000915,G06,Senior Manager,Legal,Latin America Emerging,57000,87000,120000,0.18,MXN,Mexico,0.38,Medium,0.05,AI Governance
CG000916,G07,Director,Legal,Latin America Emerging,71000,130000,185000,0.25,MXN,Mexico,0.38,Medium,0.05,AI Governance
CG000917,G08,Partner,Legal,Latin America Emerging,115000,285000,455000,0.4,MXN,Mexico,0.38,Medium,0.05,AI Governance
CG000918,G09,Executive,Legal,Latin America Emerging,180000,455000,730000,0.5,MXN,Mexico,0.38,Medium,0.05,AI Governance
CG000919,G01,Intern,Marketing,Latin America Emerging,9000,11000,14000,0.0,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000920,G02,Analyst,Marketing,Latin America Emerging,18000,25000,31000,0.03,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000921,G03,Consultant,Marketing,Latin America Emerging,24000,34000,44000,0.05,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000922,G04,Senior Consultant,Marketing,Latin America Emerging,32000,45000,59000,0.08,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000923,G05,Manager,Marketing,Latin America Emerging,41000,63000,84000,0.12,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000924,G06,Senior Manager,Marketing,Latin America Emerging,57000,87000,120000,0.18,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000925,G07,Director,Marketing,Latin America Emerging,71000,130000,185000,0.25,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000926,G08,Partner,Marketing,Latin America Emerging,115000,285000,455000,0.4,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000927,G09,Executive,Marketing,Latin America Emerging,180000,455000,730000,0.5,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000928,G01,Intern,Data and Analytics,Latin America Emerging,10000,14000,17000,0.0,MXN,Mexico,0.38,Critical,0.12,AI Builder
CG000929,G02,Analyst,Data and Analytics,Latin America Emerging,22000,30000,37000,0.03,MXN,Mexico,0.38,Critical,0.12,AI Builder
CG000930,G03,Consultant,Data and Analytics,Latin America Emerging,29000,41000,54000,0.05,MXN,Mexico,0.38,Critical,0.12,AI Builder
CG000931,G04,Senior Consultant,Data and Analytics,Latin America Emerging,39000,55000,72000,0.08,MXN,Mexico,0.38,Critical,0.12,AI Builder
CG000932,G05,Manager,Data and Analytics,Latin America Emerging,49000,76000,100000,0.12,MXN,Mexico,0.38,Critical,0.12,AI Builder
CG000933,G06,Senior Manager,Data and Analytics,Latin America Emerging,69000,105000,145000,0.18,MXN,Mexico,0.38,Critical,0.12,AI Builder
CG000934,G07,Director,Data and Analytics,Latin America Emerging,86000,155000,225000,0.25,MXN,Mexico,0.38,Critical,0.12,AI Builder
CG000935,G08,Partner,Data and Analytics,Latin America Emerging,140000,345000,550000,0.4,MXN,Mexico,0.38,Critical,0.12,AI Builder
CG000936,G09,Executive,Data and Analytics,Latin America Emerging,220000,550000,885000,0.5,MXN,Mexico,0.38,Critical,0.12,AI Builder
CG000937,G01,Intern,Operations,Latin America Emerging,9000,12000,15000,0.0,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000938,G02,Analyst,Operations,Latin America Emerging,19000,26000,32000,0.03,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000939,G03,Consultant,Operations,Latin America Emerging,25000,36000,47000,0.05,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000940,G04,Senior Consultant,Operations,Latin America Emerging,34000,48000,62000,0.08,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000941,G05,Manager,Operations,Latin America Emerging,43000,66000,89000,0.12,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000942,G06,Senior Manager,Operations,Latin America Emerging,60000,92000,125000,0.18,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000943,G07,Director,Operations,Latin America Emerging,75000,135000,195000,0.25,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000944,G08,Partner,Operations,Latin America Emerging,120000,300000,480000,0.4,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000945,G09,Executive,Operations,Latin America Emerging,190000,480000,765000,0.5,MXN,Mexico,0.38,Medium,0.05,AI-Augmented Professional
CG000946,G01,Intern,Audit Assurance,Europe Premium,19000,26000,32000,0.0,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000947,G02,Analyst,Audit Assurance,Europe Premium,42000,56000,70000,0.03,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000948,G03,Consultant,Audit Assurance,Europe Premium,54000,77000,100000,0.05,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000949,G04,Senior Consultant,Audit Assurance,Europe Premium,72000,105000,135000,0.08,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000950,G05,Manager,Audit Assurance,Europe Premium,92000,140000,190000,0.12,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000951,G06,Senior Manager,Audit Assurance,Europe Premium,130000,200000,265000,0.18,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000952,G07,Director,Audit Assurance,Europe Premium,160000,295000,425000,0.25,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000953,G08,Partner,Audit Assurance,Europe Premium,260000,645000,1035000,0.4,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000954,G09,Executive,Audit Assurance,Europe Premium,415000,1035000,1655000,0.5,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000955,G01,Intern,Corporate Tax,Europe Premium,19000,26000,32000,0.0,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000956,G02,Analyst,Corporate Tax,Europe Premium,42000,56000,70000,0.03,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000957,G03,Consultant,Corporate Tax,Europe Premium,54000,77000,100000,0.05,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000958,G04,Senior Consultant,Corporate Tax,Europe Premium,72000,105000,135000,0.08,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000959,G05,Manager,Corporate Tax,Europe Premium,92000,140000,190000,0.12,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000960,G06,Senior Manager,Corporate Tax,Europe Premium,130000,200000,265000,0.18,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000961,G07,Director,Corporate Tax,Europe Premium,160000,295000,425000,0.25,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000962,G08,Partner,Corporate Tax,Europe Premium,260000,645000,1035000,0.4,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000963,G09,Executive,Corporate Tax,Europe Premium,415000,1035000,1655000,0.5,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000964,G01,Intern,Technology Consulting,Europe Premium,22000,29000,36000,0.0,EUR,Netherlands,0.82,High,0.08,AI Product / Transformation
CG000965,G02,Analyst,Technology Consulting,Europe Premium,47000,62000,78000,0.03,EUR,Netherlands,0.82,High,0.08,AI Product / Transformation
CG000966,G03,Consultant,Technology Consulting,Europe Premium,60000,86000,110000,0.05,EUR,Netherlands,0.82,High,0.08,AI Product / Transformation
CG000967,G04,Senior Consultant,Technology Consulting,Europe Premium,80000,115000,150000,0.08,EUR,Netherlands,0.82,High,0.08,AI Product / Transformation
CG000968,G05,Manager,Technology Consulting,Europe Premium,105000,160000,215000,0.12,EUR,Netherlands,0.82,High,0.08,AI Product / Transformation
CG000969,G06,Senior Manager,Technology Consulting,Europe Premium,145000,220000,295000,0.18,EUR,Netherlands,0.82,High,0.08,AI Product / Transformation
CG000970,G07,Director,Technology Consulting,Europe Premium,180000,325000,470000,0.25,EUR,Netherlands,0.82,High,0.08,AI Product / Transformation
CG000971,G08,Partner,Technology Consulting,Europe Premium,285000,715000,1150000,0.4,EUR,Netherlands,0.82,High,0.08,AI Product / Transformation
CG000972,G09,Executive,Technology Consulting,Europe Premium,460000,1150000,1835000,0.5,EUR,Netherlands,0.82,High,0.08,AI Product / Transformation
CG000973,G01,Intern,Strategy Consulting,Europe Premium,19000,26000,32000,0.0,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000974,G02,Analyst,Strategy Consulting,Europe Premium,42000,56000,70000,0.03,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000975,G03,Consultant,Strategy Consulting,Europe Premium,54000,77000,100000,0.05,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000976,G04,Senior Consultant,Strategy Consulting,Europe Premium,72000,105000,135000,0.08,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000977,G05,Manager,Strategy Consulting,Europe Premium,92000,140000,190000,0.12,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000978,G06,Senior Manager,Strategy Consulting,Europe Premium,130000,200000,265000,0.18,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000979,G07,Director,Strategy Consulting,Europe Premium,160000,295000,425000,0.25,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000980,G08,Partner,Strategy Consulting,Europe Premium,260000,645000,1035000,0.4,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000981,G09,Executive,Strategy Consulting,Europe Premium,415000,1035000,1655000,0.5,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000982,G01,Intern,Human Capital,Europe Premium,19000,26000,32000,0.0,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000983,G02,Analyst,Human Capital,Europe Premium,42000,56000,70000,0.03,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000984,G03,Consultant,Human Capital,Europe Premium,54000,77000,100000,0.05,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000985,G04,Senior Consultant,Human Capital,Europe Premium,72000,105000,135000,0.08,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000986,G05,Manager,Human Capital,Europe Premium,92000,140000,190000,0.12,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000987,G06,Senior Manager,Human Capital,Europe Premium,130000,200000,265000,0.18,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000988,G07,Director,Human Capital,Europe Premium,160000,295000,425000,0.25,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000989,G08,Partner,Human Capital,Europe Premium,260000,645000,1035000,0.4,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000990,G09,Executive,Human Capital,Europe Premium,415000,1035000,1655000,0.5,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG000991,G01,Intern,Cyber Risk,Europe Premium,22000,29000,36000,0.0,EUR,Netherlands,0.82,High,0.08,AI Risk / Compliance
CG000992,G02,Analyst,Cyber Risk,Europe Premium,47000,62000,78000,0.03,EUR,Netherlands,0.82,High,0.08,AI Risk / Compliance
CG000993,G03,Consultant,Cyber Risk,Europe Premium,60000,86000,110000,0.05,EUR,Netherlands,0.82,High,0.08,AI Risk / Compliance
CG000994,G04,Senior Consultant,Cyber Risk,Europe Premium,80000,115000,150000,0.08,EUR,Netherlands,0.82,High,0.08,AI Risk / Compliance
CG000995,G05,Manager,Cyber Risk,Europe Premium,105000,160000,215000,0.12,EUR,Netherlands,0.82,High,0.08,AI Risk / Compliance
CG000996,G06,Senior Manager,Cyber Risk,Europe Premium,145000,220000,295000,0.18,EUR,Netherlands,0.82,High,0.08,AI Risk / Compliance
CG000997,G07,Director,Cyber Risk,Europe Premium,180000,325000,470000,0.25,EUR,Netherlands,0.82,High,0.08,AI Risk / Compliance
CG000998,G08,Partner,Cyber Risk,Europe Premium,285000,715000,1150000,0.4,EUR,Netherlands,0.82,High,0.08,AI Risk / Compliance
CG000999,G09,Executive,Cyber Risk,Europe Premium,460000,1150000,1835000,0.5,EUR,Netherlands,0.82,High,0.08,AI Risk / Compliance
CG001000,G01,Intern,Regulatory Risk,Europe Premium,20000,27000,33000,0.0,EUR,Netherlands,0.82,High,0.08,AI Governance
CG001001,G02,Analyst,Regulatory Risk,Europe Premium,43000,58000,72000,0.03,EUR,Netherlands,0.82,High,0.08,AI Governance
CG001002,G03,Consultant,Regulatory Risk,Europe Premium,56000,80000,105000,0.05,EUR,Netherlands,0.82,High,0.08,AI Governance
CG001003,G04,Senior Consultant,Regulatory Risk,Europe Premium,74000,105000,140000,0.08,EUR,Netherlands,0.82,High,0.08,AI Governance
CG001004,G05,Manager,Regulatory Risk,Europe Premium,95000,145000,195000,0.12,EUR,Netherlands,0.82,High,0.08,AI Governance
CG001005,G06,Senior Manager,Regulatory Risk,Europe Premium,130000,205000,275000,0.18,EUR,Netherlands,0.82,High,0.08,AI Governance
CG001006,G07,Director,Regulatory Risk,Europe Premium,165000,300000,435000,0.25,EUR,Netherlands,0.82,High,0.08,AI Governance
CG001007,G08,Partner,Regulatory Risk,Europe Premium,265000,665000,1065000,0.4,EUR,Netherlands,0.82,High,0.08,AI Governance
CG001008,G09,Executive,Regulatory Risk,Europe Premium,425000,1065000,1700000,0.5,EUR,Netherlands,0.82,High,0.08,AI Governance
CG001009,G01,Intern,Mergers and Acquisitions,Europe Premium,19000,25000,32000,0.0,EUR,Netherlands,0.82,Low,0.03,AI User
CG001010,G02,Analyst,Mergers and Acquisitions,Europe Premium,41000,55000,69000,0.03,EUR,Netherlands,0.82,Low,0.03,AI User
CG001011,G03,Consultant,Mergers and Acquisitions,Europe Premium,53000,76000,99000,0.05,EUR,Netherlands,0.82,Low,0.03,AI User
CG001012,G04,Senior Consultant,Mergers and Acquisitions,Europe Premium,71000,100000,130000,0.08,EUR,Netherlands,0.82,Low,0.03,AI User
CG001013,G05,Manager,Mergers and Acquisitions,Europe Premium,91000,140000,190000,0.12,EUR,Netherlands,0.82,Low,0.03,AI User
CG001014,G06,Senior Manager,Mergers and Acquisitions,Europe Premium,125000,195000,260000,0.18,EUR,Netherlands,0.82,Low,0.03,AI User
CG001015,G07,Director,Mergers and Acquisitions,Europe Premium,160000,285000,415000,0.25,EUR,Netherlands,0.82,Low,0.03,AI User
CG001016,G08,Partner,Mergers and Acquisitions,Europe Premium,255000,635000,1015000,0.4,EUR,Netherlands,0.82,Low,0.03,AI User
CG001017,G09,Executive,Mergers and Acquisitions,Europe Premium,405000,1015000,1620000,0.5,EUR,Netherlands,0.82,Low,0.03,AI User
CG001018,G01,Intern,Finance,Europe Premium,19000,25000,32000,0.0,EUR,Netherlands,0.82,Low,0.03,AI User
CG001019,G02,Analyst,Finance,Europe Premium,41000,55000,69000,0.03,EUR,Netherlands,0.82,Low,0.03,AI User
CG001020,G03,Consultant,Finance,Europe Premium,53000,76000,99000,0.05,EUR,Netherlands,0.82,Low,0.03,AI User
CG001021,G04,Senior Consultant,Finance,Europe Premium,71000,100000,130000,0.08,EUR,Netherlands,0.82,Low,0.03,AI User
CG001022,G05,Manager,Finance,Europe Premium,91000,140000,190000,0.12,EUR,Netherlands,0.82,Low,0.03,AI User
CG001023,G06,Senior Manager,Finance,Europe Premium,125000,195000,260000,0.18,EUR,Netherlands,0.82,Low,0.03,AI User
CG001024,G07,Director,Finance,Europe Premium,160000,285000,415000,0.25,EUR,Netherlands,0.82,Low,0.03,AI User
CG001025,G08,Partner,Finance,Europe Premium,255000,635000,1015000,0.4,EUR,Netherlands,0.82,Low,0.03,AI User
CG001026,G09,Executive,Finance,Europe Premium,405000,1015000,1620000,0.5,EUR,Netherlands,0.82,Low,0.03,AI User
CG001027,G01,Intern,Human Resources,Europe Premium,18000,25000,31000,0.0,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001028,G02,Analyst,Human Resources,Europe Premium,40000,53000,66000,0.03,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001029,G03,Consultant,Human Resources,Europe Premium,52000,74000,96000,0.05,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001030,G04,Senior Consultant,Human Resources,Europe Premium,69000,98000,130000,0.08,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001031,G05,Manager,Human Resources,Europe Premium,88000,135000,180000,0.12,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001032,G06,Senior Manager,Human Resources,Europe Premium,120000,190000,255000,0.18,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001033,G07,Director,Human Resources,Europe Premium,155000,280000,405000,0.25,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001034,G08,Partner,Human Resources,Europe Premium,245000,615000,980000,0.4,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001035,G09,Executive,Human Resources,Europe Premium,395000,980000,1570000,0.5,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001036,G01,Intern,Information Technology,Europe Premium,20000,27000,33000,0.0,EUR,Netherlands,0.82,High,0.08,AI Builder
CG001037,G02,Analyst,Information Technology,Europe Premium,43000,58000,72000,0.03,EUR,Netherlands,0.82,High,0.08,AI Builder
CG001038,G03,Consultant,Information Technology,Europe Premium,56000,80000,105000,0.05,EUR,Netherlands,0.82,High,0.08,AI Builder
CG001039,G04,Senior Consultant,Information Technology,Europe Premium,74000,105000,140000,0.08,EUR,Netherlands,0.82,High,0.08,AI Builder
CG001040,G05,Manager,Information Technology,Europe Premium,95000,145000,195000,0.12,EUR,Netherlands,0.82,High,0.08,AI Builder
CG001041,G06,Senior Manager,Information Technology,Europe Premium,130000,205000,275000,0.18,EUR,Netherlands,0.82,High,0.08,AI Builder
CG001042,G07,Director,Information Technology,Europe Premium,165000,300000,435000,0.25,EUR,Netherlands,0.82,High,0.08,AI Builder
CG001043,G08,Partner,Information Technology,Europe Premium,265000,665000,1065000,0.4,EUR,Netherlands,0.82,High,0.08,AI Builder
CG001044,G09,Executive,Information Technology,Europe Premium,425000,1065000,1700000,0.5,EUR,Netherlands,0.82,High,0.08,AI Builder
CG001045,G01,Intern,Legal,Europe Premium,18000,25000,31000,0.0,EUR,Netherlands,0.82,Medium,0.05,AI Governance
CG001046,G02,Analyst,Legal,Europe Premium,40000,53000,66000,0.03,EUR,Netherlands,0.82,Medium,0.05,AI Governance
CG001047,G03,Consultant,Legal,Europe Premium,52000,74000,96000,0.05,EUR,Netherlands,0.82,Medium,0.05,AI Governance
CG001048,G04,Senior Consultant,Legal,Europe Premium,69000,98000,130000,0.08,EUR,Netherlands,0.82,Medium,0.05,AI Governance
CG001049,G05,Manager,Legal,Europe Premium,88000,135000,180000,0.12,EUR,Netherlands,0.82,Medium,0.05,AI Governance
CG001050,G06,Senior Manager,Legal,Europe Premium,120000,190000,255000,0.18,EUR,Netherlands,0.82,Medium,0.05,AI Governance
CG001051,G07,Director,Legal,Europe Premium,155000,280000,405000,0.25,EUR,Netherlands,0.82,Medium,0.05,AI Governance
CG001052,G08,Partner,Legal,Europe Premium,245000,615000,980000,0.4,EUR,Netherlands,0.82,Medium,0.05,AI Governance
CG001053,G09,Executive,Legal,Europe Premium,395000,980000,1570000,0.5,EUR,Netherlands,0.82,Medium,0.05,AI Governance
CG001054,G01,Intern,Marketing,Europe Premium,18000,25000,31000,0.0,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001055,G02,Analyst,Marketing,Europe Premium,40000,53000,66000,0.03,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001056,G03,Consultant,Marketing,Europe Premium,52000,74000,96000,0.05,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001057,G04,Senior Consultant,Marketing,Europe Premium,69000,98000,130000,0.08,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001058,G05,Manager,Marketing,Europe Premium,88000,135000,180000,0.12,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001059,G06,Senior Manager,Marketing,Europe Premium,120000,190000,255000,0.18,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001060,G07,Director,Marketing,Europe Premium,155000,280000,405000,0.25,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001061,G08,Partner,Marketing,Europe Premium,245000,615000,980000,0.4,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001062,G09,Executive,Marketing,Europe Premium,395000,980000,1570000,0.5,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001063,G01,Intern,Data and Analytics,Europe Premium,22000,30000,37000,0.0,EUR,Netherlands,0.82,Critical,0.12,AI Builder
CG001064,G02,Analyst,Data and Analytics,Europe Premium,48000,64000,81000,0.03,EUR,Netherlands,0.82,Critical,0.12,AI Builder
CG001065,G03,Consultant,Data and Analytics,Europe Premium,62000,89000,115000,0.05,EUR,Netherlands,0.82,Critical,0.12,AI Builder
CG001066,G04,Senior Consultant,Data and Analytics,Europe Premium,83000,120000,155000,0.08,EUR,Netherlands,0.82,Critical,0.12,AI Builder
CG001067,G05,Manager,Data and Analytics,Europe Premium,105000,165000,220000,0.12,EUR,Netherlands,0.82,Critical,0.12,AI Builder
CG001068,G06,Senior Manager,Data and Analytics,Europe Premium,150000,230000,310000,0.18,EUR,Netherlands,0.82,Critical,0.12,AI Builder
CG001069,G07,Director,Data and Analytics,Europe Premium,185000,335000,490000,0.25,EUR,Netherlands,0.82,Critical,0.12,AI Builder
CG001070,G08,Partner,Data and Analytics,Europe Premium,300000,745000,1190000,0.4,EUR,Netherlands,0.82,Critical,0.12,AI Builder
CG001071,G09,Executive,Data and Analytics,Europe Premium,475000,1190000,1905000,0.5,EUR,Netherlands,0.82,Critical,0.12,AI Builder
CG001072,G01,Intern,Operations,Europe Premium,19000,26000,32000,0.0,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001073,G02,Analyst,Operations,Europe Premium,42000,56000,70000,0.03,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001074,G03,Consultant,Operations,Europe Premium,54000,77000,100000,0.05,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001075,G04,Senior Consultant,Operations,Europe Premium,72000,105000,135000,0.08,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001076,G05,Manager,Operations,Europe Premium,92000,140000,190000,0.12,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001077,G06,Senior Manager,Operations,Europe Premium,130000,200000,265000,0.18,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001078,G07,Director,Operations,Europe Premium,160000,295000,425000,0.25,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001079,G08,Partner,Operations,Europe Premium,260000,645000,1035000,0.4,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001080,G09,Executive,Operations,Europe Premium,415000,1035000,1655000,0.5,EUR,Netherlands,0.82,Medium,0.05,AI-Augmented Professional
CG001081,G01,Intern,Audit Assurance,Africa Emerging,8000,11000,14000,0.0,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001082,G02,Analyst,Audit Assurance,Africa Emerging,18000,24000,30000,0.03,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001083,G03,Consultant,Audit Assurance,Africa Emerging,23000,33000,43000,0.05,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001084,G04,Senior Consultant,Audit Assurance,Africa Emerging,31000,44000,57000,0.08,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001085,G05,Manager,Audit Assurance,Africa Emerging,39000,61000,82000,0.12,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001086,G06,Senior Manager,Audit Assurance,Africa Emerging,55000,85000,115000,0.18,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001087,G07,Director,Audit Assurance,Africa Emerging,69000,125000,180000,0.25,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001088,G08,Partner,Audit Assurance,Africa Emerging,110000,275000,440000,0.4,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001089,G09,Executive,Audit Assurance,Africa Emerging,175000,440000,705000,0.5,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001090,G01,Intern,Corporate Tax,Africa Emerging,8000,11000,14000,0.0,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001091,G02,Analyst,Corporate Tax,Africa Emerging,18000,24000,30000,0.03,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001092,G03,Consultant,Corporate Tax,Africa Emerging,23000,33000,43000,0.05,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
CG001093,G04,Senior Consultant,Corporate Tax,Africa Emerging,31000,44000,57000,0.08,ZAR,South Africa,0.35,Medium,0.05,AI-Augmented Professional
