worker_compensation_id,worker_id,effective_date,pay_currency,base_pay_amount,base_pay_frequency,bonus_target_percentage,compensation_grade_id,compensation_plan_id,market_position_ratio,compa_ratio,salary_band_min,salary_band_mid,salary_band_max,gen_ai_impact_level,gen_ai_skill_premium,gen_ai_premium_applied,gen_ai_premium_amount,gen_ai_role_category
WC00002187,W00002187,2025-11-02,EUR,147000.0,Annual,0.12,CG001040,CP001,1.017,1.017,95000,145000,195000,High,0.08,False,0,AI Builder
WC00002188,W00002188,2021-03-28,ZAR,21300.0,Annual,0.03,CG001136,CP001,0.851,0.851,18000,25000,31000,High,0.08,False,0,AI Governance
WC00002189,W00002189,2023-07-28,AUD,49800.0,Annual,0.03,CG000074,CP001,0.89,0.89,42000,56000,69000,Low,0.03,False,0,AI User
WC00002190,W00002190,2021-01-01,USD,69500.0,Annual,0.03,CG001721,CP001,1.018,1.069,49000,65000,81000,Medium,0.05,True,3300,AI Governance
WC00002191,W00002191,2023-07-01,GBP,88000.0,Annual,0.05,CG001560,CP001,1.073,1.073,57000,82000,105000,Low,0.03,False,0,AI User
WC00002192,W00002192,2022-05-09,INR,101000.0,Annual,0.18,CG000546,CP001,1.249,1.311,50000,77000,105000,Medium,0.05,True,4800,AI-Augmented Professional
WC00002193,W00002193,2025-01-01,INR,18900.0,Annual,0.03,CG000605,CP001,0.9,0.9,16000,21000,27000,Low,0.03,False,0,AI User
WC00002194,W00002194,2023-07-01,ZAR,25300.0,Annual,0.03,CG001181,CP001,1.1,1.1,17000,23000,28000,Medium,0.05,False,0,AI Governance
WC00002195,W00002195,2022-07-13,MXN,15.7,Hourly,0.0,CG000929,CP003,0.972,1.089,22000,30000,37000,Critical,0.12,True,3500,AI Builder
WC00002196,W00002196,2024-05-28,AED,40800.0,Annual,0.03,CG001451,CP001,0.85,0.85,36000,48000,60000,Medium,0.05,False,0,AI Governance
WC00002197,W00002197,2022-07-01,GBP,77700.0,Annual,0.05,CG001551,CP001,0.947,0.947,57000,82000,105000,Low,0.03,False,0,AI User
WC00002198,W00002198,2021-02-26,EUR,36100.0,Annual,0.03,CG001217,CP001,0.859,0.859,32000,42000,53000,Medium,0.05,False,0,AI-Augmented Professional
WC00002199,W00002199,2024-09-06,EUR,59800.0,Annual,0.03,CG000488,CP004,1.055,1.108,41000,54000,68000,Medium,0.05,True,2800,AI-Augmented Professional
WC00002200,W00002200,2025-01-26,AUD,60000.0,Annual,0.03,CG000065,CP001,1.041,1.072,42000,56000,69000,Low,0.03,True,1700,AI User
WC00002201,W00002201,2021-12-23,AUD,52800.0,Annual,0.03,CG000083,CP001,0.931,0.978,40000,54000,67000,Medium,0.05,True,2500,AI-Augmented Professional
WC00002202,W00002202,2024-02-08,USD,79900.0,Annual,0.03,CG001640,CP001,0.973,1.051,57000,76000,95000,High,0.08,True,5900,AI Product / Transformation
WC00002203,W00002203,2021-07-01,EUR,71.08,Hourly,0.0,CG000968,CP002,0.924,0.924,105000,160000,215000,High,0.08,False,0,AI Product / Transformation
WC00002204,W00002204,2021-12-29,INR,19100.0,Annual,0.03,CG000614,CP001,0.908,0.908,16000,21000,27000,Low,0.03,False,0,AI User
WC00002205,W00002205,2024-07-01,INR,168000.0,Annual,0.25,CG000664,CP001,1.154,1.292,72000,130000,190000,Critical,0.12,True,18000,AI Builder
WC00002206,W00002206,2021-11-28,GBP,35.87,Hourly,0.0,CG001488,CP002,0.899,0.899,58000,83000,110000,Medium,0.05,False,0,AI-Augmented Professional
WC00002207,W00002207,2021-06-24,INR,32200.0,Annual,0.05,CG000660,CP001,0.822,0.921,24000,35000,45000,Critical,0.12,True,3500,AI Builder
WC00002208,W00002208,2022-12-10,GBP,355000.0,Annual,0.25,CG001501,CP001,1.127,1.127,175000,315000,455000,Medium,0.05,False,0,AI-Augmented Professional
WC00002209,W00002209,2024-02-25,USD,70200.0,Annual,0.03,CG001712,CP001,0.929,1.003,53000,70000,88000,High,0.08,True,5200,AI Builder
WC00002210,W00002210,2025-07-01,AUD,43.88,Hourly,0.0,CG000120,CP002,1.014,1.014,63000,90000,115000,Critical,0.12,False,0,AI Builder
WC00002211,W00002211,2023-11-29,USD,90900.0,Annual,0.05,CG001731,CP001,1.01,1.01,63000,90000,115000,Medium,0.05,False,0,AI-Augmented Professional
WC00002212,W00002212,2022-07-01,INR,21000.0,Annual,0.03,CG000551,CP001,0.954,0.954,16000,22000,27000,Medium,0.05,False,0,AI-Augmented Professional
WC00002213,W00002213,2023-08-21,INR,29800.0,Annual,0.05,CG000660,CP001,0.852,0.852,24000,35000,45000,Critical,0.12,False,0,AI Builder
WC00002214,W00002214,2023-01-01,INR,57700.0,Annual,0.12,CG000590,CP001,0.861,0.93,40000,62000,83000,High,0.08,True,4300,AI Risk / Compliance
WC00002215,W00002215,2024-06-27,INR,30200.0,Annual,0.05,CG000606,CP001,1.007,1.007,21000,30000,39000,Low,0.03,False,0,AI User
WC00002216,W00002216,2025-07-01,GBP,61800.0,Annual,0.03,CG001541,CP001,0.923,0.997,46000,62000,77000,High,0.08,True,4600,AI Governance
WC00002217,W00002217,2025-02-23,AUD,149000.0,Annual,0.12,CG000014,CP001,1.03,1.03,93000,145000,195000,Medium,0.05,False,0,AI-Augmented Professional
WC00002218,W00002218,2025-05-16,USD,35.19,Hourly,0.0,CG001640,CP002,0.963,0.963,57000,76000,95000,High,0.08,False,0,AI Product / Transformation
WC00002219,W00002219,2022-07-01,EUR,50700.0,Annual,0.03,CG000407,CP001,0.89,0.89,43000,57000,72000,Medium,0.05,False,0,AI-Augmented Professional
WC00002220,W00002220,2022-07-22,MXN,67200.0,Annual,0.12,CG000833,CP001,0.92,0.92,48000,73000,99000,High,0.08,False,0,AI Product / Transformation
WC00002221,W00002221,2023-06-05,USD,77100.0,Annual,0.03,CG001739,CP001,0.871,0.976,59000,79000,98000,Critical,0.12,True,8300,AI Builder
WC00002222,W00002222,2025-04-25,GBP,60500.0,Annual,0.03,CG001514,CP001,1.008,1.008,45000,60000,75000,Medium,0.05,False,0,AI-Augmented Professional
WC00002223,W00002223,2023-02-09,USD,71300.0,Annual,0.03,CG001640,CP001,0.938,0.938,57000,76000,95000,High,0.08,False,0,AI Product / Transformation
WC00002224,W00002224,2021-01-01,BRL,34.13,Hourly,0.0,CG000157,CP002,1.114,1.203,41000,59000,76000,High,0.08,True,5300,AI Product / Transformation
WC00002225,W00002225,2025-01-09,EUR,224000.0,Annual,0.18,CG000465,CP001,1.068,1.068,135000,210000,280000,High,0.08,False,0,AI Governance
WC00002226,W00002226,2024-01-01,INR,36000.0,Annual,0.05,CG000579,CP001,1.2,1.2,21000,30000,39000,Medium,0.05,False,0,AI-Augmented Professional
WC00002227,W00002227,2023-11-13,GBP,160000.0,Annual,0.12,CG001508,CP001,0.94,0.94,110000,170000,230000,High,0.08,False,0,AI Product / Transformation
WC00002228,W00002228,2025-02-23,INR,147000.0,Annual,0.25,CG000673,CP001,1.278,1.278,63000,115000,165000,Medium,0.05,False,0,AI-Augmented Professional
WC00002229,W00002229,2022-12-25,INR,24900.0,Annual,0.03,CG000560,CP001,1.038,1.038,18000,24000,30000,High,0.08,False,0,AI Product / Transformation
WC00002230,W00002230,2022-01-01,EUR,33400.0,Annual,0.03,CG001226,CP001,0.796,0.796,32000,42000,53000,Medium,0.05,False,0,AI-Augmented Professional
WC00002231,W00002231,2022-03-17,MXN,81400.0,Annual,0.12,CG000932,CP001,0.956,1.071,49000,76000,100000,Critical,0.12,True,8700,AI Builder
WC00002232,W00002232,2022-07-01,EUR,85100.0,Annual,0.08,CG001057,CP001,0.868,0.868,69000,98000,130000,Medium,0.05,False,0,AI-Augmented Professional
WC00002233,W00002233,2023-02-14,INR,27000.0,Annual,0.05,CG000579,CP001,0.9,0.9,21000,30000,39000,Medium,0.05,False,0,AI-Augmented Professional
WC00002234,W00002234,2022-08-16,AUD,85700.0,Annual,0.05,CG000003,CP001,1.046,1.098,55000,78000,100000,Medium,0.05,True,4100,AI-Augmented Professional
WC00002235,W00002235,2024-07-01,EUR,56600.0,Annual,0.03,CG000506,CP001,0.998,1.048,41000,54000,68000,Medium,0.05,True,2700,AI Governance
WC00002236,W00002236,2024-01-01,USD,167000.0,Annual,0.12,CG001661,CP001,0.956,0.956,115000,175000,235000,Medium,0.05,False,0,AI-Augmented Professional
WC00002237,W00002237,2023-12-02,INR,76600.0,Annual,0.18,CG000672,CP001,0.995,0.995,50000,77000,105000,Medium,0.05,False,0,AI-Augmented Professional
WC00002238,W00002238,2022-10-20,ZAR,19900.0,Annual,0.03,CG001154,CP001,0.867,0.867,18000,23000,29000,Low,0.03,False,0,AI User
WC00002239,W00002239,2023-01-01,USD,235000.0,Annual,0.18,CG001725,CP001,1.023,1.023,150000,230000,310000,Medium,0.05,False,0,AI Governance
WC00002240,W00002240,2023-05-30,EUR,24200.0,Annual,0.0,CG000532,CP001,0.929,0.929,20000,26000,33000,Medium,0.05,False,0,AI-Augmented Professional
WC00002241,W00002241,2022-07-01,AUD,59200.0,Annual,0.03,CG000020,CP001,0.939,0.939,47000,63000,79000,High,0.08,False,0,AI Product / Transformation
WC00002242,W00002242,2022-01-06,INR,85400.0,Annual,0.18,CG000591,CP001,0.92,0.994,56000,86000,115000,High,0.08,True,6300,AI Risk / Compliance
WC00002243,W00002243,2024-01-15,INR,18.34,Hourly,0.0,CG000660,CP002,1.09,1.09,24000,35000,45000,Critical,0.12,False,0,AI Builder
WC00002244,W00002244,2022-07-26,EUR,73700.0,Annual,0.05,CG000534,CP001,0.889,0.933,56000,79000,105000,Medium,0.05,True,3500,AI-Augmented Professional
WC00002245,W00002245,2021-02-01,USD,67900.0,Annual,0.03,CG001685,CP001,1.013,1.013,50000,67000,84000,Low,0.03,False,0,AI User
WC00002246,W00002246,2021-12-03,INR,31200.0,Annual,0.05,CG000588,CP001,0.918,0.918,24000,34000,44000,High,0.08,False,0,AI Risk / Compliance
WC00002247,W00002247,2021-01-01,INR,65100.0,Annual,0.12,CG000554,CP001,1.128,1.184,36000,55000,75000,Medium,0.05,True,3100,AI-Augmented Professional
WC00002248,W00002248,2025-01-01,INR,19800.0,Annual,0.03,CG000605,CP001,0.943,0.943,16000,21000,27000,Low,0.03,False,0,AI User
WC00002249,W00002249,2023-01-01,USD,69800.0,Annual,0.03,CG001631,CP001,1.026,1.026,51000,68000,85000,Medium,0.05,False,0,AI-Augmented Professional
WC00002250,W00002250,2022-01-01,INR,25100.0,Annual,0.03,CG000659,CP001,1.003,1.003,19000,25000,31000,Critical,0.12,False,0,AI Builder
WC00002251,W00002251,2023-07-01,INR,36400.0,Annual,0.08,CG000625,CP001,0.957,0.957,27000,38000,50000,Medium,0.05,False,0,AI-Augmented Professional
WC00002252,W00002252,2024-01-19,EUR,230000.0,Annual,0.18,CG001041,CP001,1.124,1.124,130000,205000,275000,High,0.08,False,0,AI Builder
WC00002253,W00002253,2024-07-11,USD,70300.0,Annual,0.03,CG001640,CP001,0.925,0.925,57000,76000,95000,High,0.08,False,0,AI Product / Transformation
WC00002254,W00002254,2022-01-08,INR,38400.0,Annual,0.08,CG000607,CP001,0.96,0.96,28000,40000,51000,Low,0.03,False,0,AI User
WC00002255,W00002255,2024-10-09,AUD,57200.0,Annual,0.03,CG000011,CP001,0.956,1.004,42000,57000,71000,Medium,0.05,True,2700,AI-Augmented Professional
WC00002256,W00002256,2022-07-01,MXN,115000.0,Annual,0.18,CG000816,CP001,1.248,1.248,60000,92000,125000,Medium,0.05,False,0,AI-Augmented Professional
WC00002257,W00002257,2023-07-01,EUR,79800.0,Annual,0.05,CG000444,CP001,1.01,1.01,56000,79000,105000,Medium,0.05,False,0,AI-Augmented Professional
WC00002258,W00002258,2025-01-01,BRL,32100.0,Annual,0.05,CG000147,CP001,0.802,0.802,28000,40000,52000,Medium,0.05,False,0,AI-Augmented Professional
WC00002259,W00002259,2022-10-25,CAD,94100.0,Annual,0.08,CG000337,CP001,0.941,0.941,71000,100000,130000,Low,0.03,False,0,AI User
WC00002260,W00002260,2022-08-15,USD,80200.0,Annual,0.05,CG001704,CP001,0.849,0.891,63000,90000,115000,Medium,0.05,True,3800,AI-Augmented Professional
WC00002261,W00002261,2024-07-01,INR,32000.0,Annual,0.08,CG000616,CP001,0.8,0.8,28000,40000,51000,Low,0.03,False,0,AI User
WC00002262,W00002262,2023-11-08,ZAR,38400.0,Annual,0.08,CG001183,CP001,0.871,0.915,29000,42000,54000,Medium,0.05,True,1800,AI Governance
WC00002263,W00002263,2024-07-01,USD,43.18,Hourly,0.0,CG001713,CP002,0.926,0.926,68000,97000,125000,High,0.08,False,0,AI Builder
WC00002264,W00002264,2022-05-02,INR,26900.0,Annual,0.03,CG000659,CP001,0.962,1.077,19000,25000,31000,Critical,0.12,True,2900,AI Builder
WC00002265,W00002265,2023-10-11,GBP,235000.0,Annual,0.18,CG001491,CP001,1.092,1.092,140000,215000,285000,Medium,0.05,False,0,AI-Augmented Professional
WC00002266,W00002266,2023-07-01,MXN,68100.0,Annual,0.12,CG000905,CP001,1.001,1.001,44000,68000,91000,High,0.08,False,0,AI Builder
WC00002267,W00002267,2023-11-02,GBP,92500.0,Annual,0.05,CG001506,CP001,1.005,1.005,65000,92000,120000,High,0.08,False,0,AI Product / Transformation
WC00002268,W00002268,2022-09-26,INR,41700.0,Annual,0.08,CG000643,CP001,1.097,1.097,27000,38000,50000,Medium,0.05,False,0,AI Governance
WC00002269,W00002269,2022-01-01,INR,58000.0,Annual,0.12,CG000599,CP001,0.942,1.017,37000,57000,77000,High,0.08,True,4300,AI Governance
WC00002270,W00002270,2023-07-28,MXN,27700.0,Annual,0.03,CG000857,CP001,0.885,0.956,22000,29000,36000,High,0.08,True,2100,AI Risk / Compliance
WC00002271,W00002271,2022-02-20,EUR,65000.0,Annual,0.05,CG001056,CP001,0.879,0.879,52000,74000,96000,Medium,0.05,False,0,AI-Augmented Professional
WC00002272,W00002272,2021-07-10,INR,55600.0,Annual,0.12,CG000554,CP001,1.01,1.01,36000,55000,75000,Medium,0.05,False,0,AI-Augmented Professional
WC00002273,W00002273,2023-10-19,ZAR,33600.0,Annual,0.05,CG001155,CP001,1.018,1.049,23000,32000,42000,Low,0.03,True,1000,AI User
WC00002274,W00002274,2023-07-01,INR,17800.0,Annual,0.03,CG000578,CP001,0.81,0.81,16000,22000,27000,Medium,0.05,False,0,AI-Augmented Professional
WC00002275,W00002275,2021-07-01,EUR,176000.0,Annual,0.12,CG000482,CP001,1.212,1.212,93000,145000,195000,Low,0.03,False,0,AI User
WC00002276,W00002276,2022-02-04,USD,94900.0,Annual,0.05,CG001704,CP001,1.054,1.054,63000,90000,115000,Medium,0.05,False,0,AI-Augmented Professional
WC00002277,W00002277,2024-06-18,USD,96000.0,Annual,0.08,CG001705,CP001,0.8,0.8,84000,120000,155000,Medium,0.05,False,0,AI-Augmented Professional
WC00002278,W00002278,2021-03-23,INR,20900.0,Annual,0.03,CG000578,CP001,0.952,0.952,16000,22000,27000,Medium,0.05,False,0,AI-Augmented Professional
WC00002279,W00002279,2021-01-01,EUR,99100.0,Annual,0.05,CG001065,CP001,0.994,1.113,62000,89000,115000,Critical,0.12,True,10600,AI Builder
WC00002280,W00002280,2023-06-21,INR,36500.0,Annual,0.08,CG000607,CP001,0.912,0.912,28000,40000,51000,Low,0.03,False,0,AI User
WC00002281,W00002281,2025-11-01,AUD,261000.0,Annual,0.18,CG000069,CP001,1.3,1.339,130000,195000,265000,Low,0.03,True,7600,AI User
WC00002282,W00002282,2023-07-01,EUR,307000.0,Annual,0.25,CG001051,CP001,1.096,1.096,155000,280000,405000,Medium,0.05,False,0,AI Governance
WC00002283,W00002283,2025-06-23,BRL,27300.0,Annual,0.03,CG000227,CP001,0.941,0.941,22000,29000,37000,High,0.08,False,0,AI Builder
WC00002284,W00002284,2021-02-22,AUD,96400.0,Annual,0.08,CG000130,CP001,0.874,0.918,73000,105000,135000,Medium,0.05,True,4600,AI-Augmented Professional
WC00002285,W00002285,2023-07-01,MXN,10700.0,Annual,0.0,CG000919,CP001,0.972,0.972,9000,11000,14000,Medium,0.05,False,0,AI-Augmented Professional
WC00002286,W00002286,2024-11-27,EUR,251000.0,Annual,0.25,CG000475,CP004,0.85,0.85,160000,295000,425000,Low,0.03,False,0,AI User
WC00002287,W00002287,2024-01-06,INR,27200.0,Annual,0.05,CG000588,CP001,0.8,0.8,24000,34000,44000,High,0.08,False,0,AI Risk / Compliance
WC00002288,W00002288,2021-09-06,USD,89900.0,Annual,0.05,CG001740,CP001,0.817,0.817,76000,110000,140000,Critical,0.12,False,0,AI Builder
WC00002289,W00002289,2025-01-01,CAD,61600.0,Annual,0.03,CG000299,CP001,1.1,1.1,42000,56000,70000,Medium,0.05,False,0,AI-Augmented Professional
WC00002290,W00002290,2023-07-01,USD,72300.0,Annual,0.03,CG001676,CP001,0.957,1.034,53000,70000,88000,High,0.08,True,5400,AI Governance
WC00002291,W00002291,2022-01-01,CAD,53700.0,Annual,0.03,CG000389,CP001,0.839,0.839,48000,64000,81000,Critical,0.12,False,0,AI Builder
WC00002292,W00002292,2025-12-26,MXN,46300.0,Annual,0.08,CG000841,CP001,0.965,0.965,34000,48000,62000,Medium,0.05,False,0,AI-Augmented Professional
WC00002293,W00002293,2023-01-01,AUD,195000.0,Annual,0.18,CG000015,CP001,0.975,0.975,130000,200000,270000,Medium,0.05,False,0,AI-Augmented Professional
WC00002294,W00002294,2024-11-21,MXN,9.38,Hourly,0.0,CG000848,CP002,0.75,0.75,19000,26000,32000,Medium,0.05,False,0,AI-Augmented Professional
WC00002295,W00002295,2025-11-05,EUR,92100.0,Annual,0.08,CG001012,CP001,0.921,0.921,71000,100000,130000,Low,0.03,False,0,AI User
WC00002296,W00002296,2023-01-01,INR,17700.0,Annual,0.03,CG000632,CP001,0.804,0.804,17000,22000,28000,High,0.08,False,0,AI Builder
WC00002297,W00002297,2023-01-02,INR,39000.0,Annual,0.08,CG000652,CP001,1.025,1.025,27000,38000,50000,Medium,0.05,False,0,AI-Augmented Professional
WC00002298,W00002298,2023-08-02,CAD,111000.0,Annual,0.08,CG000292,CP001,0.961,0.961,80000,115000,150000,High,0.08,False,0,AI Product / Transformation
WC00002299,W00002299,2025-07-01,INR,86600.0,Annual,0.12,CG000662,CP001,1.208,1.353,42000,64000,86000,Critical,0.12,True,9300,AI Builder
WC00002300,W00002300,2021-06-25,GBP,59700.0,Annual,0.03,CG001586,CP001,1.047,1.047,43000,57000,71000,Medium,0.05,False,0,AI Governance
WC00002301,W00002301,2021-08-22,EUR,62400.0,Annual,0.05,CG000480,CP001,0.8,0.8,55000,78000,100000,Low,0.03,False,0,AI User
WC00002302,W00002302,2022-04-25,BRL,29400.0,Annual,0.03,CG000191,CP001,0.94,1.015,22000,29000,37000,High,0.08,True,2200,AI Governance
WC00002303,W00002303,2024-07-01,BRL,45700.0,Annual,0.05,CG000174,CP001,1.087,1.141,28000,40000,52000,Medium,0.05,True,2200,AI-Augmented Professional
WC00002304,W00002304,2023-05-23,MXN,27300.0,Annual,0.03,CG000839,CP001,1.049,1.049,19000,26000,32000,Medium,0.05,False,0,AI-Augmented Professional
WC00002305,W00002305,2022-06-03,USD,219000.0,Annual,0.12,CG001670,CP001,1.066,1.151,125000,190000,260000,High,0.08,True,16200,AI Risk / Compliance
WC00002306,W00002306,2024-11-18,BRL,43100.0,Annual,0.08,CG000211,CP001,0.829,0.829,36000,52000,67000,Low,0.03,False,0,AI User
WC00002307,W00002307,2023-08-13,AUD,52500.0,Annual,0.03,CG000128,CP001,0.921,0.921,42000,57000,71000,Medium,0.05,False,0,AI-Augmented Professional
WC00002308,W00002308,2023-01-01,INR,21400.0,Annual,0.03,CG000614,CP001,1.019,1.019,16000,21000,27000,Low,0.03,False,0,AI User
WC00002309,W00002309,2022-07-01,BRL,27800.0,Annual,0.03,CG000146,CP001,0.959,0.959,21000,29000,36000,Medium,0.05,False,0,AI-Augmented Professional
WC00002310,W00002310,2022-07-01,CAD,154000.0,Annual,0.12,CG000275,CP001,1.047,1.099,92000,140000,190000,Medium,0.05,True,7300,AI-Augmented Professional
WC00002311,W00002311,2024-01-01,EUR,50.6,Hourly,0.0,CG001030,CP003,1.074,1.074,69000,98000,130000,Medium,0.05,False,0,AI-Augmented Professional
WC00002312,W00002312,2023-02-11,EUR,55000.0,Annual,0.03,CG000461,CP001,0.933,0.933,44000,59000,74000,High,0.08,False,0,AI Governance
WC00002313,W00002313,2021-07-01,GBP,23.64,Hourly,0.0,CG001577,CP002,0.793,0.793,46000,62000,77000,High,0.08,False,0,AI Builder
WC00002314,W00002314,2023-06-20,EUR,94700.0,Annual,0.08,CG001030,CP001,0.966,0.966,69000,98000,130000,Medium,0.05,False,0,AI-Augmented Professional
WC00002315,W00002315,2022-03-17,AUD,1180000.0,Annual,0.5,CG000108,CP001,1.186,1.186,395000,995000,1590000,Medium,0.05,False,0,AI Governance
WC00002316,W00002316,2024-07-01,MXN,33300.0,Annual,0.05,CG000840,CP001,0.926,0.926,25000,36000,47000,Medium,0.05,False,0,AI-Augmented Professional
WC00002317,W00002317,2024-05-28,GBP,108000.0,Annual,0.05,CG001533,CP001,1.086,1.173,65000,92000,120000,High,0.08,True,8000,AI Risk / Compliance
WC00002318,W00002318,2023-03-09,GBP,27200.0,Annual,0.0,CG001486,CP001,0.971,0.971,21000,28000,35000,Medium,0.05,False,0,AI-Augmented Professional
WC00002319,W00002319,2022-05-16,GBP,920000.0,Annual,0.5,CG001602,CP001,0.872,0.872,420000,1055000,1685000,Medium,0.05,False,0,AI-Augmented Professional
WC00002320,W00002320,2022-09-06,AED,74300.0,Annual,0.05,CG001416,CP001,1.046,1.077,48000,69000,89000,Low,0.03,True,2200,AI User
WC00002321,W00002321,2024-07-01,AUD,55100.0,Annual,0.03,CG000056,CP001,0.88,0.95,44000,58000,73000,High,0.08,True,4100,AI Governance
WC00002322,W00002322,2022-12-17,EUR,66800.0,Annual,0.03,CG000452,CP001,0.966,1.043,48000,64000,80000,High,0.08,True,4900,AI Risk / Compliance
WC00002323,W00002323,2022-06-14,MXN,195.99,Hourly,0.0,CG000908,CP002,1.315,1.315,125000,310000,490000,High,0.08,False,0,AI Builder
WC00002324,W00002324,2024-07-01,EUR,164000.0,Annual,0.12,CG000509,CP001,1.169,1.169,90000,140000,185000,Medium,0.05,False,0,AI Governance
WC00002325,W00002325,2021-07-14,GBP,94500.0,Annual,0.05,CG001614,CP001,1.139,1.139,58000,83000,110000,Medium,0.05,False,0,AI-Augmented Professional
WC00002326,W00002326,2021-01-01,BRL,33800.0,Annual,0.05,CG000174,CP001,0.845,0.845,28000,40000,52000,Medium,0.05,False,0,AI-Augmented Professional
WC00002327,W00002327,2023-12-30,EUR,193000.0,Annual,0.18,CG000951,CP001,0.963,0.963,130000,200000,265000,Medium,0.05,False,0,AI-Augmented Professional
WC00002328,W00002328,2021-08-27,USD,218.63,Hourly,0.0,CG001636,CP003,1.281,1.281,195000,355000,520000,Medium,0.05,False,0,AI-Augmented Professional
WC00002329,W00002329,2024-07-01,USD,59.07,Hourly,0.0,CG001687,CP002,0.983,0.983,87000,125000,160000,Low,0.03,False,0,AI User
WC00002330,W00002330,2024-01-01,MXN,27200.0,Annual,0.03,CG000821,CP001,1.045,1.045,19000,26000,32000,Medium,0.05,False,0,AI-Augmented Professional
WC00002331,W00002331,2024-11-06,INR,17100.0,Annual,0.03,CG000623,CP001,0.816,0.816,16000,21000,26000,Medium,0.05,False,0,AI-Augmented Professional
WC00002332,W00002332,2024-03-08,EUR,47500.0,Annual,0.03,CG001073,CP001,0.849,0.849,42000,56000,70000,Medium,0.05,False,0,AI-Augmented Professional
WC00002333,W00002333,2021-07-01,EUR,57800.0,Annual,0.03,CG001019,CP001,1.051,1.051,41000,55000,69000,Low,0.03,False,0,AI User
WC00002334,W00002334,2025-01-01,EUR,30200.0,Annual,0.0,CG000424,CP001,1.042,1.042,22000,29000,37000,High,0.08,False,0,AI Product / Transformation
WC00002335,W00002335,2022-01-01,EUR,408000.0,Annual,0.25,CG000475,CP001,1.343,1.383,160000,295000,425000,Low,0.03,True,11900,AI User
WC00002336,W00002336,2023-07-01,ZAR,20400.0,Annual,0.03,CG001208,CP001,0.849,0.849,18000,24000,30000,Medium,0.05,False,0,AI-Augmented Professional
WC00002337,W00002337,2022-06-26,EUR,46900.0,Annual,0.03,CG001019,CP001,0.852,0.852,41000,55000,69000,Low,0.03,False,0,AI User
WC00002338,W00002338,2023-01-01,AED,95900.0,Annual,0.08,CG001390,CP001,1.031,1.031,65000,93000,120000,Medium,0.05,False,0,AI-Augmented Professional
WC00002339,W00002339,2025-10-16,EUR,47300.0,Annual,0.03,CG001307,CP001,0.996,1.076,33000,44000,54000,High,0.08,True,3500,AI Builder
WC00002340,W00002340,2021-07-01,EUR,21.62,Hourly,0.0,CG000470,CP003,0.803,0.803,42000,56000,70000,Low,0.03,False,0,AI User
WC00002341,W00002341,2022-03-06,JPY,81600.0,Annual,0.08,CG000733,CP001,0.812,0.877,65000,93000,120000,High,0.08,True,6000,AI Governance
WC00002342,W00002342,2021-01-01,USD,251000.0,Annual,0.18,CG001734,CP001,1.09,1.09,150000,230000,310000,Medium,0.05,False,0,AI-Augmented Professional
WC00002343,W00002343,2025-06-26,MXN,27700.0,Annual,0.03,CG000857,CP001,0.955,0.955,22000,29000,36000,High,0.08,False,0,AI Risk / Compliance
WC00002344,W00002344,2024-10-19,EUR,40000.0,Annual,0.03,CG001244,CP001,0.906,0.951,32000,42000,53000,Medium,0.05,True,1900,AI-Augmented Professional
WC00002345,W00002345,2022-04-23,USD,73100.0,Annual,0.03,CG001667,CP001,0.962,0.962,57000,76000,95000,High,0.08,False,0,AI Risk / Compliance
WC00002346,W00002346,2025-07-21,EUR,78200.0,Annual,0.05,CG000975,CP001,1.015,1.015,54000,77000,100000,Medium,0.05,False,0,AI-Augmented Professional
WC00002347,W00002347,2021-10-31,EUR,180000.0,Annual,0.12,CG000968,CP001,1.042,1.125,105000,160000,215000,High,0.08,True,13300,AI Product / Transformation
WC00002348,W00002348,2025-07-01,INR,24900.0,Annual,0.03,CG000587,CP001,0.962,1.039,18000,24000,30000,High,0.08,True,1800,AI Risk / Compliance
WC00002349,W00002349,2025-08-09,EUR,77000.0,Annual,0.05,CG000516,CP001,1.026,1.026,53000,75000,98000,Medium,0.05,False,0,AI-Augmented Professional
WC00002350,W00002350,2025-01-01,USD,57500.0,Annual,0.03,CG001721,CP001,0.884,0.884,49000,65000,81000,Medium,0.05,False,0,AI Governance
WC00002351,W00002351,2023-02-13,USD,82200.0,Annual,0.05,CG001659,CP001,0.874,0.874,66000,94000,125000,Medium,0.05,False,0,AI-Augmented Professional
WC00002352,W00002352,2023-01-01,INR,59600.0,Annual,0.12,CG000635,CP001,0.968,1.045,37000,57000,77000,High,0.08,True,4400,AI Builder
WC00002353,W00002353,2021-07-01,AUD,49700.0,Annual,0.03,CG000029,CP001,0.83,0.872,42000,57000,71000,Medium,0.05,True,2400,AI-Augmented Professional
WC00002354,W00002354,2025-07-01,JPY,38900.0,Annual,0.03,CG000776,CP001,0.828,0.828,35000,47000,58000,Medium,0.05,False,0,AI Governance
WC00002355,W00002355,2023-07-09,USD,107000.0,Annual,0.05,CG001749,CP001,1.138,1.138,66000,94000,125000,Medium,0.05,False,0,AI-Augmented Professional
WC00002356,W00002356,2023-01-01,AED,74800.0,Annual,0.08,CG001435,CP001,0.8,0.84,62000,89000,115000,Medium,0.05,True,3600,AI-Augmented Professional
WC00002357,W00002357,2024-07-01,INR,46800.0,Annual,0.12,CG000572,CP001,0.85,0.85,36000,55000,75000,Medium,0.05,False,0,AI-Augmented Professional
